ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,642465.000000,2561577.000000,0.000000,t001_0_1
2A,1149468.000000,2695973.000000,0.000000,t001_0_1
3A,1091793.000000,2838973.000000,0.000000,t001_0_1
4A,1156349.000000,2879724.000000,0.000000,t001_0_1
5A,2453254.000000,2972658.000000,0.000000,t001_0_1
6A,2533100.000000,2876949.000000,0.000000,t001_0_1
7A,1438346.000000,2753452.000000,0.000000,t001_0_1
8A,510500.000000,2780805.000000,0.000000,t001_0_1
9A,603409.000000,2725025.000000,0.000000,t001_0_1
10A,346342.000000,2425148.000000,0.000000,t001_0_1
11A,399974.000000,2544963.000000,0.000000,t001_0_1
12A,438421.000000,2532772.000000,0.000000,t001_0_1
13A,412078.000000,2803991.000000,0.000000,t001_0_1
14A,332539.000000,2708230.000000,0.000000,t001_0_1
15A,243073.000000,2675486.000000,0.000000,t001_0_1
16A,183454.000000,2835819.000000,0.000000,t001_0_1
17A,170990.000000,2813919.000000,0.000000,t001_0_1
18A,163702.000000,3117564.000000,0.000000,t001_0_1
19A,179089.000000,3109832.000000,0.000000,t001_0_1
20A,59769.000000,3694973.000000,0.000000,t001_0_1
1A,654753.000000,2554775.000000,0.674028,t002_0_1
2A,1137417.000000,2705930.000000,0.674028,t002_0_1
3A,1119268.000000,2862152.000000,0.674028,t002_0_1
4A,1109357.000000,2874217.000000,0.674028,t002_0_1
5A,2488851.000000,2990587.000000,0.674028,t002_0_1
6A,2584201.000000,2855029.000000,0.674028,t002_0_1
7A,1516183.000000,2759685.000000,0.674028,t002_0_1
8A,498844.000000,2768862.000000,0.674028,t002_0_1
9A,597634.000000,2736667.000000,0.674028,t002_0_1
10A,340419.000000,2425734.000000,0.674028,t002_0_1
11A,410848.000000,2549981.000000,0.674028,t002_0_1
12A,438756.000000,2535547.000000,0.674028,t002_0_1
13A,411733.000000,2809615.000000,0.674028,t002_0_1
14A,322361.000000,2713071.000000,0.674028,t002_0_1
15A,244477.000000,2665092.000000,0.674028,t002_0_1
16A,182193.000000,2831052.000000,0.674028,t002_0_1
17A,165757.000000,2817193.000000,0.674028,t002_0_1
18A,159479.000000,3135788.000000,0.674028,t002_0_1
19A,181972.000000,3096835.000000,0.674028,t002_0_1
20A,60256.000000,3695894.000000,0.674028,t002_0_1
1A,643845.000000,2571765.000000,1.348056,t003_0_1
2A,1163790.000000,2692650.000000,1.348056,t003_0_1
3A,1151391.000000,2836349.000000,1.348056,t003_0_1
4A,895383.000000,2845726.000000,1.348056,t003_0_1
5A,2666567.000000,2994312.000000,1.348056,t003_0_1
6A,2640974.000000,2857988.000000,1.348056,t003_0_1
7A,1599627.000000,2765154.000000,1.348056,t003_0_1
8A,474557.000000,2765474.000000,1.348056,t003_0_1
9A,589802.000000,2734311.000000,1.348056,t003_0_1
10A,346553.000000,2423184.000000,1.348056,t003_0_1
11A,409281.000000,2551068.000000,1.348056,t003_0_1
12A,432297.000000,2535344.000000,1.348056,t003_0_1
13A,410745.000000,2804829.000000,1.348056,t003_0_1
14A,327414.000000,2706714.000000,1.348056,t003_0_1
15A,242973.000000,2671472.000000,1.348056,t003_0_1
16A,186905.000000,2841928.000000,1.348056,t003_0_1
17A,164068.000000,2813116.000000,1.348056,t003_0_1
18A,166314.000000,3133540.000000,1.348056,t003_0_1
19A,181171.000000,3103554.000000,1.348056,t003_0_1
20A,59756.000000,3692390.000000,1.348056,t003_0_1
1A,656016.000000,2590624.000000,2.022084,t004_0_1
2A,1193027.000000,2694905.000000,2.022084,t004_0_1
3A,1137092.000000,2843266.000000,2.022084,t004_0_1
4A,705509.000000,2851736.000000,2.022084,t004_0_1
5A,2792734.000000,2986621.000000,2.022084,t004_0_1
6A,2714642.000000,2847888.000000,2.022084,t004_0_1
7A,1671274.000000,2765947.000000,2.022084,t004_0_1
8A,440341.000000,2779961.000000,2.022084,t004_0_1
9A,582138.000000,2719177.000000,2.022084,t004_0_1
10A,352647.000000,2422930.000000,2.022084,t004_0_1
11A,408315.000000,2551102.000000,2.022084,t004_0_1
12A,437669.000000,2537198.000000,2.022084,t004_0_1
13A,405928.000000,2804128.000000,2.022084,t004_0_1
14A,318666.000000,2712503.000000,2.022084,t004_0_1
15A,236129.000000,2659440.000000,2.022084,t004_0_1
16A,186051.000000,2835394.000000,2.022084,t004_0_1
17A,167262.000000,2813792.000000,2.022084,t004_0_1
18A,169737.000000,3135622.000000,2.022084,t004_0_1
19A,170591.000000,3104074.000000,2.022084,t004_0_1
20A,59437.000000,3696461.000000,2.022084,t004_0_1
1A,654075.000000,2578456.000000,2.696112,t005_0_1
2A,1186348.000000,2700705.000000,2.696112,t005_0_1
3A,1037121.000000,2836550.000000,2.696112,t005_0_1
4A,659450.000000,2853383.000000,2.696112,t005_0_1
5A,2882510.000000,3016437.000000,2.696112,t005_0_1
6A,2765180.000000,2848967.000000,2.696112,t005_0_1
7A,1736200.000000,2767988.000000,2.696112,t005_0_1
8A,431866.000000,2739753.000000,2.696112,t005_0_1
9A,563269.000000,2681105.000000,2.696112,t005_0_1
10A,355866.000000,2416130.000000,2.696112,t005_0_1
11A,413745.000000,2552347.000000,2.696112,t005_0_1
12A,424722.000000,2535852.000000,2.696112,t005_0_1
13A,409326.000000,2800123.000000,2.696112,t005_0_1
14A,319484.000000,2700304.000000,2.696112,t005_0_1
15A,246741.000000,2671305.000000,2.696112,t005_0_1
16A,182112.000000,2830518.000000,2.696112,t005_0_1
17A,171079.000000,2806394.000000,2.696112,t005_0_1
18A,165726.000000,3120059.000000,2.696112,t005_0_1
19A,169038.000000,3102583.000000,2.696112,t005_0_1
20A,60370.000000,3692823.000000,2.696112,t005_0_1
1A,658163.000000,2584505.000000,3.370140,t006_0_1
2A,1220562.000000,2691650.000000,3.370140,t006_0_1
3A,782786.000000,2821372.000000,3.370140,t006_0_1
4A,731606.000000,2857807.000000,3.370140,t006_0_1
5A,2962376.000000,2987967.000000,3.370140,t006_0_1
6A,2792973.000000,2861898.000000,3.370140,t006_0_1
7A,1807903.000000,2770358.000000,3.370140,t006_0_1
8A,420795.000000,2752853.000000,3.370140,t006_0_1
9A,534475.000000,2687361.000000,3.370140,t006_0_1
10A,348634.000000,2417536.000000,3.370140,t006_0_1
11A,415887.000000,2558900.000000,3.370140,t006_0_1
12A,433639.000000,2533973.000000,3.370140,t006_0_1
13A,408186.000000,2799228.000000,3.370140,t006_0_1
14A,322633.000000,2706070.000000,3.370140,t006_0_1
15A,238588.000000,2667954.000000,3.370140,t006_0_1
16A,187663.000000,2837843.000000,3.370140,t006_0_1
17A,169914.000000,2813796.000000,3.370140,t006_0_1
18A,174733.000000,3138470.000000,3.370140,t006_0_1
19A,162118.000000,3106570.000000,3.370140,t006_0_1
20A,60973.000000,3688581.000000,3.370140,t006_0_1
1A,654702.000000,2581191.000000,4.044168,t007_0_1
2A,1169976.000000,2693098.000000,4.044168,t007_0_1
3A,690815.000000,2856957.000000,4.044168,t007_0_1
4A,868882.000000,2882468.000000,4.044168,t007_0_1
5A,2946034.000000,2974328.000000,4.044168,t007_0_1
6A,2819584.000000,2846264.000000,4.044168,t007_0_1
7A,1860024.000000,2781370.000000,4.044168,t007_0_1
8A,431537.000000,2771580.000000,4.044168,t007_0_1
9A,513259.000000,2673429.000000,4.044168,t007_0_1
10A,354577.000000,2419561.000000,4.044168,t007_0_1
11A,422028.000000,2559758.000000,4.044168,t007_0_1
12A,435850.000000,2537789.000000,4.044168,t007_0_1
13A,417455.000000,2802745.000000,4.044168,t007_0_1
14A,323258.000000,2703299.000000,4.044168,t007_0_1
15A,241820.000000,2661558.000000,4.044168,t007_0_1
16A,187963.000000,2840015.000000,4.044168,t007_0_1
17A,169685.000000,2819587.000000,4.044168,t007_0_1
18A,182575.000000,3126401.000000,4.044168,t007_0_1
19A,152595.000000,3126504.000000,4.044168,t007_0_1
20A,60199.000000,3695338.000000,4.044168,t007_0_1
1A,665671.000000,2581462.000000,4.718196,t008_0_1
2A,1022507.000000,2694857.000000,4.718196,t008_0_1
3A,683528.000000,2831502.000000,4.718196,t008_0_1
4A,989357.000000,2887282.000000,4.718196,t008_0_1
5A,2958815.000000,2993083.000000,4.718196,t008_0_1
6A,2846844.000000,2858328.000000,4.718196,t008_0_1
7A,1905593.000000,2778497.000000,4.718196,t008_0_1
8A,434181.000000,2760096.000000,4.718196,t008_0_1
9A,523842.000000,2669082.000000,4.718196,t008_0_1
10A,362762.000000,2409841.000000,4.718196,t008_0_1
11A,422619.000000,2560488.000000,4.718196,t008_0_1
12A,447461.000000,2545118.000000,4.718196,t008_0_1
13A,410157.000000,2804673.000000,4.718196,t008_0_1
14A,320200.000000,2711915.000000,4.718196,t008_0_1
15A,243283.000000,2661699.000000,4.718196,t008_0_1
16A,183196.000000,2844533.000000,4.718196,t008_0_1
17A,166964.000000,2811627.000000,4.718196,t008_0_1
18A,170189.000000,3134934.000000,4.718196,t008_0_1
19A,161499.000000,3120523.000000,4.718196,t008_0_1
20A,60234.000000,3698318.000000,4.718196,t008_0_1
1A,653576.000000,2564615.000000,5.392224,t009_0_1
2A,863139.000000,2680346.000000,5.392224,t009_0_1
3A,735253.000000,2834841.000000,5.392224,t009_0_1
4A,1082865.000000,2887428.000000,5.392224,t009_0_1
5A,2924446.000000,2972311.000000,5.392224,t009_0_1
6A,2856108.000000,2849066.000000,5.392224,t009_0_1
7A,1974645.000000,2765966.000000,5.392224,t009_0_1
8A,418209.000000,2764837.000000,5.392224,t009_0_1
9A,524497.000000,2679091.000000,5.392224,t009_0_1
10A,360748.000000,2391157.000000,5.392224,t009_0_1
11A,431428.000000,2558761.000000,5.392224,t009_0_1
12A,445493.000000,2547135.000000,5.392224,t009_0_1
13A,407604.000000,2796102.000000,5.392224,t009_0_1
14A,320116.000000,2701964.000000,5.392224,t009_0_1
15A,231445.000000,2677908.000000,5.392224,t009_0_1
16A,184998.000000,2834979.000000,5.392224,t009_0_1
17A,172950.000000,2799422.000000,5.392224,t009_0_1
18A,158777.000000,3148151.000000,5.392224,t009_0_1
19A,173569.000000,3106045.000000,5.392224,t009_0_1
20A,60487.000000,3669635.000000,5.392224,t009_0_1
1A,667719.000000,2580270.000000,6.066252,t010_0_1
2A,810257.000000,2680049.000000,6.066252,t010_0_1
3A,794515.000000,2830696.000000,6.066252,t010_0_1
4A,1110103.000000,2859908.000000,6.066252,t010_0_1
5A,2913890.000000,3004675.000000,6.066252,t010_0_1
6A,2875660.000000,2842405.000000,6.066252,t010_0_1
7A,2050060.000000,2804138.000000,6.066252,t010_0_1
8A,437938.000000,2770635.000000,6.066252,t010_0_1
9A,528860.000000,2678427.000000,6.066252,t010_0_1
10A,364378.000000,2368931.000000,6.066252,t010_0_1
11A,437952.000000,2547951.000000,6.066252,t010_0_1
12A,460275.000000,2544052.000000,6.066252,t010_0_1
13A,402118.000000,2793685.000000,6.066252,t010_0_1
14A,315605.000000,2711463.000000,6.066252,t010_0_1
15A,245068.000000,2650769.000000,6.066252,t010_0_1
16A,181824.000000,2835096.000000,6.066252,t010_0_1
17A,169700.000000,2801948.000000,6.066252,t010_0_1
18A,160900.000000,3128860.000000,6.066252,t010_0_1
19A,177153.000000,3102925.000000,6.066252,t010_0_1
20A,60613.000000,3680903.000000,6.066252,t010_0_1
1A,651672.000000,2563554.000000,6.740280,t011_0_1
2A,819807.000000,2684245.000000,6.740280,t011_0_1
3A,904695.000000,2849004.000000,6.740280,t011_0_1
4A,1142961.000000,2895185.000000,6.740280,t011_0_1
5A,2929194.000000,2987573.000000,6.740280,t011_0_1
6A,2866629.000000,2840543.000000,6.740280,t011_0_1
7A,2033930.000000,2779081.000000,6.740280,t011_0_1
8A,425266.000000,2786797.000000,6.740280,t011_0_1
9A,544640.000000,2669473.000000,6.740280,t011_0_1
10A,369650.000000,2364096.000000,6.740280,t011_0_1
11A,435285.000000,2535344.000000,6.740280,t011_0_1
12A,456850.000000,2544467.000000,6.740280,t011_0_1
13A,396005.000000,2792566.000000,6.740280,t011_0_1
14A,319978.000000,2713390.000000,6.740280,t011_0_1
15A,238225.000000,2654747.000000,6.740280,t011_0_1
16A,184452.000000,2821824.000000,6.740280,t011_0_1
17A,165801.000000,2806050.000000,6.740280,t011_0_1
18A,163436.000000,3127436.000000,6.740280,t011_0_1
19A,172719.000000,3098112.000000,6.740280,t011_0_1
20A,60019.000000,3681080.000000,6.740280,t011_0_1
1A,640053.000000,2571218.000000,7.414308,t012_0_1
2A,924183.000000,2680566.000000,7.414308,t012_0_1
3A,982976.000000,2852918.000000,7.414308,t012_0_1
4A,1152404.000000,2864617.000000,7.414308,t012_0_1
5A,2887989.000000,2999624.000000,7.414308,t012_0_1
6A,2861375.000000,2833802.000000,7.414308,t012_0_1
7A,1943285.000000,2777319.000000,7.414308,t012_0_1
8A,441223.000000,2807699.000000,7.414308,t012_0_1
9A,550727.000000,2687630.000000,7.414308,t012_0_1
10A,358574.000000,2357146.000000,7.414308,t012_0_1
11A,425456.000000,2503504.000000,7.414308,t012_0_1
12A,457801.000000,2535295.000000,7.414308,t012_0_1
13A,391449.000000,2794237.000000,7.414308,t012_0_1
14A,323317.000000,2712659.000000,7.414308,t012_0_1
15A,231034.000000,2652791.000000,7.414308,t012_0_1
16A,183603.000000,2841314.000000,7.414308,t012_0_1
17A,161348.000000,2805933.000000,7.414308,t012_0_1
18A,164136.000000,3127211.000000,7.414308,t012_0_1
19A,167961.000000,3101220.000000,7.414308,t012_0_1
20A,59832.000000,3687980.000000,7.414308,t012_0_1
1A,595455.000000,2554116.000000,8.088336,t013_0_1
2A,1001891.000000,2693896.000000,8.088336,t013_0_1
3A,1026864.000000,2823465.000000,8.088336,t013_0_1
4A,1158168.000000,2887774.000000,8.088336,t013_0_1
5A,2867925.000000,2983478.000000,8.088336,t013_0_1
6A,2860565.000000,2846844.000000,8.088336,t013_0_1
7A,1876888.000000,2781140.000000,8.088336,t013_0_1
8A,449589.000000,2825624.000000,8.088336,t013_0_1
9A,557246.000000,2695159.000000,8.088336,t013_0_1
10A,373981.000000,2366980.000000,8.088336,t013_0_1
11A,407906.000000,2471852.000000,8.088336,t013_0_1
12A,454649.000000,2526828.000000,8.088336,t013_0_1
13A,410343.000000,2791669.000000,8.088336,t013_0_1
14A,319678.000000,2715883.000000,8.088336,t013_0_1
15A,236709.000000,2655740.000000,8.088336,t013_0_1
16A,182680.000000,2826873.000000,8.088336,t013_0_1
17A,166948.000000,2810648.000000,8.088336,t013_0_1
18A,172571.000000,3140506.000000,8.088336,t013_0_1
19A,168428.000000,3100005.000000,8.088336,t013_0_1
20A,60044.000000,3673787.000000,8.088336,t013_0_1
1A,544819.000000,2545812.000000,8.762364,t014_0_1
2A,1090585.000000,2668646.000000,8.762364,t014_0_1
3A,1113364.000000,2843233.000000,8.762364,t014_0_1
4A,1183676.000000,2886334.000000,8.762364,t014_0_1
5A,2917390.000000,3009203.000000,8.762364,t014_0_1
6A,2873044.000000,2852298.000000,8.762364,t014_0_1
7A,1727310.000000,2775997.000000,8.762364,t014_0_1
8A,471047.000000,2823103.000000,8.762364,t014_0_1
9A,562783.000000,2705250.000000,8.762364,t014_0_1
10A,380103.000000,2371400.000000,8.762364,t014_0_1
11A,380542.000000,2448452.000000,8.762364,t014_0_1
