ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,405253.000000,1789967.000000,0.000000,t001_0_1
2A,315004.000000,1728693.000000,0.000000,t001_0_1
3A,341379.000000,1752814.000000,0.000000,t001_0_1
4A,296579.000000,1381460.000000,0.000000,t001_0_1
5A,312953.000000,1518708.000000,0.000000,t001_0_1
6A,331324.000000,1629023.000000,0.000000,t001_0_1
7A,328925.000000,1919035.000000,0.000000,t001_0_1
8A,326678.000000,1840632.000000,0.000000,t001_0_1
9A,488034.000000,2208569.000000,0.000000,t001_0_1
10A,374511.000000,2141146.000000,0.000000,t001_0_1
11A,129577.000000,2510956.000000,0.000000,t001_0_1
1A,410167.000000,1807876.000000,0.621048,t002_0_1
2A,315144.000000,1745305.000000,0.621048,t002_0_1
3A,341905.000000,1804800.000000,0.621048,t002_0_1
4A,297926.000000,1409130.000000,0.621048,t002_0_1
5A,329809.000000,1510376.000000,0.621048,t002_0_1
6A,299321.000000,1590927.000000,0.621048,t002_0_1
7A,312965.000000,1873599.000000,0.621048,t002_0_1
8A,318829.000000,1828767.000000,0.621048,t002_0_1
9A,512140.000000,2228860.000000,0.621048,t002_0_1
10A,390252.000000,2140957.000000,0.621048,t002_0_1
11A,128266.000000,2516824.000000,0.621048,t002_0_1
1A,402571.000000,1827491.000000,1.242096,t003_0_1
2A,320553.000000,1781789.000000,1.242096,t003_0_1
3A,347909.000000,1790197.000000,1.242096,t003_0_1
4A,295440.000000,1379626.000000,1.242096,t003_0_1
5A,333626.000000,1558011.000000,1.242096,t003_0_1
6A,289287.000000,1599849.000000,1.242096,t003_0_1
7A,281121.000000,1872333.000000,1.242096,t003_0_1
8A,349965.000000,1925926.000000,1.242096,t003_0_1
9A,504587.000000,2254714.000000,1.242096,t003_0_1
10A,383012.000000,2131255.000000,1.242096,t003_0_1
11A,130077.000000,2515432.000000,1.242096,t003_0_1
1A,402122.000000,1816459.000000,1.863144,t004_0_1
2A,314972.000000,1736012.000000,1.863144,t004_0_1
3A,339926.000000,1741998.000000,1.863144,t004_0_1
4A,295322.000000,1381416.000000,1.863144,t004_0_1
5A,329573.000000,1511141.000000,1.863144,t004_0_1
6A,273797.000000,1618036.000000,1.863144,t004_0_1
7A,265298.000000,1907914.000000,1.863144,t004_0_1
8A,381430.000000,1962975.000000,1.863144,t004_0_1
9A,495700.000000,2236614.000000,1.863144,t004_0_1
10A,392809.000000,2118237.000000,1.863144,t004_0_1
11A,129496.000000,2514559.000000,1.863144,t004_0_1
1A,405176.000000,1822194.000000,2.484192,t005_0_1
2A,336260.000000,1795770.000000,2.484192,t005_0_1
3A,350292.000000,1774261.000000,2.484192,t005_0_1
4A,296213.000000,1407197.000000,2.484192,t005_0_1
5A,323878.000000,1505503.000000,2.484192,t005_0_1
6A,282593.000000,1597133.000000,2.484192,t005_0_1
7A,267209.000000,1916790.000000,2.484192,t005_0_1
8A,384514.000000,1962026.000000,2.484192,t005_0_1
9A,489417.000000,2203791.000000,2.484192,t005_0_1
10A,390470.000000,2119726.000000,2.484192,t005_0_1
11A,127705.000000,2520453.000000,2.484192,t005_0_1
1A,398314.000000,1811994.000000,3.105240,t006_0_1
2A,330711.000000,1795713.000000,3.105240,t006_0_1
3A,342591.000000,1788096.000000,3.105240,t006_0_1
4A,302542.000000,1448184.000000,3.105240,t006_0_1
5A,327881.000000,1545307.000000,3.105240,t006_0_1
6A,294280.000000,1639507.000000,3.105240,t006_0_1
7A,311889.000000,1929961.000000,3.105240,t006_0_1
8A,380254.000000,1925088.000000,3.105240,t006_0_1
9A,497180.000000,2219368.000000,3.105240,t006_0_1
10A,397291.000000,2117555.000000,3.105240,t006_0_1
11A,132045.000000,2525266.000000,3.105240,t006_0_1
1A,403431.000000,1816477.000000,3.726288,t007_0_1
2A,320676.000000,1769328.000000,3.726288,t007_0_1
3A,342241.000000,1786331.000000,3.726288,t007_0_1
4A,295843.000000,1402455.000000,3.726288,t007_0_1
5A,329424.000000,1553120.000000,3.726288,t007_0_1
6A,302865.000000,1617872.000000,3.726288,t007_0_1
7A,336874.000000,1977789.000000,3.726288,t007_0_1
8A,333150.000000,1897183.000000,3.726288,t007_0_1
9A,481634.000000,2250093.000000,3.726288,t007_0_1
10A,398512.000000,2122822.000000,3.726288,t007_0_1
11A,124582.000000,2527391.000000,3.726288,t007_0_1
1A,404531.000000,1822832.000000,4.347336,t008_0_1
2A,323703.000000,1739074.000000,4.347336,t008_0_1
3A,353363.000000,1786800.000000,4.347336,t008_0_1
4A,302689.000000,1409569.000000,4.347336,t008_0_1
5A,321568.000000,1542807.000000,4.347336,t008_0_1
6A,319722.000000,1633527.000000,4.347336,t008_0_1
7A,349478.000000,1968188.000000,4.347336,t008_0_1
8A,319537.000000,1862095.000000,4.347336,t008_0_1
9A,448306.000000,2227600.000000,4.347336,t008_0_1
10A,373214.000000,2157006.000000,4.347336,t008_0_1
11A,125307.000000,2530743.000000,4.347336,t008_0_1
1A,402481.000000,1834993.000000,4.968384,t009_0_1
2A,330551.000000,1786915.000000,4.968384,t009_0_1
3A,348356.000000,1777187.000000,4.968384,t009_0_1
4A,304468.000000,1408080.000000,4.968384,t009_0_1
5A,327798.000000,1516951.000000,4.968384,t009_0_1
6A,322380.000000,1678995.000000,4.968384,t009_0_1
7A,327778.000000,1897002.000000,4.968384,t009_0_1
8A,309113.000000,1844127.000000,4.968384,t009_0_1
9A,464798.000000,2255363.000000,4.968384,t009_0_1
10A,381998.000000,2168479.000000,4.968384,t009_0_1
11A,125928.000000,2528288.000000,4.968384,t009_0_1
1A,416001.000000,1816516.000000,5.589432,t010_0_1
2A,336580.000000,1760707.000000,5.589432,t010_0_1
3A,350793.000000,1790346.000000,5.589432,t010_0_1
4A,296466.000000,1408027.000000,5.589432,t010_0_1
5A,331298.000000,1529291.000000,5.589432,t010_0_1
6A,319211.000000,1643493.000000,5.589432,t010_0_1
7A,281795.000000,1893999.000000,5.589432,t010_0_1
8A,318096.000000,1872799.000000,5.589432,t010_0_1
9A,480748.000000,2257669.000000,5.589432,t010_0_1
