										AB_Fed#12_Cloaca_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
17A	2	b	1.185096	3.555288	1.185096	2.3701920000000003	-0.03636158481346441	2.370192	1.1850960000000001	-0.08860013325853122	
17A	2	b	4.147836	14.8137	8.295672	10.665864000000001	-0.05209062492075711	9.480768	5.3329320000000004	-0.537127155260502	
17A	2	b	17.183892	23.109372	20.146632	5.92548	-0.12884992910296056	20.146632	2.96274	-0.7759457986337238	
17A	2	b	23.70192	27.257208	26.072112	3.5552879999999973	-0.048374946171651834	25.479564	1.7776439999999987	-0.13870404702345163	
17A	2	b	27.849756	39.108168	34.960332	11.258412	-0.19842913647708782	33.182688	5.629206	-2.5196332060795363	
17A	2	b	44.4411	46.811292	46.218744	2.370192000000003	-0.021454830922463586	45.626196	1.1850960000000015	-0.029952040420261894	
17A	2	b	52.144224	56.884608	54.514416	4.740383999999999	-0.07284555702371986	54.514416	2.3701919999999994	-0.3201256234408384	
17A	2	b	57.477156	59.2548	58.069704	1.7776440000000022	-0.01203110633793214	58.069704	0.8888220000000011	-0.013747488392241936	
17A	4	a	59.847348	61.624992	59.847348	1.7776440000000022	0.020162134649985175	60.439896	0.8888220000000011	0.02853224008394739	
17A	2	b	62.21754	65.18028	62.21754	2.9627399999999966	-0.05660778156239821	63.402636	1.4813699999999983	-0.09741920248984903	
17A	2	b	65.772828	77.623788	71.698308	11.85096	-0.058970988814704306	71.698308	5.92548	-0.5925307562828538	
17A	2	b	78.216336	84.734364	82.364172	6.518028000000001	-0.03364102435919425	81.179076	3.2590140000000005	-0.179956957648153	
17A	2	b	88.8822	92.437488	90.067296	3.5552880000000044	-0.02053874304655179	90.659844	1.7776440000000022	-0.04455812879600407	
17A	2	b	93.030036	95.400228	94.80768	2.370192000000003	-0.024970185420281954	94.215132	1.1850960000000015	-0.03909813263244899	
17A	2	b	97.177872	104.880996	97.177872	7.7031240000000025	-0.02197260492051134	100.73316	3.8515620000000013	-0.14884594410111085	
17A	2	b	109.62138	112.58412	110.806476	2.9627399999999966	-0.04579640282784059	110.806476	1.4813699999999983	-0.11533938616514672	
17A	2	b	114.361764	123.249984	119.102148	8.888220000000004	-0.1009924823759274	118.5096	4.444110000000002	-0.548830633951748	
17A	2	b	123.842532	126.212724	125.027628	2.3701919999999888	-0.03981705882363018	125.027628	1.1850959999999944	-0.08666532987745679	
17A	2	b	126.805272	129.768012	128.582916	2.9627399999999966	-0.015354735023186405	127.990368	1.4813699999999983	-0.04040486928292386	
