										AB_Unfed#7_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
8A	4	a	2.047536	11.602704	8.872656	9.555167999999998	1.2908133500461467	6.82512	4.777583999999999	10.530330547162006	
8A	4	a	12.285216	32.078064	18.427824	19.792848	2.2662194371078943	21.840384	9.896424	43.67161828696504	
8A	4	a	32.760576	40.268208	36.173136	7.507632000000001	1.0397448369400237	36.173136	3.7538160000000005	6.582479808884945	
8A	4	a	40.95072	69.616224	55.283472	28.665504000000006	1.6107623085698997	55.283472	14.332752000000003	35.126519471749255	
8A	4	a	70.298736	87.361536	82.583952	17.062799999999996	1.2868177641881573	78.48888	8.531399999999998	20.255063180085873	
8A	4	a	89.409072	135.137376	114.662016	45.728303999999994	3.2901958228648542	111.931968	22.864151999999997	165.48586686829853	
8A	4	a	139.232448	156.295248	148.787616	17.06279999999998	2.487294862621388	147.422592	8.53139999999999	38.70887026497145	
8A	4	a	156.97776	172.675536	166.532928	15.697776000000005	1.8731830227547857	164.485392	7.848888000000002	31.182975753620802	
8A	4	a	173.358048	189.055824	178.818144	15.697776000000005	1.6498622968897134	180.86568	7.848888000000002	22.833186333663246	
8A	4	a	193.150896	200.658528	197.92848	7.507632000000001	0.8425310203382956	196.563456	3.7538160000000005	5.108526268794131	
8A	2	b	201.34104	203.388576	201.34104	2.047536000000008	-0.45338816078126953	202.023552	1.023768000000004	-0.6585746283649563	
8A	4	a	204.071088	219.086352	209.531184	15.015264000000002	1.5804603171319815	211.57872	7.507632000000001	17.64524296597544	
8A	4	a	219.768864	231.371568	227.276496	11.602703999999989	0.2257784596741299	225.22896	5.801351999999994	1.6871060615426003	
8A	4	a	232.05408	290.0676	271.639776	58.01352000000003	2.9493619107061537	260.719584	29.006760000000014	159.9599533120492	
8A	4	a	290.750112	339.890976	306.447888	49.14086400000002	4.582598886613944	315.320544	24.57043200000001	221.21702096051854	
8A	4	a	342.621024	362.413872	352.176192	19.79284800000005	4.123370708544769	352.176192	9.896424000000025	74.88803661588834	
8A	4	a	363.096384	394.491936	385.61928	31.39555200000001	5.561885597690056	378.79416	15.697776000000005	156.47321630274791	
8A	4	a	396.539472	422.474928	402.68208	25.935455999999988	5.504236567526037	409.5072	12.967727999999994	119.3411634143721	
