										Kaede_Unfed#15_Retrograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
5A	4	a	107.490024	111.446712	108.80892	3.9566879999999998	0.22261006086979584	109.468368	1.9783439999999999	0.84037349297438	
5A	2	b	112.10616	120.019536	115.4034	7.9133759999999995	-1.5111759818630492	116.062848	3.9566879999999998	-9.20833012750872	
5A	4	a	121.99788	130.570704	128.59236	8.572824000000011	0.38991976565297826	125.954568	4.286412000000006	2.6711347134286036	
5A	2	b	131.230152	164.862	136.505736	33.63184799999999	-4.99492926172292	147.716352	16.815923999999995	-117.8116065679965	
5A	2	b	166.840344	195.856056	170.797032	29.015712000000008	-0.9862242640545809	181.3482	14.507856000000004	-19.336843667809752	
5A	2	b	198.493848	234.10404	204.42888	35.610191999999984	-4.78873017765992	216.298944	17.805095999999992	-109.34207881530301	
5A	4	a	234.763488	264.438648	259.822512	29.675160000000005	1.0874576220917422	249.271344	14.837580000000003	22.442585799900392	
5A	2	b	265.098096	300.04884	272.352024	34.950743999999986	-4.942906291650244	282.243744	17.475371999999993	-111.68692534265548	
5A	2	b	300.708288	305.324424	303.34608	4.61613600000004	-0.42608987228656936	302.686632	2.30806800000002	-2.001278624242878	
5A	4	a	305.983872	321.151176	311.918904	15.167304000000001	0.8205606258395619	313.2378	7.583652000000001	10.130135005246322	
5A	2	b	321.810624	349.50744	334.999584	27.696815999999956	-2.4756703822200876	335.659032	13.848407999999978	-49.900077075229305	
5A	2	b	350.166888	361.377504	354.783024	11.210616000000016	-1.7159671644355914	355.442472	5.605308000000008	-15.24667023151196	
5A	4	a	362.036952	371.928672	367.971984	9.89172000000002	0.40844988943012694	366.653088	4.94586000000001	3.119819438663935	
5A	2	b	372.58812	383.798736	374.566464	11.210616000000016	-1.153898524983859	377.863704	5.605308000000008	-10.338407412432002	
5A	4	a	384.458184	388.414872	385.77708	3.9566879999999855	0.07421878096444345	386.436528	1.9783439999999928	0.15868335947185663	
5A	2	b	389.07432	422.04672	395.009352	32.97239999999999	-4.626818967896117	405.56052	16.486199999999997	-127.83967655861814	
5A	2	b	422.706168	440.511264	431.93844	17.805095999999992	-1.4003523499865835	431.278992	8.902547999999996	-17.884577140851103	
5A	2	b	441.170712	459.635256	452.381328	18.464544000000046	-1.977358713955125	450.402984	9.232272000000023	-22.638528098589788	
5A	2	b	460.294704	478.759248	469.526976	18.46454399999999	-1.5799307316757627	469.526976	9.232271999999995	-19.883417627032312	
5A	4	a	479.418696	481.39704	480.078144	1.9783439999999928	0.09726347187499762	480.078144	0.9891719999999964	0.14470037982859285	
5A	2	b	482.056488	495.245448	488.650968	13.188960000000009	-1.7981069623590518	488.650968	6.594480000000004	-19.14043154983468	
5A	4	a	495.904896	501.839928	499.202136	5.935031999999978	0.23338737863749337	498.542688	2.967515999999989	1.1560423225723264	
5A	2	b	502.499376	539.428464	522.282816	36.92908799999998	-4.602196596001159	520.96392	18.46454399999999	-95.61904397817726	
5A	2	b	540.087912	548.660736	544.0446	8.572824000000082	-1.285865816131059	544.0446	4.286412000000041	-9.048783064941958	
5A	2	b	549.320184	567.12528	561.190248	17.805095999999935	-1.216630965955538	557.893008	8.902547999999967	-12.596676361809982	
5A	2	b	567.784728	600.09768	599.438232	32.312951999999996	-9.5623791943148	583.61148	16.156475999999998	-146.79120653145299	
