										Kaede_Unfed#14_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
13A	4	a	240.039072	243.99576	240.69852	3.9566879999999855	0.06414398537216615	242.017416	1.9783439999999928	0.20394629171119583	
13A	4	a	244.655208	246.633552	244.655208	1.9783440000000212	0.056411619603581986	245.314656	0.9891720000000106	0.0750840222473943	
13A	2	b	247.293	252.568584	247.293	5.275583999999981	-0.05489992802346633	249.930792	2.6377919999999904	-0.16697600181187222	
13A	4	a	253.228032	300.04884	271.692576	46.82080799999997	0.4339672026168584	276.308712	23.410403999999986	17.38849986982956	
13A	4	a	300.708288	344.231856	325.107864	43.52356800000001	0.4234958838727021	322.470072	21.761784000000006	12.54586807266237	
13A	2	b	344.891304	346.869648	346.2102	1.9783439999999928	-0.023958746655301955	345.550752	0.9891719999999964	-0.02357854567518536	
13A	2	b	347.529096	358.739712	355.442472	11.210616000000016	-0.16427443774625994	352.80468	5.605308000000008	-1.377794035349224	
13A	4	a	359.39916	393.690456	364.674744	34.29129599999999	0.9191720957157226	376.544808	17.145647999999994	23.917146099298584	
13A	4	a	394.349904	396.328248	395.6688	1.9783439999999928	0.06199059642103011	395.009352	0.9891719999999964	0.11055823903889195	
13A	4	a	396.987696	398.96604	396.987696	1.9783439999999928	0.034068532634536464	397.647144	0.9891719999999964	0.03480867781320107	
13A	2	b	399.625488	411.495552	407.538864	11.870063999999957	-0.19744507211723228	405.56052	5.935031999999978	-1.899798084338009	
13A	4	a	412.155	433.257336	418.74948	21.102336000000037	0.6247980314747608	422.706168	10.551168000000018	10.513878833280195	
13A	2	b	433.916784	468.867528	459.635256	34.950743999999986	-0.6005798627233783	451.062432	17.475371999999993	-16.84451181114773	
13A	4	a	469.526976	495.904896	476.780904	26.377920000000017	0.7348253661182627	482.715936	13.188960000000009	16.831852866071227	
13A	4	a	496.564344	502.499376	498.542688	5.935031999999978	0.11805737898100599	499.202136	2.967515999999989	0.3562714860317735	
13A	2	b	503.158824	525.580056	518.985576	22.421232000000032	-0.23510239381211528	514.36944	11.210616000000016	-3.279374099011817	
13A	4	a	526.239504	565.806384	527.5584	39.56687999999997	0.3464679104651194	546.022944	19.783439999999985	8.997355771420278	
13A	4	a	566.465832	572.400864	567.784728	5.935031999999978	0.045735592390303115	569.103624	2.967515999999989	0.22545312760986036	
13A	2	b	577.676448	581.633136	578.995344	3.9566879999999855	-0.09296199294135654	579.654792	1.9783439999999928	-0.24075244274635987	
13A	4	a	582.292584	595.481544	582.292584	13.188959999999952	0.14772598080579113	588.887064	6.594479999999976	1.8026845820298556	
13A	4	a	596.140992	600.09768	598.119336	3.9566879999999855	0.08172424875910078	598.119336	1.9783439999999928	0.2642226253221178	
14A	2	b	0.0	5.275584	0.659448	5.275584	-0.24862613228845287	2.637792	2.637792	-1.1147648006311741	
14A	4	a	5.935032	8.572824	6.59448	2.637792000000001	0.08184832644457218	7.253928	1.3188960000000005	0.11742915070224202	
14A	4	a	10.551168	14.507856	13.848408	3.9566879999999998	0.03088532344155137	12.529512	1.9783439999999999	0.06438584088709898	
14A	4	a	15.167304	19.123992	15.826752	3.9566880000000015	0.06338412030524321	17.145648	1.9783440000000008	0.16335845112228187	
14A	4	a	21.761784	24.399576	23.08068	2.637792000000001	0.0344208961596415	23.08068	1.3188960000000005	0.06158861469661092	
14A	4	a	26.37792	44.842464	38.247984	18.464544	2.293608907145137	35.610192	9.232272	19.62092297504086	
14A	4	a	45.501912	59.35032	56.05308	13.848408000000006	0.4787001704192706	52.096392	6.924204000000003	5.80119564808706	
14A	4	a	60.009768	87.047136	75.83652	27.037367999999994	0.19487809602228268	73.198728	13.518683999999997	3.970449698031129	
14A	4	a	87.706584	105.51168	96.279408	17.805095999999992	0.9099160471680863	96.279408	8.902547999999996	8.263262373192237	
14A	4	a	106.171128	112.765608	108.80892	6.594480000000004	0.2533745900885318	109.468368	3.297240000000002	1.3233971280388515	
14A	4	a	113.425056	127.932912	120.019536	14.507856000000004	0.19420621187331344	120.678984	7.253928000000002	2.7596447927564567	
14A	4	a	128.59236	131.8896	130.570704	3.297239999999988	0.07482695426626451	129.911256	1.648619999999994	0.2134708359758779	
14A	4	a	132.549048	160.905312	152.332488	28.35626400000001	1.0937924969765969	146.397456	14.178132000000005	12.851028949291617	
14A	4	a	161.56476	191.899368	174.75372	30.334608000000003	0.3279711992626648	176.732064	15.167304000000001	8.55172172485103	
14A	4	a	192.558816	194.53716	193.877712	1.9783439999999928	0.1031918337079687	193.218264	0.9891719999999964	0.13567249008231141	
14A	4	a	195.196608	203.109984	197.8344	7.9133759999999995	0.06285978690931904	199.153296	3.9566879999999998	0.3978055545223613	
14A	4	a	203.769432	211.02336	207.066672	7.253928000000002	0.24017151090245958	207.066672	3.626964000000001	1.2022200633126823	
