										AB_Fed#8_Retrograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
1A	2	b	0.0	3.555288	0.592548	3.555288	-0.3054078045113773	1.777644	1.777644	-0.8823547955683742	
1A	2	b	5.332932	21.924276	9.480768	16.591344	-6.35237993948009	13.628604	8.295672	-67.19089796679062	
1A	2	b	22.516824	34.960332	26.072112	12.443508000000001	-5.4229696009665584	28.442304	6.221754000000001	-41.683104713010756	
1A	2	b	36.737976	51.551676	40.293264	14.813699999999997	-3.79441365927533	43.848552	7.406849999999999	-35.9555947088864	
1A	2	b	52.144224	69.920664	56.29206	17.77644	-5.446859427279568	61.032444	8.88822	-60.446260162061336	
1A	2	b	71.698308	81.771624	74.661048	10.073316000000005	-6.560717954320346	76.438692	5.036658000000003	-57.54584569066651	
1A	4	a	85.326912	90.067296	88.8822	4.740384000000006	0.4395060158405695	87.697104	2.370192000000003	1.3112854573481387	
1A	2	b	90.659844	100.140612	93.030036	9.480767999999998	-6.824920427496416	95.400228	4.740383999999999	-64.47799854760407	
1A	4	a	101.918256	106.65864	101.918256	4.740384000000006	0.199328092326704	104.288448	2.370192000000003	0.8325708248725734	
1A	2	b	109.028832	110.806476	109.028832	1.7776440000000093	-0.2500434871248771	109.62138	0.8888220000000047	-0.3218818842513871	
1A	2	b	112.58412	132.138204	115.54686	19.554084000000003	-6.637388914221236	122.064888	9.777042000000002	-83.95839890914147	
1A	2	b	132.730752	144.581712	136.28604	11.850960000000015	-6.781854475673894	138.656232	5.925480000000007	-72.21492410761014	
1A	2	b	145.17426	162.358152	151.09974	17.183891999999986	-1.9843045281208607	153.469932	8.591945999999993	-20.608757330506315	
1A	2	b	164.728344	181.319688	168.87618	16.59134400000002	-6.327130688184266	173.024016	8.29567200000001	-72.0614764040308	
1A	2	b	181.912236	194.948292	185.467524	13.036056000000002	-5.653184221037459	188.430264	6.518028000000001	-59.409930105596935	
1A	4	a	196.725936	200.281224	197.911032	3.5552880000000187	0.240800340214971	198.50358	1.7776440000000093	0.7537277324326137	
1A	2	b	200.873772	212.132184	202.651416	11.258411999999993	-2.782586873624007	206.206704	5.629205999999996	-22.409981687743937	
