										AB_Unfed#1_Cloaca_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
17A	2	b	1.363008	14.311584	7.496544	12.948576	-0.07129696048305179	7.496544	6.474288	-0.7540241601044242	
17A	2	b	14.993088	21.126624	18.400608	6.133535999999999	-0.06157907942765295	17.719104	3.0667679999999997	-0.29843971452733176	
17A	2	b	23.171136	34.756704	26.578656	11.585567999999999	-0.05972617376097111	28.623168	5.792783999999999	-0.5660377529412456	
17A	2	b	35.438208	42.253248	40.208736	6.815039999999996	-0.039377325434668986	38.845728	3.407519999999998	-0.2271547958873822	
17A	2	b	42.934752	54.52032	51.1128	11.585567999999995	-0.10236185478164428	48.386784	5.7927839999999975	-1.028211081463817	
17A	2	b	57.246336	63.379872	59.972352	6.133535999999999	-0.0682568290004939	59.972352	3.0667679999999997	-0.3836987777674348	
17A	2	b	65.424384	68.1504	66.105888	2.7260160000000013	-0.031992154529829175	66.787392	1.3630080000000007	-0.07481903865444994	
17A	2	b	70.194912	82.461984	77.691456	12.267071999999999	-0.06105634469165677	76.328448	6.133535999999999	-0.7832438434581723	
17A	2	b	83.143488	91.321536	87.232512	8.17804799999999	-0.028276380595064987	87.232512	4.089023999999995	-0.1768777620969184	
17A	2	b	95.41056	101.544096	98.81808	6.133535999999992	-0.0412062085459759	98.136576	3.066767999999996	-0.21147597713127342	
17A	2	b	104.951616	113.811168	108.359136	8.859551999999994	-0.02259413729636517	109.04064	4.429775999999997	-0.12369474219659016	
17A	2	b	114.492672	119.2632	117.218688	4.770527999999999	-0.02270992507834202	116.537184	2.3852639999999994	-0.1075741610726706	
17A	2	b	119.944704	121.989216	121.307712	2.0445119999999974	-0.02274205121587891	120.626208	1.0222559999999987	-0.022630379696409242	
17A	2	b	122.67072	127.441248	124.715232	4.770527999999999	-0.028173243774899603	124.715232	2.3852639999999994	-0.11835355516589274	
17A	2	b	128.122752	148.567872	139.026816	20.445120000000003	-0.04239633932968623	138.345312	10.222560000000001	-0.6639619481379444	
17A	2	b	149.249376	156.064416	149.93088	6.815039999999982	-0.034763422552586576	152.656896	3.407519999999991	-0.1934222233484295	
17A	2	b	160.15344	164.923968	161.516448	4.770528000000013	-0.023980038145068994	162.197952	2.3852640000000065	-0.09533295992932878	
17A	2	b	166.96848	169.012992	167.649984	2.0445119999999974	-0.008143841557755271	167.649984	1.0222559999999987	-0.010626845404106411	
17A	2	b	169.694496	172.420512	170.376	2.7260160000000155	-0.014252648887826957	171.057504	1.3630080000000078	-0.03171446740590056	
17A	2	b	173.102016	181.961568	180.59856	8.859552000000008	-0.030397794242221776	177.19104	4.429776000000004	-0.22818979730090116	
17A	2	b	182.643072	184.687584	183.324576	2.0445119999999974	-0.01924457481099795	183.324576	1.0222559999999987	-0.02920357444067101	
17A	2	b	185.369088	189.458112	186.732096	4.089023999999995	-0.02448418460788293	187.4136	2.0445119999999974	-0.07945937555146199	
17A	2	b	196.954656	199.680672	198.999168	2.726015999999987	-0.027920244731428623	198.317664	1.3630079999999936	-0.04357198825660069	
17A	2	b	200.362176	202.406688	201.725184	2.0445119999999974	-0.01940028909773983	201.04368	1.0222559999999987	-0.028592220592543738	
17A	2	b	203.088192	205.132704	203.769696	2.0445119999999974	-0.01707906361496425	203.769696	1.0222559999999987	-0.02449084600195328	
17A	2	b	205.814208	208.540224	205.814208	2.726015999999987	-0.010291597252165774	207.177216	1.3630079999999936	-0.016775758739929314	
17A	2	b	209.221728	212.629248	211.947744	3.407519999999977	-0.022473968812622536	210.584736	1.7037599999999884	-0.07092160149071947	
17A	2	b	213.310752	215.355264	213.992256	2.0445119999999974	-0.011280206000243043	213.992256	1.0222559999999987	-0.01527290564463768	
17A	4	a	216.036768	218.08128	217.399776	2.0445119999999974	0.004840867148944605	216.718272	1.0222559999999987	0.008584116501727301	
17A	2	b	222.170304	224.89632	222.851808	2.7260160000000155	-0.017690239446501943	223.533312	1.3630080000000078	-0.03257159348930805	
17A	2	b	225.577824	235.11888	231.029856	9.541055999999998	-0.019277729392075393	230.348352	4.770527999999999	-0.11605010173784314	
17A	2	b	235.800384	240.570912	238.5264	4.770527999999985	-0.018230355762891337	237.844896	2.3852639999999923	-0.06531750212661824	
17A	2	b	241.252416	243.296928	241.93392	2.0445119999999974	-0.014859291013424869	241.93392	1.0222559999999987	-0.01969633518728542	
17A	2	b	245.34144	252.837984	249.430464	7.496544	-0.01935445610573594	248.74896	3.748272	-0.09721924973204632	
17A	4	a	255.564	257.608512	256.927008	2.044512000000026	0.004892207736499676	256.245504	1.022256000000013	0.006962457985297599	
17A	2	b	261.016032	271.920096	261.697536	10.904064000000005	-0.020483513567224998	266.468064	5.452032000000003	-0.20111466888107576	
17A	2	b	272.6016	276.00912	273.283104	3.407519999999977	-0.02559908514391318	273.964608	1.7037599999999884	-0.07878719439458637	
17A	2	b	280.098144	285.550176	280.779648	5.452032000000031	-0.01908562931425184	282.82416	2.7260160000000155	-0.06732807495692039	
17A	2	b	286.23168	288.957696	287.594688	2.7260160000000155	-0.015511829009349443	287.594688	1.3630080000000078	-0.03854236383926424	
17A	2	b	294.409728	298.498752	297.135744	4.089024000000052	-0.015429009316969555	296.45424	2.044512000000026	-0.05312991262709155	
17A	2	b	303.26928	305.995296	304.632288	2.7260160000000155	-0.02307348766312578	304.632288	1.3630080000000078	-0.05555547155596807	
17A	2	b	306.6768	310.765824	307.358304	4.089023999999995	-0.02171608873235753	308.721312	2.0445119999999974	-0.08123523909108632	
17A	2	b	313.49184	315.536352	313.49184	2.0445119999999974	-0.01292671085450059	314.173344	1.0222559999999987	-0.016710298339612795	
17A	2	b	320.30688	325.758912	321.669888	5.452032000000031	-0.033317105335340935	323.032896	2.7260160000000155	-0.12105785702968264	
17A	2	b	329.847936	331.892448	330.52944	2.0445119999999974	-0.003527386261310772	330.52944	1.0222559999999987	-0.004637330865378875	
17A	2	b	332.573952	337.34448	335.299968	4.770527999999956	-0.019454064275216787	334.618464	2.385263999999978	-0.06442088589674	
17A	2	b	338.025984	341.433504	339.388992	3.4075200000000336	-0.0248665574774809	339.388992	1.7037600000000168	-0.08600170231686988	
17A	2	b	342.115008	344.841024	342.796512	2.7260160000000155	-0.020123760835807136	343.478016	1.3630080000000078	-0.03839666835085542	
17A	2	b	345.522528	359.834112	353.700576	14.311583999999982	-0.06377290001591063	352.337568	7.155791999999991	-0.8173150382765882	
17A	2	b	360.515616	362.560128	360.515616	2.0445119999999974	-0.014272020979944955	361.19712	1.0222559999999987	-0.008371105939151802	
17A	2	b	363.241632	365.286144	363.923136	2.0445119999999974	-0.0176896138095044	363.923136	1.0222559999999987	-0.02147435780926854	
17A	2	b	367.330656	370.738176	368.01216	3.4075200000000336	-0.03113502120850309	368.693664	1.7037600000000168	-0.1074205508635111	
17A	2	b	374.8272	378.23472	375.508704	3.407519999999977	-0.01091117249641571	376.190208	1.7037599999999884	-0.0340582111948563	
17A	2	b	378.916224	380.960736	379.597728	2.0445119999999974	-0.014277459504175027	379.597728	1.0222559999999987	-0.022500431128932852	
17A	2	b	381.64224	390.501792	385.04976	8.859552000000008	-0.03326891553819489	385.731264	4.429776000000004	-0.19066984691571376	
17A	2	b	395.27232	397.998336	395.27232	2.7260160000000155	-0.01876356481817898	396.635328	1.3630080000000078	-0.022272200682236343	
17A	2	b	406.176384	408.9024	407.539392	2.7260160000000155	-0.01267270984436486	407.539392	1.3630080000000078	-0.02534867451728884	
17A	2	b	410.946912	416.398944	411.628416	5.452031999999974	-0.023660551867416224	413.672928	2.726015999999987	-0.11096985946608307	
17A	4	a	419.12496	421.169472	420.487968	2.0445119999999974	0.00499680771023403	419.806464	1.0222559999999987	0.00418651101700096	
17A	2	b	421.850976	426.621504	423.895488	4.770528000000013	-0.03256955981203524	423.895488	2.3852640000000065	-0.10591909577856673	
17A	2	b	428.666016	433.436544	429.34752	4.770528000000013	-0.03670584272761901	430.710528	2.3852640000000065	-0.15216431148466525	
17A	2	b	434.118048	437.525568	436.16256	3.4075200000000336	-0.016578288025706822	435.481056	1.7037600000000168	-0.03099814271289114	
17A	2	b	438.207072	453.20016	442.296096	14.993088	-0.06266238807695568	445.703616	7.496544	-0.8729148476329442	
17A	2	b	455.244672	457.289184	455.926176	2.0445119999999974	-0.021361201146211872	455.926176	1.0222559999999987	-0.032245019827286	
17A	2	b	457.970688	464.104224	460.0152	6.133535999999992	-0.04464226756072032	460.696704	3.066767999999996	-0.16262095969724943	
17A	2	b	464.785728	468.193248	466.148736	3.407519999999977	-0.019139724371564304	466.148736	1.7037599999999884	-0.047860683658269454	
17A	2	b	468.874752	470.919264	470.23776	2.0445119999999974	-0.008391765768974935	469.556256	1.0222559999999987	-0.005531592700305454	
