										Kaede_Unfed#16_Cloaca_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
17A	2	b	4.616136	11.870064	7.913376	7.253927999999999	-0.039165908887893064	7.913376	3.6269639999999996	-0.19527253928646482	
17A	2	b	14.507856	19.78344	18.464544	5.2755839999999985	-0.04004882902950735	17.145648	2.6377919999999992	-0.2049195954342926	
17A	2	b	22.421232	26.37792	23.740128	3.9566879999999998	-0.025767201347018487	24.399576	1.9783439999999999	-0.09956143761333458	
17A	2	b	30.994056	37.588536	32.312952	6.594479999999997	-0.017347410709093847	34.291296	3.2972399999999986	-0.08490033975948774	
17A	2	b	38.247984	42.204672	38.247984	3.9566879999999998	-0.007808022714869134	40.226328	1.9783439999999999	-0.016904257016086666	
17A	2	b	42.86412	47.480256	43.523568	4.616135999999997	-0.021309833646026677	44.842464	2.3080679999999987	-0.07190397344883692	
17A	2	b	51.436944	61.988112	56.05308	10.551168000000004	-0.09728302555182977	56.712528	5.275584000000002	-0.8905019714600753	
17A	4	a	63.966456	71.220384	66.604248	7.253927999999995	0.037797310078868884	67.263696	3.6269639999999974	0.27808458048900175	
17A	4	a	71.879832	77.155416	73.858176	5.275584000000009	0.015256915319250774	74.517624	2.6377920000000046	0.05999819410895246	
17A	2	b	79.793208	81.771552	81.112104	1.9783439999999928	-0.02277048515118585	80.452656	0.9891719999999964	-0.024513890250040915	
17A	2	b	83.749896	85.72824	84.409344	1.9783439999999928	-0.023928842039449894	84.409344	0.9891719999999964	-0.034120445784275644	
17A	2	b	92.982168	96.938856	92.982168	3.9566879999999998	-0.031045832866874123	94.960512	1.9783439999999999	-0.10277188366444434	
17A	2	b	100.236096	107.490024	101.554992	7.253928000000002	-0.022156678830844934	103.533336	3.626964000000001	-0.1018666922571112	
17A	2	b	108.149472	111.446712	108.80892	3.297240000000002	-0.02492828167112715	109.468368	1.648620000000001	-0.07487534416537556	
17A	2	b	112.10616	120.019536	116.722296	7.9133759999999995	-0.02611271936735826	116.062848	3.9566879999999998	-0.1472643419126105	
17A	2	b	120.678984	129.251808	123.316776	8.572824000000011	-0.056726504117467824	124.635672	4.286412000000006	-0.4894115909171539	
17A	2	b	129.911256	131.8896	129.911256	1.9783439999999928	-0.016342076849390264	130.570704	0.9891719999999964	-0.016044005972907338	
17A	4	a	132.549048	136.505736	133.867944	3.956688000000014	0.04205785454592892	134.527392	1.978344000000007	0.15719639516391992	
17A	2	b	137.165184	141.78132	139.143528	4.616135999999983	-0.024524568152863413	139.143528	2.3080679999999916	-0.08471606310976276	
17A	2	b	142.440768	158.926968	150.354144	16.486199999999997	-0.04551357010808399	150.354144	8.243099999999998	-0.6250802665990276	
17A	2	b	160.905312	166.180896	163.543104	5.275583999999981	-0.03210478543576478	163.543104	2.6377919999999904	-0.1222810925935055	
17A	2	b	168.15924	174.094272	170.137584	5.935031999999978	-0.022666379484845622	170.797032	2.967515999999989	-0.11215283322384217	
17A	2	b	176.072616	182.007648	180.029304	5.935031999999978	-0.023142922875950322	178.710408	2.967515999999989	-0.12185166539419046	
17A	2	b	183.985992	191.899368	189.261576	7.9133759999999995	-0.06955040047648908	187.94268	3.9566879999999998	-0.4702734512342863	
17A	2	b	193.877712	197.174952	195.196608	3.297239999999988	-0.03718604751322041	195.196608	1.648619999999994	-0.0974462472255504	
17A	2	b	201.13164	203.109984	201.13164	1.9783439999999928	-0.020956295629470434	201.791088	0.9891719999999964	-0.034848934547070276	
