										AB_Fed#9_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
15A	4	a	222.2055	223.983144	222.2055	1.7776440000000093	0.019336725872478144	222.798048	0.8888220000000047	0.02878253717982715	
15A	4	a	224.575692	226.945884	225.16824	2.370192000000003	0.027940282793943894	225.760788	1.1850960000000015	0.06205980646872633	
15A	4	a	227.538432	231.686268	227.538432	4.147836000000012	0.03262248562317405	229.316076	2.073918000000006	0.08163860586688632	
15A	4	a	232.278816	240.574488	239.389392	8.295671999999996	0.06415767538417994	236.426652	4.147835999999998	0.5571116798385296	
15A	4	a	241.167036	274.942272	253.017996	33.77523600000001	0.2994362957530994	257.75838	16.887618000000003	7.958615767559646	
15A	4	a	277.312464	279.682656	277.312464	2.3701920000000314	0.07474042496648314	278.49756	1.1850960000000157	0.16409074338025897	
15A	4	a	283.237944	292.126164	288.570876	8.88821999999999	0.04820416108430292	287.38578	4.444109999999995	0.35903726777833955	
15A	4	a	292.718712	318.790824	296.866548	26.072112000000004	0.9393174554193098	305.754768	13.036056000000002	18.60834057079521	
15A	4	a	319.383372	321.161016	320.568468	1.7776440000000093	0.05140652406496571	319.97592	0.8888220000000047	0.06394266479110455	
15A	2	b	323.531208	343.67784	338.937456	20.14663200000001	-0.15307649402758283	333.604524	10.073316000000005	-2.533720647407325	
15A	4	a	344.270388	360.269184	349.60332	15.99879599999997	0.1385570459884633	351.973512	7.999397999999985	2.066544674656836	
16A	4	a	8.295672	11.258412	10.073316	2.96274	0.026317090429215817	9.480768	1.48137	0.08490785660380928	
16A	4	a	11.85096	15.406248	14.221152	3.555287999999999	0.0913006027014176	13.628604	1.7776439999999996	0.20742875052690746	
16A	4	a	15.998796	18.368988	17.183892	2.370192000000001	0.049479958062932816	17.183892	1.1850960000000006	0.1095670284707253	
16A	4	a	18.961536	21.331728	20.146632	2.3701919999999994	0.08383822067007252	20.146632	1.1850959999999997	0.11443665652332369	
16A	4	a	21.924276	24.887016	23.70192	2.96274	0.043552092966086864	23.109372	1.48137	0.10526349233127763	
16A	4	a	25.479564	44.4411	35.55288	18.961536	0.17522057304907923	34.960332	9.480768	2.5676725011541586	
16A	4	a	45.033648	54.514416	50.959128	9.480767999999998	0.07411272035601879	49.774032	4.740383999999999	0.604316018877268	
16A	4	a	55.106964	56.884608	56.29206	1.7776440000000022	0.02705573982455034	55.699512	0.8888220000000011	0.028991219939361823	
16A	4	a	57.477156	63.402636	59.847348	5.92548	0.05241089266440513	60.439896	2.96274	0.2325401039836088	
16A	4	a	63.995184	68.14302	67.550472	4.147836000000005	0.09032441961984583	65.772828	2.0739180000000026	0.3109106122806573	
16A	4	a	68.735568	77.623788	68.735568	8.888220000000004	0.08948178886120095	72.883404	4.444110000000002	0.6150280808911583	
16A	4	a	79.401432	100.140612	87.104556	20.739180000000005	0.13399054881287764	89.474748	10.369590000000002	1.9659916321703839	
16A	4	a	100.73316	157.617768	146.359356	56.884608000000014	0.14080215458978085	129.175464	28.442304000000007	5.634002362054018	
16A	4	a	159.395412	166.505988	164.135796	7.110576000000009	0.07467240701210054	162.9507	3.5552880000000044	0.38886661244042586	
16A	4	a	167.098536	196.133388	189.022812	29.034852	0.08093911465482062	181.319688	14.517426	2.124957518614075	
16A	4	a	196.725936	203.836512	200.281224	7.110576000000009	0.07570025506050015	200.281224	3.5552880000000044	0.48769136412934944	
16A	4	a	204.42906	207.984348	206.799252	3.5552880000000187	0.04348251231593858	206.206704	1.7776440000000093	0.10144019965051565	
16A	4	a	209.761992	212.132184	209.761992	2.370192000000003	0.06596481333608617	210.947088	1.1850960000000015	0.12212331636171103	
16A	4	a	215.687472	224.575692	217.465116	8.88821999999999	0.06292221921536534	219.835308	4.444109999999995	0.43759028190909066	
16A	4	a	225.16824	227.538432	225.760788	2.370192000000003	0.10611497573757411	226.353336	1.1850960000000015	0.1981477472526172	
16A	4	a	229.316076	237.611748	232.278816	8.295671999999996	0.03531663690758613	233.463912	4.147835999999998	0.2561906172111863	
16A	4	a	238.204296	269.60934	255.388188	31.405043999999975	0.114206925294563	253.610544	15.702521999999988	3.2691197500134885	
16A	4	a	271.979532	276.127368	274.942272	4.147835999999984	0.057027934186958174	273.757176	2.073917999999992	0.2173244808778947	
16A	4	a	276.719916	283.237944	281.4603	6.518028000000015	0.06500400413210405	279.682656	3.2590140000000076	0.4286551254076403	
