										Kaede_Unfed#10_Cloaca_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
17A	2	b	4.616136	6.59448	5.275584	1.9783439999999999	-0.07763466537461472	5.275584	0.9891719999999999	-0.1007105858696753	
17A	2	b	9.232272	15.167304	11.870064	5.935032	-0.07770563401055242	11.870064	2.967516	-0.3349735087907404	
17A	2	b	15.826752	20.442888	18.464544	4.616135999999999	-0.10754817824367535	17.805096	2.3080679999999996	-0.45443219031960647	
17A	2	b	21.102336	23.740128	23.08068	2.6377919999999975	-0.050308925748859146	22.421232	1.3188959999999987	-0.08580153720328987	
17A	2	b	24.399576	26.37792	25.059024	1.9783439999999999	-0.08460505283458364	25.059024	0.9891719999999999	-0.1450937231185252	
17A	2	b	28.356264	32.9724	32.312952	4.616136000000001	-0.05519127247711353	30.334608	2.3080680000000005	-0.2424900518212807	
17A	2	b	34.950744	38.907432	37.588536	3.9566879999999998	-0.08819813414685296	36.929088	1.9783439999999999	-0.24168347547168523	
17A	2	b	40.885776	46.820808	44.183016	5.935032	-0.13629509092359893	43.523568	2.967516	-0.4814018759031313	
17A	2	b	49.4586	56.05308	50.777496	6.594480000000004	-0.14051472881696103	52.75584	3.297240000000002	-0.6118652350371261	
17A	2	b	56.712528	63.966456	60.009768	7.253928000000002	-0.09648630634675737	60.009768	3.626964000000001	-0.6160114287508454	
17A	2	b	65.9448	74.517624	68.582592	8.572823999999997	-0.11503705185088986	69.901488	4.286411999999999	-0.8989379899706083	
17A	2	b	79.13376	84.409344	80.452656	5.275584000000009	-0.04054220012637	81.771552	2.6377920000000046	-0.15397327304580966	
17A	2	b	86.387688	94.301064	90.344376	7.9133759999999995	-0.11943392945645215	90.344376	3.9566879999999998	-0.7882032751753449	
17A	2	b	101.554992	104.852232	101.554992	3.297240000000002	-0.10378821110319691	102.873888	1.648620000000001	-0.2410539353660499	
17A	2	b	105.51168	114.084504	112.10616	8.572823999999997	-0.11372487573973356	109.468368	4.286411999999999	-0.7964000533241689	
17A	2	b	116.062848	122.657328	118.041192	6.594480000000004	-0.07983387066769154	119.360088	3.297240000000002	-0.49007069222155497	
17A	2	b	124.635672	131.8896	128.59236	7.253928000000002	-0.06835124191215858	127.932912	3.626964000000001	-0.3539259910852772	
17A	2	b	134.527392	136.505736	134.527392	1.9783440000000212	-0.04175374449482927	135.18684	0.9891720000000106	-0.04933386159938635	
17A	2	b	138.48408	145.07856	143.100216	6.594480000000004	-0.12637424722484258	141.78132	3.297240000000002	-0.7471515129230144	
17A	2	b	145.738008	148.3758	147.716352	2.6377919999999904	-0.0347160319402553	147.056904	1.3188959999999952	-0.0702285830895395	
17A	2	b	149.035248	154.97028	149.035248	5.935032000000007	-0.10845240245491716	151.67304	2.9675160000000034	-0.3158813776917029	
17A	2	b	155.629728	163.543104	157.608072	7.9133759999999995	-0.07051833740338065	159.586416	3.9566879999999998	-0.4158511511721361	
17A	2	b	165.521448	173.434824	166.180896	7.9133759999999995	-0.054167694880204564	169.478136	3.9566879999999998	-0.40416019748940357	
17A	2	b	174.094272	181.3482	176.732064	7.253928000000002	-0.09085369967322432	177.391512	3.626964000000001	-0.6287171385181214	
17A	2	b	182.007648	185.304888	182.667096	3.2972400000000164	-0.03130804143217869	183.326544	1.6486200000000082	-0.06534778102066907	
17A	2	b	187.283232	190.580472	189.261576	3.297239999999988	-0.03260498053725858	188.602128	1.648619999999994	-0.09577788301254353	
17A	2	b	193.218264	196.515504	193.218264	3.297239999999988	-0.06803887475502535	194.53716	1.648619999999994	-0.18664337533412967	
17A	2	b	197.174952	202.450536	199.153296	5.275584000000009	-0.1315635081317783	199.812744	2.6377920000000046	-0.6409766089594324	
17A	2	b	203.109984	220.255632	211.682808	17.145647999999994	-0.15463934386014078	211.682808	8.572823999999997	-2.552281505698632	
17A	2	b	222.893424	229.487904	225.531216	6.594479999999976	-0.1124897551012154	226.190664	3.297239999999988	-0.731255232773012	
17A	2	b	230.147352	243.99576	236.082384	13.848407999999978	-0.20474415867194917	236.741832	6.924203999999989	-2.3045556270355765	
17A	2	b	244.655208	246.633552	244.655208	1.9783440000000212	-0.03729159116449576	245.314656	0.9891720000000106	-0.044188786988831996	
17A	2	b	247.293	253.88748	251.909136	6.594480000000004	-0.08199456996610088	250.59024	3.297240000000002	-0.5160642130737552	
17A	2	b	261.141408	263.119752	261.141408	1.9783439999999928	-0.04029298188686514	261.800856	0.9891719999999964	-0.05907585710795038	
17A	2	b	263.7792	266.416992	264.438648	2.6377919999999904	-0.10783615074510244	265.098096	1.3188959999999952	-0.19750324117482654	
17A	2	b	267.07644	280.924848	279.605952	13.848408000000006	-0.2321421549781828	273.67092	6.924204000000003	-2.765463577873102	
17A	2	b	282.903192	290.15712	284.881536	7.25392800000003	-0.25500232032841375	286.200432	3.626964000000015	-1.8483712631985907	
17A	2	b	290.816568	298.729944	296.092152	7.913375999999971	-0.22949686664468594	294.773256	3.9566879999999855	-1.4272666573531425	
17A	2	b	299.389392	307.962216	306.64332	8.572824000000026	-0.2944143999124247	303.34608	4.286412000000013	-2.1459775182622547	
17A	2	b	308.621664	317.194488	314.556696	8.572823999999969	-0.40668619111612614	312.578352	4.286411999999984	-2.9089512043977512	
17A	2	b	317.853936	325.767312	322.470072	7.913376000000028	-0.45294346965555743	321.810624	3.956688000000014	-2.836231651649641	
17A	2	b	326.42676	334.340136	328.405104	7.913375999999971	-0.3096360178935216	330.383448	3.9566879999999855	-2.1564475740452704	
17A	2	b	334.999584	346.869648	342.91296	11.870063999999957	-0.20078468983182152	340.934616	5.935031999999978	-1.690735025503023	
17A	2	b	347.529096	350.166888	347.529096	2.6377919999999904	-0.0871420097713429	348.847992	1.3188959999999952	-0.22553722027104328	
17A	2	b	350.826336	358.739712	355.442472	7.913375999999971	-0.28020691736198167	354.783024	3.9566879999999855	-2.106739384397352	
17A	2	b	359.39916	371.269224	365.334192	11.870064000000013	-0.42861150609548826	365.334192	5.935032000000007	-5.09346707018196	
17A	2	b	374.566464	379.842048	375.88536	5.275583999999981	-0.2349256236445374	377.204256	2.6377919999999904	-1.0609665219804016	
17A	2	b	380.501496	391.712112	387.755424	11.210616000000016	-0.3151496736042967	385.77708	5.605308000000008	-3.772394883082699	
17A	2	b	392.37156	402.26328	396.328248	9.89172000000002	-0.3269455093923188	396.987696	4.94586000000001	-2.9343868384424434	
17A	2	b	402.922728	410.176656	407.538864	7.2539279999999735	-0.19056285703897835	406.219968	3.6269639999999868	-1.0432116429199647	
17A	2	b	412.155	416.771136	412.814448	4.61613600000004	-0.14172448126258352	414.133344	2.30806800000002	-0.5192108521705636	
17A	2	b	418.74948	423.365616	421.387272	4.616135999999983	-0.16857758153970792	420.727824	2.3080679999999916	-0.8073813382924815	
17A	2	b	424.025064	439.851816	430.619544	15.826751999999999	-0.11010445600228191	431.93844	7.9133759999999995	-1.5037647696799237	
17A	2	b	442.489608	446.446296	443.808504	3.9566880000000424	-0.06309214866960033	444.467952	1.9783440000000212	-0.16761309225681442	
17A	2	b	448.42464	451.062432	448.42464	2.6377919999999904	-0.09327721704436343	449.743536	1.3188959999999952	-0.19403820555053342	
17A	2	b	451.72188	458.975808	454.359672	7.2539279999999735	-0.19860165064688662	455.01912	3.6269639999999868	-1.118472670576741	
17A	2	b	459.635256	467.548632	462.273048	7.913375999999971	-0.2760988836775864	463.591944	3.9566879999999855	-1.8505755666509516	
17A	2	b	468.20808	470.845872	468.867528	2.6377919999999904	-0.09998152454831466	469.526976	1.3188959999999952	-0.2077059457736521	
17A	2	b	471.50532	474.143112	472.824216	2.6377919999999904	-0.058750128019237735	472.824216	1.3188959999999952	-0.09561622423316463	
17A	2	b	474.80256	481.39704	477.440352	6.594479999999976	-0.22727025431724623	478.0998	3.297239999999988	-1.3222460930895377	
17A	2	b	482.056488	492.607656	487.99152	10.551168000000018	-0.31428310831429407	487.332072	5.275584000000009	-2.745308386170268	
17A	2	b	493.267104	497.223792	495.904896	3.9566879999999855	-0.1549092129987235	495.245448	1.9783439999999928	-0.6036430853913215	
17A	2	b	500.521032	504.47772	502.499376	3.9566879999999855	-0.12394888304995799	502.499376	1.9783439999999928	-0.4699797165601205	
17A	2	b	507.115512	517.007232	511.731648	9.89172000000002	-0.20434597391816478	511.731648	4.94586000000001	-2.000798734244459	
17A	2	b	517.66668	526.239504	520.304472	8.572823999999969	-0.16326042566723675	521.623368	4.286411999999984	-1.3085776652197634	
17A	2	b	528.877296	536.790672	534.812328	7.913375999999971	-0.16199910835653775	532.833984	3.9566879999999855	-1.1642195968709523	
17A	2	b	537.45012	552.617424	546.022944	15.167304000000058	-0.20212591372665045	544.704048	7.583652000000029	-2.3049373603799124	
17A	2	b	553.276872	567.12528	562.509144	13.84840799999995	-0.2848359222415482	559.871352	6.924203999999975	-3.413339166910655	
17A	2	b	567.784728	577.017	569.103624	9.23227200000008	-0.28919958831711856	572.400864	4.61613600000004	-1.9231905635158837	
17A	2	b	577.676448	580.31424	578.995344	2.6377919999999904	-0.06945185473958482	578.995344	1.3188959999999952	-0.10837687019473075	
17A	2	b	580.973688	600.09768	600.09768	19.12399199999993	-0.6269024602639099	590.20596	9.561995999999965	-7.698157041755783	
18A	2	b	3.29724	13.848408	11.210616	10.551167999999999	-0.15885839891046638	8.572824	5.275583999999999	-1.179538844057047	
18A	4	a	14.507856	18.464544	15.826752	3.9566879999999998	0.06279649366644824	16.4862	1.9783439999999999	0.1373282280714323	
18A	2	b	20.442888	39.56688	34.291296	19.123991999999998	-0.1652797094549454	29.67516	9.561995999999999	-2.4057760856487342	
18A	2	b	40.226328	44.183016	40.226328	3.9566879999999998	-0.09828244068620506	42.204672	1.9783439999999999	-0.3568356787051543	
18A	2	b	50.118048	56.05308	54.734184	5.935032	-0.08862065389389207	52.75584	2.967516	-0.3248903469432993	
18A	2	b	56.712528	60.669216	57.371976	3.9566879999999998	-0.0802892684661276	58.690872	1.9783439999999999	-0.21383116929674983	
18A	2	b	65.285352	67.923144	66.604248	2.6377919999999904	-0.047945272033695474	66.604248	1.3188959999999952	-0.11095110395377583	
18A	2	b	68.582592	71.879832	70.560936	3.297239999999988	-0.07713440670759963	69.901488	1.648619999999994	-0.1424703315605449	
18A	2	b	79.13376	83.090448	81.112104	3.9566879999999998	-0.07800836247765508	81.112104	1.9783439999999999	-0.23747479598408527	
18A	2	b	83.749896	89.02548	87.047136	5.275583999999995	-0.058149159464243816	86.387688	2.6377919999999975	-0.2453659639292125	
18A	2	b	89.684928	103.533336	97.598304	13.848408000000006	-0.11955387155489738	96.279408	6.924204000000003	-0.998898833732129	
18A	2	b	104.192784	106.171128	105.51168	1.9783439999999928	-0.0632200699389549	104.852232	0.9891719999999964	-0.07634961761567571	
18A	2	b	106.830576	110.127816	108.149472	3.297240000000002	-0.07251909784615407	108.149472	1.648620000000001	-0.17571899350818687	
18A	2	b	110.787264	114.743952	110.787264	3.9566879999999998	-0.06354210295441742	112.765608	1.9783439999999999	-0.20508217943918994	
