										AB_Fed#6_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
8A	4	a	1.185096	3.555288	1.777644	2.3701920000000003	0.04817485874924765	2.370192	1.1850960000000001	0.07758659292617476	
8A	4	a	4.147836	31.405044	20.146632	27.257208	0.7499564463333295	17.77644	13.628604	10.240191380132348	
8A	4	a	31.997592	56.29206	42.663456	24.294468	0.3159141993369543	43.848552	12.147234	6.283286954625296	
8A	4	a	58.069704	63.995184	59.847348	5.92548	0.06996888210181185	61.032444	2.96274	0.38427757352346514	
8A	4	a	64.587732	74.661048	71.10576	10.073315999999991	0.0914041218510997	69.328116	5.036657999999996	0.7472968499828392	
8A	4	a	75.253596	93.030036	84.141816	17.776439999999994	0.9418005487773229	84.141816	8.888219999999997	9.377348947579444	
8A	2	b	93.622584	106.65864	101.918256	13.036056000000002	-0.17374106798448308	100.140612	6.518028000000001	-1.942404936942554	
8A	4	a	107.251188	113.769216	109.62138	6.518028000000001	0.10098103375346534	110.213928	3.2590140000000005	0.5981733170048968	
8A	4	a	114.361764	132.138204	119.694696	17.776440000000008	0.17370605658625626	123.249984	8.888220000000004	2.569115251460482	
8A	4	a	132.730752	154.06248	148.137	21.331728	0.25176646762520827	143.396616	10.665864	5.585773369851993	
8A	4	a	154.655028	168.283632	161.173056	13.628604000000024	0.3161056528227646	161.173056	6.814302000000012	4.686554717496273	
8A	4	a	168.87618	181.912236	173.024016	13.036056000000002	0.765410756336582	175.394208	6.518028000000001	7.316877386406654	
8A	4	a	182.504784	200.873772	192.5781	18.368988	0.4220204517501789	191.393004	9.184494	7.222477165444294	
8A	4	a	201.46632	218.057664	215.687472	16.591343999999992	0.28382190440988175	209.761992	8.295671999999996	5.529428575351273	
8A	4	a	218.650212	234.05646	221.612952	15.406247999999977	0.3232155576428939	226.353336	7.703123999999988	4.785899545652461	
8A	4	a	237.0192	248.277612	241.759584	11.258411999999993	0.3485569194511373	242.352132	5.629205999999996	3.8857931393735075	
8A	4	a	248.87016	260.72112	258.943476	11.850959999999986	0.09933930870115004	254.79564	5.925479999999993	1.0994122174435714	
8A	4	a	261.313668	269.60934	264.868956	8.295671999999968	0.3274657427097516	265.461504	4.147835999999984	1.8225448580661219	
8A	4	a	271.386984	273.164628	271.979532	1.7776440000000093	0.03706220666037696	271.979532	0.8888220000000047	0.05784014352288924	
8A	4	a	273.757176	275.53482	274.349724	1.7776440000000093	0.03201015981888489	274.349724	0.8888220000000047	0.04541648490945005	
8A	2	b	276.127368	290.34852	286.793232	14.221152000000018	-0.12173559483785912	283.237944	7.110576000000009	-1.1886176849081254	
8A	4	a	290.941068	292.718712	291.533616	1.7776440000000093	0.06136745952899014	291.533616	0.8888220000000047	0.08252757820265244	
8A	4	a	293.31126	322.93866	320.568468	29.627400000000023	0.16995825624348138	308.12496	14.813700000000011	3.7557938526184396	
8A	4	a	323.531208	346.048032	334.197072	22.516823999999986	0.7083777902535382	334.78962	11.258411999999993	14.224924274666904	
8A	2	b	349.010772	351.973512	349.60332	2.9627400000000534	-0.06936374817910185	350.195868	1.4813700000000267	-0.1619672397766534	
8A	4	a	355.5288	357.306444	356.713896	1.7776440000000093	0.03738264258865698	356.121348	0.8888220000000047	0.06860652305415926	
8A	4	a	357.898992	360.269184	359.084088	2.3701919999999745	0.05521443340179388	359.084088	1.1850959999999873	0.15120732854693308	
9A	4	a	0.0	4.147836	1.185096	4.147836	0.10938334823391038	1.777644	2.073918	0.4416858820389893	
9A	4	a	5.92548	11.85096	7.110576	5.92548	0.0919420205416639	8.88822	2.96274	0.5116207219473872	
9A	4	a	12.443508	23.109372	21.331728	10.665864000000001	0.36032371656105866	17.77644	5.3329320000000004	2.994758014443363	
9A	4	a	23.70192	42.070908	30.812496	18.368988	0.5771597464061045	32.59014	9.184494	9.596912826977084	
9A	4	a	42.663456	49.181484	45.033648	6.518028000000001	0.19461377237637345	45.626196	3.2590140000000005	0.9221390782410817	
9A	4	a	52.144224	55.106964	52.736772	2.9627399999999966	0.04482999519172104	53.32932	1.4813699999999983	0.07863087533543855	
9A	4	a	59.2548	74.661048	64.587732	15.40624799999999	0.1389665248111598	66.957924	7.703123999999995	1.6654848814840655	
9A	4	a	75.253596	80.586528	78.216336	5.332932	0.1363853665424304	77.623788	2.666466	0.6787418176169218	
9A	4	a	81.179076	89.474748	85.326912	8.29567200000001	0.3929800325353239	85.326912	4.147836000000005	1.8872211328266342	
9A	4	a	90.067296	107.843736	95.400228	17.776440000000008	0.2746571227221719	98.955516	8.888220000000004	4.3494973448637	
9A	4	a	108.436284	120.287244	116.139408	11.85096	0.19734988331536396	114.361764	5.92548	2.2890441295947466	
9A	4	a	120.879792	130.36056	125.027628	9.480767999999998	0.08428004296216596	125.620176	4.740383999999999	0.7301697305493617	
9A	4	a	132.730752	149.322096	142.804068	16.591343999999992	0.18828448846801882	141.026424	8.295671999999996	2.7509927365578957	
9A	4	a	149.914644	158.210316	152.877384	8.295671999999996	0.19265731514329154	154.06248	4.147835999999998	1.443326461852217	
9A	4	a	158.802864	169.468728	164.135796	10.665864	0.226490907798774	164.135796	5.332932	2.0149002164917054	
9A	4	a	170.061276	177.7644	174.80166	7.7031240000000025	0.32794580552576225	173.616564	3.8515620000000013	2.03236213044026	
9A	4	a	180.134592	194.355744	182.504784	14.22115199999999	0.599945704539727	187.245168	7.110575999999995	6.801463242888383	
9A	4	a	194.948292	207.984348	202.651416	13.036056000000002	0.23126664343680803	201.46632	6.518028000000001	2.428636428159395	
9A	4	a	208.576896	218.057664	213.909828	9.480767999999983	0.20060741511695923	213.31728	4.740383999999992	2.010718892297991	
9A	4	a	218.650212	235.241556	226.945884	16.591343999999992	0.29724937400088614	226.945884	8.295671999999996	4.032006579908052	
9A	4	a	235.834104	248.277612	239.389392	12.443508000000008	0.273438790222055	241.759584	6.221754000000004	3.7569718055363284	
9A	4	a	248.87016	254.203092	251.240352	5.332932	0.12878551713518283	251.240352	2.666466	0.4994168091913851	
9A	4	a	254.79564	263.091312	259.536024	8.295672000000025	0.2174393099305565	258.943476	4.147836000000012	1.4245857816072904	
9A	4	a	263.68386	271.979532	267.831696	8.295672000000025	0.42553018247502816	267.831696	4.147836000000012	3.139334080047071	
9A	4	a	272.57208	274.942272	274.349724	2.3701919999999745	0.0356990421719221	273.757176	1.1850959999999873	0.0345638065603977	
9A	2	b	275.53482	286.200684	281.4603	10.665864	-0.11482677265518904	280.867752	5.332932	-1.1432912289198551	
9A	4	a	287.978328	325.308852	317.605728	37.330524000000025	0.2949049366601728	306.347316	18.665262000000013	9.594391393014098	
9A	4	a	325.9014	346.64058	337.159812	20.739179999999976	0.7824087466099159	335.974716	10.369589999999988	11.800162302114384	
9A	2	b	347.233128	351.973512	349.010772	4.740384000000006	-0.11690266860304765	349.60332	2.370192000000003	-0.3989646676305838	
9A	4	a	352.56606	356.121348	353.751156	3.5552880000000187	0.07962999389384207	354.343704	1.7776440000000093	0.322880483033519	
9A	4	a	357.898992	360.269184	359.676636	2.3701919999999745	0.055339114032080694	359.084088	1.1850959999999873	0.07305542393559028	
10A	4	a	2.96274	21.331728	18.961536	18.368987999999998	0.25806617805907717	11.85096	9.184493999999999	4.666323119963292	
10A	4	a	21.924276	40.293264	28.442304	18.368988	0.7394436784728482	30.812496	9.184494	13.884422632157424	
10A	4	a	40.885812	45.626196	42.663456	4.740383999999999	0.09417598480357281	43.256004	2.3701919999999994	0.37660032339454586	
10A	2	b	46.218744	50.959128	49.181484	4.740383999999999	-0.1491231970344047	48.588936	2.3701919999999994	-0.6136728292903297	
10A	4	a	51.551676	55.106964	54.514416	3.5552879999999973	0.09884145702502956	53.32932	1.7776439999999987	0.2845063635331846	
10A	4	a	55.699512	60.439896	56.884608	4.740383999999999	0.08273754682093104	58.069704	2.3701919999999994	0.3177308875196292	
10A	4	a	61.032444	66.957924	64.587732	5.925480000000007	0.10314575247822555	63.995184	2.9627400000000037	0.7612397839191503	
10A	4	a	67.550472	70.513212	67.550472	2.9627399999999966	0.0819891099013943	68.735568	1.4813699999999983	0.18755126009969447	
10A	4	a	71.10576	77.03124	72.883404	5.925479999999993	0.12050794580680524	74.0685	2.9627399999999966	0.3810615425895125	
10A	4	a	77.623788	84.734364	79.99398	7.110575999999995	0.31768120930030275	81.179076	3.5552879999999973	2.0261284194247686	
10A	4	a	85.326912	103.103352	92.437488	17.776440000000008	0.9767595877926993	94.215132	8.888220000000004	13.649398971020174	
10A	4	a	104.880996	108.436284	106.65864	3.5552880000000044	0.1161554729399028	106.65864	1.7776440000000022	0.39158518999196623	
10A	2	b	109.028832	110.806476	110.213928	1.7776440000000093	-0.10957564614130044	109.62138	0.8888220000000047	-0.16556599349760415	
10A	4	a	111.399024	118.5096	116.139408	7.110576000000009	0.10126389037099814	114.954312	3.5552880000000044	0.6393659650381112	
10A	4	a	120.287244	123.842532	122.064888	3.5552880000000044	0.06527286837942547	122.064888	1.7776440000000022	0.2215651985643654	
10A	4	a	124.43508	130.36056	128.582916	5.925479999999993	0.09966057796315031	127.39782	2.9627399999999966	0.7277654730511545	
10A	4	a	132.730752	142.21152	135.100944	9.480768000000012	0.22019188600656125	137.471136	4.740384000000006	1.460066807244538	
10A	4	a	142.804068	171.83892	155.247576	29.034852	0.24955590626476853	157.02522	14.517426	7.741103546128151	
10A	4	a	172.431468	183.68988	177.7644	11.258411999999993	0.6392561570836648	177.7644	5.629205999999996	4.627166130147158	
10A	4	a	184.282428	186.060072	185.467524	1.777643999999981	0.04535975264629055	184.874976	0.8888219999999905	0.08104438967560967	
10A	2	b	186.65262	189.61536	188.430264	2.9627399999999966	-0.09936029064262364	187.837716	1.4813699999999983	-0.2870318340958036	
10A	4	a	196.133388	207.3918	201.46632	11.258411999999993	0.2619389574737738	201.46632	5.629205999999996	2.9294325518431386	
10A	4	a	207.984348	212.132184	209.761992	4.147835999999984	0.11920394810924417	209.761992	2.073917999999992	0.3840410780805341	
10A	4	a	212.724732	226.945884	219.24276	14.221152000000018	0.47159874090352716	219.835308	7.110576000000009	6.44942013122057	
10A	4	a	227.538432	239.389392	234.05646	11.850959999999986	0.43093433275401294	233.463912	5.925479999999993	4.218351698711463	
10A	4	a	239.98194	254.203092	245.314872	14.22115199999999	0.1680305694155395	247.092516	7.110575999999995	2.2407473737919794	
10A	4	a	254.79564	263.091312	256.573284	8.295672000000025	0.17130292099730715	258.943476	4.147836000000012	1.578592095641217	
10A	4	a	263.68386	277.905012	270.794436	14.221152000000018	0.7258274265660813	270.794436	7.110576000000009	7.87878670193414	
10A	4	a	278.49756	283.237944	280.275204	4.740384000000006	0.07346798602805293	280.867752	2.370192000000003	0.2091578095543849	
10A	2	b	283.830492	287.978328	284.42304	4.147835999999984	-0.10068007025520975	285.608136	2.073917999999992	-0.37047898465675844	
10A	4	a	288.570876	324.123756	315.235536	35.552880000000016	0.25489118059068083	306.347316	17.776440000000008	9.654562218135327	
10A	4	a	324.716304	334.197072	331.234332	9.480768000000012	0.21323853121628034	329.456688	4.740384000000006	2.1010820038879467	
10A	4	a	335.974716	338.344908	337.159812	2.3701919999999745	0.06651615912077657	337.159812	1.1850959999999873	0.11827275271434323	
