										Kaede_Unfed#15_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
8A	4	a	0.0	15.826752	3.29724	15.826752	0.729321037563337	7.913376	7.913376	12.673915853365294	
8A	4	a	17.805096	47.480256	38.907432	29.675159999999998	1.3204808782801578	32.312952	14.837579999999999	32.49171670092671	
8A	4	a	50.777496	78.474312	63.966456	27.696816	0.6858629638845564	64.625904	13.848408	20.164983308278014	
8A	4	a	79.13376	100.895544	92.982168	21.761784000000006	1.944360984025165	89.684928	10.880892000000003	32.519913654428095	
8A	4	a	101.554992	127.273464	106.830576	25.718472000000006	0.572769386696697	114.084504	12.859236000000003	10.652329165711981	
8A	4	a	127.932912	160.905312	146.397456	32.97240000000001	0.7242225305543464	144.419112	16.486200000000004	17.903077282489548	
8A	4	a	161.56476	181.3482	169.478136	19.783439999999985	0.33873417124254956	171.45648	9.891719999999992	6.110591463359173	
8A	4	a	182.007648	224.871768	212.342256	42.864120000000014	1.1312143175405165	203.109984	21.432060000000007	22.13306628235624	
8A	4	a	225.531216	234.763488	229.487904	9.232271999999995	0.1644277040721196	230.147352	4.616135999999997	1.2098642657377208	
8A	4	a	235.422936	260.48196	248.611896	25.059024000000022	0.1675846092831348	247.952448	12.529512000000011	3.0581843780815072	
8A	2	b	262.460304	271.692576	269.054784	9.232271999999966	-0.14065394686675425	267.07644	4.616135999999983	-0.81169397203398	
8A	4	a	272.352024	294.773256	283.56264	22.421232000000032	2.1292408082298104	283.56264	11.210616000000016	50.01738806430354	
8A	2	b	296.7516	298.729944	296.7516	1.9783439999999928	-0.07405166908058813	297.411048	0.9891719999999964	-0.09476109764173835	
8A	4	a	299.389392	303.34608	300.04884	3.9566879999999855	0.12300466369073071	301.367736	1.9783439999999928	0.5048955248800953	
8A	4	a	304.005528	315.216144	307.962216	11.210615999999959	0.09272348269543329	309.281112	5.6053079999999795	0.8233246226476623	
8A	4	a	315.875592	352.80468	345.550752	36.929088000000036	0.5907893702496896	334.340136	18.464544000000018	11.67148390668355	
8A	4	a	353.464128	367.971984	361.377504	14.507856000000004	0.21227377551611326	360.718056	7.253928000000002	2.4921781181796225	
8A	4	a	368.631432	376.544808	373.907016	7.913375999999971	0.14505494723125967	372.58812	3.9566879999999855	1.0659961012224821	
8A	4	a	377.204256	426.662856	409.517208	49.45859999999999	0.514983237735902	401.603832	24.729299999999995	14.675577136454322	
8A	4	a	427.322304	449.743536	432.597888	22.421232000000032	0.23437017570826857	438.53292	11.210616000000016	4.041204597839203	
8A	4	a	450.402984	466.889184	455.01912	16.486199999999997	0.32776059624269216	458.31636	8.243099999999998	4.216785353388879	
8A	4	a	467.548632	486.013176	474.80256	18.46454399999999	0.230404084430881	476.780904	9.232271999999995	3.73151340263806	
8A	4	a	486.672624	489.310416	486.672624	2.6377919999999904	0.11136157129383051	487.99152	1.3188959999999952	0.24744158846548325	
8A	2	b	489.969864	493.926552	490.629312	3.9566880000000424	-0.04901257769752565	491.948208	1.9783440000000212	-0.17929247972416285	
8A	2	b	494.586	496.564344	495.245448	1.9783439999999928	-0.030966582268586507	495.245448	0.9891719999999964	-0.05117018452420696	
8A	4	a	500.521032	503.158824	501.18048	2.6377919999999904	0.04340954425615262	501.839928	1.3188959999999952	0.08994100232734947	
8A	4	a	503.818272	511.0722	504.47772	7.25392800000003	0.06487654345886007	507.115512	3.626964000000015	0.37267352806971576	
8A	4	a	511.731648	556.574112	538.769016	44.84246400000001	0.8620659757163454	534.15288	22.421232000000003	27.896347984719423	
8A	4	a	557.23356	559.211904	558.552456	1.9783439999999928	0.02957745562859948	557.893008	0.9891719999999964	0.031159437960220693	
8A	4	a	559.871352	579.654792	565.146936	19.78344000000004	0.38501724210928057	569.763072	9.89172000000002	6.254314610996003	
8A	4	a	580.31424	582.952032	580.31424	2.6377919999999904	0.0623736913753854	581.633136	1.3188959999999952	0.12078257058870889	
8A	4	a	583.61148	591.524856	583.61148	7.913375999999971	0.09037713123818314	587.568168	3.9566879999999855	0.5213061847607223	
