										AB_Unfed#1_Anterograde_evts_formatted.txt
ROI	Quadrant	Direction	Start time (s)	End time (s)	Peak time (s)	Duration (s)	Amplitude	Midpoint (s)	Half Duration(s)	AUC
9A	2	b	108.359136	110.403648	108.359136	2.0445119999999974	-0.036822125578737985	109.04064	1.0222559999999987	-0.04713459679446852	
9A	4	a	111.085152	115.85568	113.811168	4.770528000000013	0.06710195806094976	113.129664	2.3852640000000065	0.2048174582175799	
9A	4	a	126.07824	158.790432	141.071328	32.712192000000016	0.2654233587692074	142.434336	16.356096000000008	7.274834456959033	
9A	4	a	159.471936	171.057504	169.012992	11.585567999999995	0.10166209957433603	164.923968	5.7927839999999975	0.9359556517002146	
9A	4	a	171.739008	173.78352	172.420512	2.0445119999999974	0.031401231367353954	172.420512	1.0222559999999987	0.04933010687863648	
9A	2	b	174.465024	177.19104	175.828032	2.726015999999987	-0.007812805418502045	175.828032	1.3630079999999936	-0.016713883648918904	
9A	4	a	180.59856	209.221728	199.680672	28.62316800000002	0.18230683979839624	194.910144	14.31158400000001	3.1819899717514613	
9A	4	a	209.903232	213.992256	212.629248	4.089023999999995	0.07937960101043817	211.947744	2.0445119999999974	0.19352931166954757	
9A	4	a	214.67376	218.08128	216.718272	3.407520000000005	0.06566081097864318	216.036768	1.7037600000000026	0.17377578594347343	
9A	4	a	218.762784	230.348352	224.89632	11.585567999999995	0.23104423445250832	224.214816	5.7927839999999975	2.3842039670727546	
9A	4	a	231.029856	248.74896	240.570912	17.719104000000016	0.14245009526392538	239.889408	8.859552000000008	2.1966704998645707	
9A	4	a	249.430464	273.964608	263.742048	24.534143999999998	0.21763242922044057	261.697536	12.267071999999999	3.81912570326418	
9A	4	a	274.646112	277.372128	276.00912	2.7260159999999587	0.05439855734810095	276.00912	1.3630079999999793	0.08918994793581025	
9A	4	a	278.053632	289.6392	283.505664	11.585568000000023	0.11117204088152022	283.505664	5.792784000000012	1.0280459497111367	
9A	4	a	290.320704	295.091232	293.04672	4.770528000000013	0.07087467599188679	292.365216	2.3852640000000065	0.322479529377117	
9A	2	b	295.772736	299.86176	297.135744	4.089023999999995	-0.026094895913290728	297.817248	2.0445119999999974	-0.06636063290464067	
9A	4	a	300.543264	303.26928	302.587776	2.7260159999999587	0.08995684492468214	301.906272	1.3630079999999793	0.13629763495920888	
9A	4	a	303.950784	307.358304	305.995296	3.407519999999977	0.08319111294845616	305.313792	1.7037599999999884	0.16915626278765528	
9A	4	a	308.039808	312.128832	311.447328	4.089023999999995	0.055257491663325276	310.08432	2.0445119999999974	0.11078413917139907	
9A	4	a	312.810336	353.700576	340.752	40.890240000000006	1.5263345604226313	333.255456	20.445120000000003	26.75966461080878	
9A	4	a	354.38208	372.101184	361.878624	17.719104000000016	0.5743892965975226	363.241632	8.859552000000008	8.763493566922477	
9A	2	b	372.782688	411.628416	404.813376	38.84572800000001	-2.272037870682092	391.8648	19.422864000000004	-74.5704277039271	
9A	4	a	412.30992	423.895488	415.035936	11.585568000000023	1.4111408986607046	417.761952	5.792784000000012	14.367669464625614	
9A	4	a	424.576992	438.888576	429.34752	14.311583999999982	1.3829658499956397	431.392032	7.155791999999991	14.466439743565854	
9A	2	b	439.57008	443.659104	440.933088	4.089023999999995	-0.22493377439379536	441.614592	2.0445119999999974	-0.7286007310935254	
9A	4	a	444.340608	455.926176	447.066624	11.585568000000023	0.4898727683789943	449.79264	5.792784000000012	4.958142374220928	
9A	4	a	456.60768	489.319872	475.008288	32.71219199999996	2.7885735157968075	472.963776	16.35609599999998	75.92118858399428	
9A	2	b	490.001376	528.847104	507.038976	38.84572799999995	-1.0530936508381359	509.083488	19.422863999999976	-41.626852358256954	
9A	4	a	529.528608	542.477184	534.299136	12.948576000000003	0.9648598830584039	535.662144	6.474288000000001	11.062876682048032	
9A	4	a	543.158688	549.292224	545.2032	6.133536000000049	0.2349009666093025	545.884704	3.0667680000000246	1.080460437566173	
9A	4	a	549.973728	552.01824	551.336736	2.0445119999999406	0.06607983222364844	550.655232	1.0222559999999703	0.10886218031888095	
9A	4	a	552.699744	557.470272	553.381248	4.770528000000013	0.28906805454859175	554.744256	2.3852640000000065	0.984429706152306	
9A	2	b	558.151776	565.64832	564.285312	7.496543999999972	-0.2844230904536129	561.559296	3.748271999999986	-1.5067670352145957	
9A	4	a	566.329824	580.641408	571.781856	14.311583999999925	1.2921351127211764	573.144864	7.155791999999963	15.482691991214091	
9A	4	a	582.68592	599.72352	590.863968	17.037599999999998	2.346779520211788	590.863968	8.518799999999999	34.095448927057674	
10A	2	b	0.0	6.81504	0.0	6.81504	-0.20524401187646424	3.40752	3.40752	-0.8299998609385104	
10A	4	a	7.496544	18.400608	14.311584	10.904063999999998	0.4470222476069283	12.948576	5.452031999999999	3.8368074102282503	
10A	4	a	19.082112	49.749792	41.571744	30.66768	4.019297220588727	34.0752	15.33384	100.98851772518931	
10A	2	b	52.475808	55.883328	53.838816	3.407519999999998	-0.20158099737060908	53.838816	1.703759999999999	-0.625433955377934	
10A	2	b	59.972352	62.698368	60.653856	2.7260160000000013	-0.08048865032221064	61.33536	1.3630080000000007	-0.17067005973618565	
10A	4	a	63.379872	108.359136	79.054464	44.97926400000001	0.4970434338835057	85.869504	22.489632000000004	20.09225098750607	
10A	4	a	109.04064	124.715232	119.2632	15.674592000000004	0.17233438267414325	116.537184	7.837296000000002	1.8420948496938887	
10A	4	a	125.396736	128.122752	126.759744	2.726015999999987	0.13535042334449665	126.759744	1.3630079999999936	0.33760860647037005	
10A	4	a	130.167264	136.982304	132.211776	6.81504000000001	0.23430752056067572	133.574784	3.407520000000005	1.182829732685482	
10A	4	a	137.663808	161.516448	153.3384	23.852640000000008	0.37776938741194277	149.249376	11.926320000000004	6.382650000802129	
10A	4	a	162.197952	170.376	165.605472	8.178048000000018	0.1097084511823132	166.286976	4.089024000000009	0.8218668049651208	
10A	4	a	171.057504	175.828032	172.420512	4.770528000000013	0.14695945641846153	173.102016	2.3852640000000065	0.43655229987377675	
10A	4	a	176.509536	191.502624	181.961568	14.993088	0.5208209440542872	184.00608	7.496544	4.994555984666146	
10A	4	a	192.184128	218.762784	203.088192	26.578656000000024	0.3974755941215533	205.132704	13.289328000000012	8.529280825702124	
10A	4	a	219.444288	224.89632	221.4888	5.452032000000003	0.2121062895422101	222.170304	2.7260160000000013	0.7698493245597071	
10A	2	b	225.577824	232.392864	230.348352	6.81504000000001	-0.22058855801064237	228.985344	3.407520000000005	-1.2912145226943157	
10A	4	a	233.074368	238.5264	233.755872	5.452032000000003	0.11636388863603075	235.800384	2.7260160000000013	0.5577879935978023	
10A	4	a	239.207904	241.93392	239.889408	2.726015999999987	0.11729680286129085	240.570912	1.3630079999999936	0.20321699190229636	
10A	4	a	242.615424	249.430464	246.704448	6.81504000000001	0.2940882332205379	246.022944	3.407520000000005	1.731755650084467	
10A	4	a	250.111968	273.283104	260.334528	23.17113599999999	0.3159669824658624	261.697536	11.585567999999995	5.755880521307498	
10A	4	a	273.964608	288.957696	279.41664	14.993088	0.20403244966636347	281.461152	7.496544	2.092107408633278	
10A	4	a	289.6392	307.358304	292.365216	17.71910399999996	0.28451063863354564	298.498752	8.85955199999998	4.633107139942551	
10A	4	a	316.217856	352.337568	344.15952	36.11971199999999	1.8050573871561415	333.93696	18.059855999999996	31.757750800860908	
10A	4	a	353.019072	358.471104	355.745088	5.452032000000031	0.27120627472125136	355.745088	2.7260160000000155	1.1914893074791824	
10A	2	b	359.152608	378.916224	370.056672	19.763616000000013	-0.48492341562804686	368.693664	9.881808000000007	-8.325801552702362	
10A	4	a	381.64224	393.909312	386.412768	12.267071999999985	0.17640749362032437	387.775776	6.133535999999992	1.5691755127239067	
10A	4	a	394.590816	410.265408	399.361344	15.674591999999961	0.30290214378583613	402.08736	7.837295999999981	3.1678354516940948	
10A	4	a	410.946912	417.080448	413.672928	6.133535999999992	0.1395152447489445	413.672928	3.066767999999996	0.4113968786801294	
10A	4	a	417.761952	427.984512	420.487968	10.222559999999987	0.13958828301548953	422.53248	5.111279999999994	0.9783409029168058	
10A	4	a	428.666016	444.340608	437.525568	15.674591999999961	0.2835610297847495	436.16256	7.837295999999981	3.5876379487624552	
10A	4	a	445.022112	448.429632	445.022112	3.4075200000000336	0.11954208158382551	446.38512	1.7037600000000168	0.2830626911004641	
10A	4	a	449.111136	472.963776	460.696704	23.852640000000008	0.6773050814699864	460.696704	11.926320000000004	13.245047975724948	
10A	2	b	475.689792	485.230848	479.778816	9.54105599999997	-0.23674200725094874	480.46032	4.770527999999985	-1.4536856991449438	
10A	4	a	485.912352	509.764992	491.364384	23.852640000000008	0.1926257283741486	497.49792	11.926320000000004	2.8509168566052296	
10A	4	a	510.446496	537.025152	520.669056	26.578656000000024	0.5631323773810801	523.395072	13.289328000000012	12.134218681241393	
10A	2	b	539.751168	543.158688	541.114176	3.407519999999977	-0.10070732438854568	541.114176	1.7037599999999884	-0.3361311209082878	
10A	4	a	543.840192	587.456448	575.189376	43.61625600000002	1.2018291765474753	565.64832	21.80812800000001	35.6029371505573	
10A	2	b	588.137952	590.182464	589.50096	2.0445119999999406	-0.062499424934289394	588.819456	1.0222559999999703	-0.08762388613392624	
10A	4	a	590.863968	593.589984	592.226976	2.7260159999999587	0.07542546680924778	592.226976	1.3630079999999793	0.11909705608072829	
10A	2	b	594.271488	599.72352	597.679008	5.452032000000031	-0.31143849702445703	596.997504	2.7260160000000155	-1.6206284488245708	
11A	4	a	0.0	12.948576	0.0	12.948576	0.6792646975447196	6.133536	6.474288	6.959721671690216	
11A	2	b	15.674592	24.534144	22.489632	8.859552	-0.37165063293477596	19.763616	4.429776	-2.8569315123069847	
11A	4	a	25.215648	44.979264	42.253248	19.763616	1.4120377943557942	34.756704	9.881808	20.000618189947883	
11A	4	a	45.660768	66.105888	53.157312	20.445119999999996	0.8113229974448104	55.883328	10.222559999999998	12.667163564315581	
11A	2	b	68.1504	90.640032	81.098976	22.489632	-0.31075567784976377	79.054464	11.244816	-6.26664348360301	
11A	2	b	96.092064	98.136576	96.773568	2.0445120000000117	-0.031733353958434574	96.773568	1.0222560000000058	-0.04960803354728638	
11A	4	a	100.181088	123.352224	110.403648	23.171136000000004	0.22276313507475232	111.766656	11.585568000000002	4.115730465916354	
11A	4	a	124.033728	134.256288	127.441248	10.222560000000016	0.2378274817137047	128.804256	5.111280000000008	1.5696160266099537	
11A	4	a	134.937792	147.204864	138.345312	12.267071999999985	0.1513357681527845	141.071328	6.133535999999992	1.1319889652015442	
11A	2	b	151.293888	153.3384	151.975392	2.0445119999999974	-0.081087235421478	151.975392	1.0222559999999987	-0.1088960896180946	
11A	2	b	154.019904	156.064416	154.701408	2.0445119999999974	-0.04016413743054592	154.701408	1.0222559999999987	-0.059766515435267564	
11A	2	b	159.471936	166.96848	165.605472	7.496544	-0.07564725814632878	162.879456	3.748272	-0.4312671449240415	
11A	4	a	167.649984	179.917056	172.420512	12.267072000000013	0.19665541155207622	173.78352	6.1335360000000065	1.8160729760076768	
11A	4	a	180.59856	192.184128	184.687584	11.585567999999995	0.1558861363411741	186.050592	5.7927839999999975	1.2474046727403187	
11A	4	a	192.865632	209.903232	196.954656	17.037599999999998	0.11677193955894749	201.04368	8.518799999999999	1.2837343887719104	
11A	4	a	210.584736	218.762784	212.629248	8.178048000000018	0.09514282542552399	214.67376	4.089024000000009	0.5716835525767152	
11A	4	a	219.444288	242.615424	220.807296	23.17113599999999	0.16626723986866976	231.029856	11.585567999999995	2.8374274896800564	
11A	4	a	243.296928	249.430464	246.704448	6.133535999999992	0.12354753460926116	246.022944	3.066767999999996	0.5598561648989349	
11A	4	a	250.111968	273.283104	270.557088	23.17113599999999	0.13231813242674262	261.697536	11.585567999999995	2.7021838037096675	
11A	4	a	273.964608	277.372128	275.327616	3.407519999999977	0.029258046028271423	275.327616	1.7037599999999884	0.07412803227583153	
11A	4	a	278.053632	280.098144	279.41664	2.0445119999999974	0.07073541452485888	278.735136	1.0222559999999987	0.06582727969820468	
11A	4	a	280.779648	294.409728	283.505664	13.630079999999964	0.10319430960811227	287.594688	6.815039999999982	0.9921857705757902	
11A	4	a	297.135744	321.669888	305.995296	24.534144000000026	0.24023565781865264	309.402816	12.267072000000013	5.891346797641831	
11A	4	a	322.351392	326.440416	325.077408	4.089024000000052	0.0534373172243634	324.395904	2.044512000000026	0.1724787679467905	
11A	2	b	330.52944	339.388992	335.299968	8.859551999999951	-0.20684735275064492	334.618464	4.4297759999999755	-1.666855666423448	
11A	4	a	340.070496	363.923136	352.337568	23.852640000000008	0.7808489769135667	351.656064	11.926320000000004	15.715013540668949	
11A	4	a	364.60464	380.960736	370.738176	16.35609599999998	0.34859359198224427	372.782688	8.17804799999999	3.219708891131013	
11A	4	a	381.64224	395.27232	387.094272	13.630079999999964	0.2479256725981669	388.45728	6.815039999999982	2.673360553703832	
11A	4	a	395.953824	406.857888	403.450368	10.904064000000005	0.17594076247285972	401.405856	5.452032000000003	1.1853741392049053	
11A	4	a	407.539392	410.265408	408.9024	2.7260159999999587	0.08853050169880028	408.9024	1.3630079999999793	0.16716834360681787	
11A	4	a	410.946912	440.251584	426.621504	29.304671999999982	0.38715482350097474	425.258496	14.652335999999991	9.592877262521695	
11A	4	a	440.933088	451.155648	445.703616	10.222559999999987	0.21018170492914345	445.703616	5.111279999999994	1.3286953040569491	
11A	4	a	451.837152	464.785728	458.652192	12.948576000000003	0.16885746994895712	457.970688	6.474288000000001	1.4020955261565975	
11A	4	a	466.83024	517.94304	501.586944	51.11279999999999	0.4044900722091995	492.045888	25.556399999999996	16.199033967110946	
11A	4	a	518.624544	549.973728	528.847104	31.349184000000037	0.5540881091758894	534.299136	15.674592000000018	12.357073678545127	
11A	4	a	552.01824	592.90848	582.004416	40.89024000000006	0.6530343706930033	572.46336	20.44512000000003	18.219157874876036	
11A	2	b	593.589984	595.634496	594.271488	2.0445120000000543	-0.04085756639430027	594.271488	1.0222560000000271	-0.06980268419449143	
11A	4	a	596.316	599.72352	597.679008	3.407519999999977	0.081967060894657	597.679008	1.7037599999999884	0.1879038712981953	
12A	4	a	0.0	4.770528	2.044512	4.770528	0.11901009267892215	2.044512	2.385264	0.45817455308460975	
12A	4	a	5.452032	17.719104	14.311584	12.267072000000002	0.15307610353090695	11.585568	6.133536000000001	1.0050260787750755	
12A	4	a	20.44512	22.489632	21.126624	2.044512000000001	0.04212277174815471	21.126624	1.0222560000000005	0.06811956150835319	
12A	4	a	23.171136	59.972352	42.934752	36.801216	1.2304231491967101	41.571744	18.400608	20.550333771214955	
12A	4	a	60.653856	66.105888	64.061376	5.4520319999999955	0.11580660260668152	63.379872	2.7260159999999978	0.4229787243322858	
