ROI ID,Total Intensity,Time,Frame Id
1A,1201985,0,t001_0_1
2A,1252283,0,t001_0_1
3A,1108749,0,t001_0_1
4A,1096667,0,t001_0_1
5A,1358217,0,t001_0_1
6A,1075098,0,t001_0_1
7A,1036752,0,t001_0_1
8A,1007346,0,t001_0_1
9A,960956,0,t001_0_1
10A,963440,0,t001_0_1
11A,1150389,0,t001_0_1
12A,1295401,0,t001_0_1
13A,949705,0,t001_0_1
14A,869264,0,t001_0_1
15A,667222,0,t001_0_1
16A,639897,0,t001_0_1
17A,465990,0,t001_0_1
18A,440947,0,t001_0_1
19A,386106,0,t001_0_1
20A,262545,0,t001_0_1
1A,1197621,0.592548,t002_0_1
2A,1242702,0.592548,t002_0_1
3A,1110378,0.592548,t002_0_1
4A,1094689,0.592548,t002_0_1
5A,1348241,0.592548,t002_0_1
6A,1056994,0.592548,t002_0_1
7A,1036797,0.592548,t002_0_1
8A,996927,0.592548,t002_0_1
9A,945532,0.592548,t002_0_1
10A,959818,0.592548,t002_0_1
11A,1135391,0.592548,t002_0_1
12A,1300590,0.592548,t002_0_1
13A,940883,0.592548,t002_0_1
14A,854480,0.592548,t002_0_1
15A,666591,0.592548,t002_0_1
16A,649003,0.592548,t002_0_1
17A,470373,0.592548,t002_0_1
18A,443435,0.592548,t002_0_1
19A,383732,0.592548,t002_0_1
20A,261499,0.592548,t002_0_1
1A,1214895,1.185096,t003_0_1
2A,1266462,1.185096,t003_0_1
3A,1114047,1.185096,t003_0_1
4A,1099809,1.185096,t003_0_1
5A,1355710,1.185096,t003_0_1
6A,1078262,1.185096,t003_0_1
7A,1036050,1.185096,t003_0_1
8A,998237,1.185096,t003_0_1
9A,952470,1.185096,t003_0_1
10A,954545,1.185096,t003_0_1
11A,1143594,1.185096,t003_0_1
12A,1310122,1.185096,t003_0_1
13A,948722,1.185096,t003_0_1
14A,857496,1.185096,t003_0_1
15A,657481,1.185096,t003_0_1
16A,641966,1.185096,t003_0_1
17A,471770,1.185096,t003_0_1
18A,442437,1.185096,t003_0_1
19A,387763,1.185096,t003_0_1
20A,262112,1.185096,t003_0_1
1A,1204423,1.777644,t004_0_1
2A,1254135,1.777644,t004_0_1
3A,1116457,1.777644,t004_0_1
4A,1097257,1.777644,t004_0_1
5A,1354985,1.777644,t004_0_1
6A,1076993,1.777644,t004_0_1
7A,1027369,1.777644,t004_0_1
8A,991991,1.777644,t004_0_1
