ROI ID,Total Intensity,Time,Frame Id
1A,1255843,0,t001_0_1
2A,1302764,0,t001_0_1
3A,1187934,0,t001_0_1
4A,1266776,0,t001_0_1
5A,789461,0,t001_0_1
6A,624589,0,t001_0_1
7A,698732,0,t001_0_1
8A,687158,0,t001_0_1
9A,1124277,0,t001_0_1
10A,1268099,0,t001_0_1
11A,1259632,0,t001_0_1
12A,1339597,0,t001_0_1
13A,1368632,0,t001_0_1
14A,1774843,0,t001_0_1
15A,1262866,0,t001_0_1
16A,1110754,0,t001_0_1
17A,748849,0,t001_0_1
18A,814570,0,t001_0_1
19A,684143,0,t001_0_1
20A,284110,0,t001_0_1
1A,1213926,0.592548,t002_0_1
2A,1321492,0.592548,t002_0_1
3A,1239771,0.592548,t002_0_1
4A,1289073,0.592548,t002_0_1
5A,760676,0.592548,t002_0_1
6A,618822,0.592548,t002_0_1
7A,700208,0.592548,t002_0_1
8A,687472,0.592548,t002_0_1
9A,1130714,0.592548,t002_0_1
10A,1263986,0.592548,t002_0_1
11A,1249321,0.592548,t002_0_1
12A,1316174,0.592548,t002_0_1
13A,1369906,0.592548,t002_0_1
14A,1753114,0.592548,t002_0_1
15A,1302844,0.592548,t002_0_1
16A,1119397,0.592548,t002_0_1
17A,752785,0.592548,t002_0_1
18A,815806,0.592548,t002_0_1
19A,695881,0.592548,t002_0_1
20A,283432,0.592548,t002_0_1
1A,1219926,1.185096,t003_0_1
2A,1375394,1.185096,t003_0_1
3A,1285262,1.185096,t003_0_1
4A,1309996,1.185096,t003_0_1
5A,751257,1.185096,t003_0_1
6A,627524,1.185096,t003_0_1
7A,695422,1.185096,t003_0_1
8A,686489,1.185096,t003_0_1
9A,1126731,1.185096,t003_0_1
10A,1254217,1.185096,t003_0_1
11A,1256130,1.185096,t003_0_1
12A,1311769,1.185096,t003_0_1
13A,1350894,1.185096,t003_0_1
14A,1738940,1.185096,t003_0_1
15A,1349697,1.185096,t003_0_1
16A,1113799,1.185096,t003_0_1
17A,751540,1.185096,t003_0_1
18A,831050,1.185096,t003_0_1
19A,710976,1.185096,t003_0_1
20A,284511,1.185096,t003_0_1
1A,1222237,1.777644,t004_0_1
2A,1415872,1.777644,t004_0_1
3A,1337094,1.777644,t004_0_1
4A,1360272,1.777644,t004_0_1
5A,703007,1.777644,t004_0_1
6A,636085,1.777644,t004_0_1
7A,699952,1.777644,t004_0_1
8A,694666,1.777644,t004_0_1
9A,1128334,1.777644,t004_0_1
10A,1255993,1.777644,t004_0_1
11A,1255932,1.777644,t004_0_1
12A,1299692,1.777644,t004_0_1
13A,1337065,1.777644,t004_0_1
14A,1735985,1.777644,t004_0_1
15A,1367790,1.777644,t004_0_1
16A,1071278,1.777644,t004_0_1
17A,734883,1.777644,t004_0_1
18A,823367,1.777644,t004_0_1
19A,699736,1.777644,t004_0_1
20A,284860,1.777644,t004_0_1
1A,1228816,2.370192,t005_0_1
2A,1481450,2.370192,t005_0_1
3A,1366575,2.370192,t005_0_1
4A,1376667,2.370192,t005_0_1
5A,630451,2.370192,t005_0_1
6A,642800,2.370192,t005_0_1
7A,703306,2.370192,t005_0_1
8A,688610,2.370192,t005_0_1
9A,1123450,2.370192,t005_0_1
10A,1255330,2.370192,t005_0_1
11A,1251565,2.370192,t005_0_1
12A,1288804,2.370192,t005_0_1
13A,1339240,2.370192,t005_0_1
14A,1743129,2.370192,t005_0_1
15A,1387109,2.370192,t005_0_1
16A,1066497,2.370192,t005_0_1
17A,745944,2.370192,t005_0_1
18A,811336,2.370192,t005_0_1
19A,683070,2.370192,t005_0_1
20A,282605,2.370192,t005_0_1
1A,1276735,2.96274,t006_0_1
2A,1552816,2.96274,t006_0_1
3A,1376208,2.96274,t006_0_1
4A,1355609,2.96274,t006_0_1
5A,599766,2.96274,t006_0_1
6A,651014,2.96274,t006_0_1
7A,697361,2.96274,t006_0_1
8A,682528,2.96274,t006_0_1
9A,1119204,2.96274,t006_0_1
10A,1250469,2.96274,t006_0_1
11A,1249426,2.96274,t006_0_1
12A,1270868,2.96274,t006_0_1
13A,1331156,2.96274,t006_0_1
14A,1739877,2.96274,t006_0_1
15A,1345141,2.96274,t006_0_1
16A,1034184,2.96274,t006_0_1
17A,723843,2.96274,t006_0_1
18A,806881,2.96274,t006_0_1
19A,674526,2.96274,t006_0_1
20A,284184,2.96274,t006_0_1
1A,1323910,3.555288,t007_0_1
2A,1622345,3.555288,t007_0_1
3A,1425951,3.555288,t007_0_1
4A,1316049,3.555288,t007_0_1
5A,596475,3.555288,t007_0_1
6A,653948,3.555288,t007_0_1
7A,697427,3.555288,t007_0_1
8A,692975,3.555288,t007_0_1
9A,1117845,3.555288,t007_0_1
10A,1257456,3.555288,t007_0_1
11A,1259672,3.555288,t007_0_1
12A,1289871,3.555288,t007_0_1
13A,1360926,3.555288,t007_0_1
14A,1765432,3.555288,t007_0_1
15A,1362344,3.555288,t007_0_1
16A,1041723,3.555288,t007_0_1
17A,730124,3.555288,t007_0_1
18A,819964,3.555288,t007_0_1
19A,679428,3.555288,t007_0_1
20A,283523,3.555288,t007_0_1
1A,1404899,4.147836,t008_0_1
2A,1703189,4.147836,t008_0_1
3A,1433042,4.147836,t008_0_1
4A,1264306,4.147836,t008_0_1
5A,609918,4.147836,t008_0_1
6A,664442,4.147836,t008_0_1
7A,701494,4.147836,t008_0_1
8A,682771,4.147836,t008_0_1
9A,1112705,4.147836,t008_0_1
10A,1259373,4.147836,t008_0_1
11A,1237438,4.147836,t008_0_1
12A,1270595,4.147836,t008_0_1
13A,1352409,4.147836,t008_0_1
14A,1750161,4.147836,t008_0_1
15A,1355780,4.147836,t008_0_1
16A,1060064,4.147836,t008_0_1
17A,731252,4.147836,t008_0_1
18A,807849,4.147836,t008_0_1
19A,673905,4.147836,t008_0_1
