ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,2651086.000000,1583.683393,4095.000000,27.000000,4068.000000,1664.361136,4993.083408,1950472.000000,1165.156511,1754.000000,297.000000,1457.000000,387.167439,1161.502316,0.000000,t001_0_1
2A,2031385.000000,1213.491637,4095.000000,27.000000,4068.000000,1460.336582,4381.009745,1899229.000000,1134.545400,1741.000000,325.000000,1416.000000,361.958585,1085.875755,0.000000,t001_0_1
3A,1653690.000000,987.867384,4095.000000,29.000000,4066.000000,1299.478028,3898.434085,1721029.000000,1028.093787,1658.000000,310.000000,1348.000000,391.658170,1174.974510,0.000000,t001_0_1
4A,1484220.000000,886.630824,4095.000000,27.000000,4068.000000,1344.127847,4032.383542,1899920.000000,1134.958184,1623.000000,338.000000,1285.000000,353.746626,1061.239879,0.000000,t001_0_1
5A,1547339.000000,924.336320,4095.000000,27.000000,4068.000000,1395.940380,4187.821140,1819223.000000,1086.752091,1601.000000,300.000000,1301.000000,376.632353,1129.897060,0.000000,t001_0_1
6A,2112974.000000,1262.230585,4095.000000,27.000000,4068.000000,1628.327624,4884.982871,1565904.000000,935.426523,1644.000000,253.000000,1391.000000,457.768651,1373.305954,0.000000,t001_0_1
7A,1988848.000000,1188.081243,4095.000000,28.000000,4067.000000,1594.435864,4783.307593,1933656.000000,1155.111111,1694.000000,285.000000,1409.000000,359.686686,1079.060058,0.000000,t001_0_1
8A,1724221.000000,1030.000597,4095.000000,27.000000,4068.000000,1429.838334,4289.515003,2011911.000000,1201.858423,1704.000000,490.000000,1214.000000,249.519392,748.558175,0.000000,t001_0_1
9A,949758.000000,567.358423,4095.000000,28.000000,4067.000000,705.457153,2116.371460,2459123.000000,1469.010155,1799.000000,601.000000,1198.000000,172.857212,518.571636,0.000000,t001_0_1
10A,592386.000000,353.874552,1202.000000,28.000000,1174.000000,227.928752,683.786256,2649074.000000,1582.481481,1807.000000,1318.000000,489.000000,61.061527,183.184582,0.000000,t001_0_1
11A,128835.000000,76.962366,329.000000,24.000000,305.000000,46.177587,138.532761,2949761.000000,1762.103345,1809.000000,1705.000000,104.000000,15.505175,46.515526,0.000000,t001_0_1
1A,2643146.000000,1578.940263,4095.000000,28.000000,4067.000000,1661.494339,4984.483016,1944694.000000,1161.704898,1747.000000,298.000000,1449.000000,387.853145,1163.559436,0.363660,t002_0_1
2A,2032780.000000,1214.324970,4095.000000,27.000000,4068.000000,1457.756661,4373.269984,1923609.000000,1149.109319,1741.000000,331.000000,1410.000000,363.810312,1091.430937,0.363660,t002_0_1
3A,1644915.000000,982.625448,4095.000000,30.000000,4065.000000,1298.140937,3894.422810,1735113.000000,1036.507168,1663.000000,320.000000,1343.000000,386.053239,1158.159716,0.363660,t002_0_1
4A,1468407.000000,877.184588,4095.000000,27.000000,4068.000000,1328.424255,3985.272766,1873398.000000,1119.114695,1639.000000,344.000000,1295.000000,351.252340,1053.757021,0.363660,t002_0_1
5A,1546778.000000,924.001195,4095.000000,27.000000,4068.000000,1389.863311,4169.589932,1844883.000000,1102.080645,1615.000000,279.000000,1336.000000,380.553408,1141.660223,0.363660,t002_0_1
6A,2083683.000000,1244.732975,4095.000000,27.000000,4068.000000,1620.673724,4862.021173,1540439.000000,920.214456,1651.000000,257.000000,1394.000000,453.352763,1360.058289,0.363660,t002_0_1
7A,1948098.000000,1163.738351,4095.000000,27.000000,4068.000000,1571.197140,4713.591419,1844833.000000,1102.050777,1648.000000,285.000000,1363.000000,345.759820,1037.279461,0.363660,t002_0_1
8A,1734849.000000,1036.349462,4095.000000,26.000000,4069.000000,1434.321371,4302.964114,2024043.000000,1209.105735,1704.000000,493.000000,1211.000000,239.572678,718.718035,0.363660,t002_0_1
9A,981903.000000,586.560932,4095.000000,27.000000,4068.000000,732.811794,2198.435382,2429123.000000,1451.089008,1814.000000,596.000000,1218.000000,168.726444,506.179331,0.363660,t002_0_1
10A,584866.000000,349.382318,1337.000000,27.000000,1310.000000,227.431110,682.293331,2651704.000000,1584.052569,1808.000000,1322.000000,486.000000,62.264061,186.792182,0.363660,t002_0_1
11A,128536.000000,76.783751,503.000000,26.000000,477.000000,47.581030,142.743090,2953467.000000,1764.317204,1818.000000,1705.000000,113.000000,14.693657,44.080972,0.363660,t002_0_1
1A,2660177.000000,1589.114098,4095.000000,26.000000,4069.000000,1665.948072,4997.844215,1951219.000000,1165.602748,1750.000000,298.000000,1452.000000,386.890146,1160.670438,0.727320,t003_0_1
2A,2034820.000000,1215.543608,4095.000000,29.000000,4066.000000,1456.043668,4368.131004,1913060.000000,1142.807646,1745.000000,333.000000,1412.000000,355.060607,1065.181821,0.727320,t003_0_1
3A,1634747.000000,976.551374,4095.000000,29.000000,4066.000000,1289.624863,3868.874588,1732131.000000,1034.725806,1665.000000,317.000000,1348.000000,387.030489,1161.091466,0.727320,t003_0_1
4A,1462243.000000,873.502389,4095.000000,27.000000,4068.000000,1327.408228,3982.224685,1899468.000000,1134.688172,1629.000000,358.000000,1271.000000,338.383692,1015.151075,0.727320,t003_0_1
5A,1554129.000000,928.392473,4095.000000,26.000000,4069.000000,1386.818005,4160.454015,1879016.000000,1122.470729,1739.000000,292.000000,1447.000000,387.415431,1162.246293,0.727320,t003_0_1
6A,2093494.000000,1250.593787,4095.000000,26.000000,4069.000000,1623.157241,4869.471723,1546053.000000,923.568100,1649.000000,260.000000,1389.000000,452.231036,1356.693107,0.727320,t003_0_1
7A,1995173.000000,1191.859618,4095.000000,26.000000,4069.000000,1595.238050,4785.714149,1896924.000000,1133.168459,1636.000000,290.000000,1346.000000,358.181764,1074.545291,0.727320,t003_0_1
8A,1733848.000000,1035.751493,4095.000000,26.000000,4069.000000,1439.846057,4319.538171,1986929.000000,1186.934886,1716.000000,492.000000,1224.000000,233.781428,701.344285,0.727320,t003_0_1
9A,979815.000000,585.313620,4095.000000,27.000000,4068.000000,741.624038,2224.872115,2406477.000000,1437.560932,1798.000000,610.000000,1188.000000,185.626950,556.880850,0.727320,t003_0_1
10A,596076.000000,356.078853,1454.000000,28.000000,1426.000000,239.485140,718.455421,2657916.000000,1587.763441,1822.000000,1353.000000,469.000000,64.009400,192.028200,0.727320,t003_0_1
11A,130771.000000,78.118877,318.000000,27.000000,291.000000,47.033703,141.101110,2960053.000000,1768.251493,1810.000000,1717.000000,93.000000,14.156725,42.470174,0.727320,t003_0_1
1A,2635351.000000,1574.283751,4095.000000,26.000000,4069.000000,1656.575029,4969.725086,1924328.000000,1149.538829,1762.000000,303.000000,1459.000000,385.332084,1155.996251,1.090980,t004_0_1
2A,2023064.000000,1208.520908,4095.000000,26.000000,4069.000000,1449.721575,4349.164726,1928236.000000,1151.873357,1742.000000,329.000000,1413.000000,357.924319,1073.772956,1.090980,t004_0_1
3A,1647485.000000,984.160693,4095.000000,28.000000,4067.000000,1290.534359,3871.603076,1742801.000000,1041.099761,1659.000000,312.000000,1347.000000,390.204545,1170.613635,1.090980,t004_0_1
4A,1491531.000000,890.998208,4095.000000,27.000000,4068.000000,1343.252008,4029.756023,1916764.000000,1145.020311,1610.000000,346.000000,1264.000000,356.591590,1069.774771,1.090980,t004_0_1
5A,1546066.000000,923.575866,4095.000000,27.000000,4068.000000,1384.829454,4154.488361,1820069.000000,1087.257467,1610.000000,280.000000,1330.000000,381.855193,1145.565579,1.090980,t004_0_1
6A,2089685.000000,1248.318399,4095.000000,27.000000,4068.000000,1621.438507,4864.315521,1567803.000000,936.560932,1654.000000,261.000000,1393.000000,454.091018,1362.273054,1.090980,t004_0_1
7A,1994371.000000,1191.380526,4095.000000,28.000000,4067.000000,1593.454129,4780.362387,1938355.000000,1157.918160,1688.000000,288.000000,1400.000000,368.987699,1106.963098,1.090980,t004_0_1
8A,1742217.000000,1040.750896,4095.000000,27.000000,4068.000000,1439.840460,4319.521381,1993827.000000,1191.055556,1710.000000,493.000000,1217.000000,246.091264,738.273792,1.090980,t004_0_1
9A,985625.000000,588.784349,4095.000000,29.000000,4066.000000,732.415922,2197.247767,2424506.000000,1448.330944,1794.000000,590.000000,1204.000000,178.424756,535.274267,1.090980,t004_0_1
10A,608772.000000,363.663082,1475.000000,29.000000,1446.000000,237.744851,713.234552,2657118.000000,1587.286738,1841.000000,1379.000000,462.000000,64.897541,194.692622,1.090980,t004_0_1
11A,131214.000000,78.383513,303.000000,26.000000,277.000000,47.131402,141.394206,2956822.000000,1766.321386,1806.000000,1715.000000,91.000000,14.189431,42.568294,1.090980,t004_0_1
1A,2645767.000000,1580.505974,4095.000000,28.000000,4067.000000,1666.199402,4998.598207,1945537.000000,1162.208483,1757.000000,303.000000,1454.000000,388.832310,1166.496930,1.454640,t005_0_1
2A,2018850.000000,1206.003584,4095.000000,27.000000,4068.000000,1453.751887,4361.255660,1950237.000000,1165.016129,1740.000000,339.000000,1401.000000,358.818970,1076.456909,1.454640,t005_0_1
3A,1653602.000000,987.814815,4095.000000,29.000000,4066.000000,1290.148616,3870.445849,1756184.000000,1049.094385,1662.000000,324.000000,1338.000000,390.784330,1172.352990,1.454640,t005_0_1
4A,1470556.000000,878.468339,4095.000000,27.000000,4068.000000,1342.808816,4028.426448,1898583.000000,1134.159498,1639.000000,354.000000,1285.000000,339.390131,1018.170393,1.454640,t005_0_1
5A,1544664.000000,922.738351,4095.000000,27.000000,4068.000000,1386.889134,4160.667401,1831135.000000,1093.867981,1603.000000,280.000000,1323.000000,383.507230,1150.521691,1.454640,t005_0_1
6A,2101636.000000,1255.457587,4095.000000,27.000000,4068.000000,1628.328661,4884.985983,1576948.000000,942.023895,1655.000000,255.000000,1400.000000,460.705939,1382.117818,1.454640,t005_0_1
7A,1996801.000000,1192.832139,4095.000000,25.000000,4070.000000,1592.630893,4777.892680,1890220.000000,1129.163680,1663.000000,282.000000,1381.000000,366.436581,1099.309742,1.454640,t005_0_1
8A,1730920.000000,1034.002389,4095.000000,28.000000,4067.000000,1438.876060,4316.628181,2039435.000000,1218.300478,1700.000000,487.000000,1213.000000,241.875231,725.625692,1.454640,t005_0_1
9A,999393.000000,597.008961,4095.000000,26.000000,4069.000000,750.672839,2252.018517,2451722.000000,1464.589008,1787.000000,598.000000,1189.000000,175.682165,527.046494,1.454640,t005_0_1
10A,637903.000000,381.065114,1467.000000,29.000000,1438.000000,248.709148,746.127443,2649944.000000,1583.001195,1813.000000,1394.000000,419.000000,63.083785,189.251355,1.454640,t005_0_1
11A,127369.000000,76.086619,274.000000,26.000000,248.000000,45.335115,136.005345,2951885.000000,1763.372162,1801.000000,1703.000000,98.000000,14.352266,43.056798,1.454640,t005_0_1
1A,2645434.000000,1580.307049,4095.000000,25.000000,4070.000000,1664.817997,4994.453991,1952124.000000,1166.143369,1753.000000,298.000000,1455.000000,388.177566,1164.532699,1.818300,t006_0_1
2A,2030117.000000,1212.734170,4095.000000,28.000000,4067.000000,1458.052423,4374.157270,1962529.000000,1172.359020,1747.000000,344.000000,1403.000000,379.785476,1139.356428,1.818300,t006_0_1
3A,1642174.000000,980.988053,4095.000000,28.000000,4067.000000,1293.888443,3881.665329,1761366.000000,1052.189964,1664.000000,320.000000,1344.000000,398.337856,1195.013568,1.818300,t006_0_1
4A,1499674.000000,895.862605,4095.000000,26.000000,4069.000000,1346.097668,4038.293004,1953837.000000,1167.166667,1628.000000,332.000000,1296.000000,359.206863,1077.620588,1.818300,t006_0_1
5A,1536412.000000,917.808841,4095.000000,27.000000,4068.000000,1385.856836,4157.570507,1814784.000000,1084.100358,1611.000000,288.000000,1323.000000,390.059026,1170.177078,1.818300,t006_0_1
6A,2090921.000000,1249.056750,4095.000000,27.000000,4068.000000,1618.653077,4855.959231,1579654.000000,943.640382,1656.000000,255.000000,1401.000000,463.845508,1391.536525,1.818300,t006_0_1
7A,2002317.000000,1196.127240,4095.000000,25.000000,4070.000000,1594.679214,4784.037641,1900814.000000,1135.492234,1691.000000,287.000000,1404.000000,365.558232,1096.674696,1.818300,t006_0_1
8A,1748911.000000,1044.749701,4095.000000,26.000000,4069.000000,1435.354577,4306.063730,2025133.000000,1209.756870,1720.000000,483.000000,1237.000000,252.506893,757.520680,1.818300,t006_0_1
9A,1004800.000000,600.238949,4095.000000,27.000000,4068.000000,753.813725,2261.441174,2434000.000000,1454.002389,1777.000000,604.000000,1173.000000,189.611875,568.835624,1.818300,t006_0_1
10A,626261.000000,374.110514,1544.000000,28.000000,1516.000000,245.097080,735.291240,2657489.000000,1587.508363,1819.000000,1391.000000,428.000000,63.666040,190.998119,1.818300,t006_0_1
11A,132009.000000,78.858423,311.000000,26.000000,285.000000,45.955588,137.866763,2954350.000000,1764.844683,1807.000000,1704.000000,103.000000,14.773511,44.320534,1.818300,t006_0_1
1A,2652418.000000,1584.479092,4095.000000,27.000000,4068.000000,1665.755552,4997.266655,1947912.000000,1163.627240,1747.000000,296.000000,1451.000000,388.003852,1164.011555,2.181960,t007_0_1
2A,2019290.000000,1206.266428,4095.000000,26.000000,4069.000000,1454.675477,4364.026431,1943700.000000,1161.111111,1740.000000,332.000000,1408.000000,371.354834,1114.064503,2.181960,t007_0_1
3A,1633996.000000,976.102748,4095.000000,28.000000,4067.000000,1297.389710,3892.169130,1753233.000000,1047.331541,1660.000000,324.000000,1336.000000,393.480776,1180.442329,2.181960,t007_0_1
4A,1479939.000000,884.073477,4095.000000,28.000000,4067.000000,1336.007899,4008.023697,1990856.000000,1189.280765,1630.000000,334.000000,1296.000000,357.572155,1072.716464,2.181960,t007_0_1
5A,1550051.000000,925.956392,4095.000000,28.000000,4067.000000,1385.043846,4155.131539,1849372.000000,1104.762246,1721.000000,290.000000,1431.000000,390.041587,1170.124760,2.181960,t007_0_1
6A,2094234.000000,1251.035842,4095.000000,26.000000,4069.000000,1628.464971,4885.394912,1548570.000000,925.071685,1661.000000,249.000000,1412.000000,451.793079,1355.379238,2.181960,t007_0_1
7A,1996726.000000,1192.787336,4095.000000,25.000000,4070.000000,1590.205827,4770.617480,1904784.000000,1137.863799,1648.000000,282.000000,1366.000000,362.883536,1088.650607,2.181960,t007_0_1
8A,1768972.000000,1056.733572,4095.000000,27.000000,4068.000000,1451.438437,4354.315312,1990197.000000,1188.887097,1715.000000,500.000000,1215.000000,231.733158,695.199475,2.181960,t007_0_1
9A,1017698.000000,607.943847,4095.000000,26.000000,4069.000000,777.491176,2332.473528,2453889.000000,1465.883513,1771.000000,577.000000,1194.000000,177.807919,533.423757,2.181960,t007_0_1
10A,637770.000000,380.985663,1356.000000,29.000000,1327.000000,237.736629,713.209887,2658358.000000,1588.027479,1844.000000,1368.000000,476.000000,63.026548,189.079643,2.181960,t007_0_1
11A,133573.000000,79.792712,310.000000,25.000000,285.000000,46.098623,138.295870,2949729.000000,1762.084229,1809.000000,1703.000000,106.000000,15.093676,45.281029,2.181960,t007_0_1
1A,2651362.000000,1583.848268,4095.000000,27.000000,4068.000000,1663.989864,4991.969592,1952430.000000,1166.326165,1766.000000,301.000000,1465.000000,386.695903,1160.087710,2.545620,t008_0_1
2A,2027720.000000,1211.302270,4095.000000,25.000000,4070.000000,1452.725338,4358.176015,1901972.000000,1136.183990,1738.000000,335.000000,1403.000000,355.870791,1067.612373,2.545620,t008_0_1
3A,1651738.000000,986.701314,4095.000000,28.000000,4067.000000,1294.009673,3882.029018,1730876.000000,1033.976105,1672.000000,326.000000,1346.000000,382.660837,1147.982510,2.545620,t008_0_1
4A,1468820.000000,877.431302,4095.000000,28.000000,4067.000000,1333.838325,4001.514974,1911788.000000,1142.047790,1627.000000,347.000000,1280.000000,341.434073,1024.302218,2.545620,t008_0_1
5A,1557033.000000,930.127240,4095.000000,26.000000,4069.000000,1396.310062,4188.930185,1854448.000000,1107.794504,1619.000000,305.000000,1314.000000,373.745458,1121.236374,2.545620,t008_0_1
6A,2098091.000000,1253.339904,4095.000000,26.000000,4069.000000,1625.357724,4876.073171,1610461.000000,962.043608,1664.000000,260.000000,1404.000000,475.167113,1425.501338,2.545620,t008_0_1
7A,1995518.000000,1192.065711,4095.000000,28.000000,4067.000000,1595.626171,4786.878514,1947110.000000,1163.148148,1687.000000,281.000000,1406.000000,371.215136,1113.645407,2.545620,t008_0_1
