ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,1827527.000000,1091.712664,4095.000000,28.000000,4067.000000,968.413587,2905.240762,2358975.000000,1409.184588,1865.000000,340.000000,1525.000000,378.803616,1136.410847,0.000000,t001_0_1
2A,974897.000000,582.375747,2757.000000,29.000000,2728.000000,524.973704,1574.921112,1572506.000000,939.370370,1915.000000,265.000000,1650.000000,474.770565,1424.311696,0.000000,t001_0_1
3A,965638.000000,576.844683,3570.000000,27.000000,3543.000000,648.174571,1944.523713,2013645.000000,1202.894265,1923.000000,334.000000,1589.000000,389.811861,1169.435583,0.000000,t001_0_1
4A,941363.000000,562.343489,3918.000000,27.000000,3891.000000,627.801088,1883.403265,2549678.000000,1523.105137,1858.000000,640.000000,1218.000000,273.548335,820.645004,0.000000,t001_0_1
5A,1565422.000000,935.138590,4095.000000,27.000000,4068.000000,990.532040,2971.596119,2382181.000000,1423.047192,1902.000000,397.000000,1505.000000,325.986604,977.959812,0.000000,t001_0_1
6A,1519244.000000,907.553166,3416.000000,32.000000,3384.000000,856.614352,2569.843056,2183835.000000,1304.560932,1884.000000,376.000000,1508.000000,421.457459,1264.372377,0.000000,t001_0_1
7A,778164.000000,464.853047,2773.000000,30.000000,2743.000000,357.856495,1073.569485,2562031.000000,1530.484468,1946.000000,655.000000,1291.000000,233.827812,701.483436,0.000000,t001_0_1
8A,1148538.000000,686.103943,2780.000000,29.000000,2751.000000,526.253554,1578.760661,2664597.000000,1591.754480,1916.000000,1218.000000,698.000000,120.631334,361.894003,0.000000,t001_0_1
9A,1689086.000000,1009.011947,3301.000000,28.000000,3273.000000,819.962287,2459.886860,2656330.000000,1586.816010,1925.000000,1180.000000,745.000000,146.095956,438.287867,0.000000,t001_0_1
10A,1602066.000000,957.028674,3909.000000,32.000000,3877.000000,687.654914,2062.964743,2681647.000000,1601.939665,1920.000000,1195.000000,725.000000,122.244156,366.732469,0.000000,t001_0_1
11A,206527.000000,123.373357,523.000000,28.000000,495.000000,66.745328,200.235985,3111621.000000,1858.793907,1917.000000,1739.000000,178.000000,24.153728,72.461183,0.000000,t001_0_1
1A,1816746.000000,1085.272401,4095.000000,29.000000,4066.000000,961.293294,2883.879883,2360402.000000,1410.037037,1873.000000,343.000000,1530.000000,378.933099,1136.799298,0.363660,t002_0_1
2A,975519.000000,582.747312,2955.000000,29.000000,2926.000000,531.636955,1594.910865,1599519.000000,955.507168,1912.000000,267.000000,1645.000000,471.858317,1415.574951,0.363660,t002_0_1
3A,959362.000000,573.095579,4063.000000,30.000000,4033.000000,646.224673,1938.674019,2003143.000000,1196.620669,1926.000000,324.000000,1602.000000,394.240126,1182.720379,0.363660,t002_0_1
4A,956550.000000,571.415771,4095.000000,28.000000,4067.000000,650.576773,1951.730319,2550386.000000,1523.528076,1867.000000,655.000000,1212.000000,272.023377,816.070131,0.363660,t002_0_1
