ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,1234402.000000,737.396655,4095.000000,25.000000,4070.000000,734.814441,2204.443322,2173629.000000,1298.464158,1863.000000,236.000000,1627.000000,458.954595,1376.863785,0.000000,t001_0_1
2A,1282593.000000,766.184588,4089.000000,26.000000,4063.000000,738.373961,2215.121883,2011492.000000,1201.608124,1909.000000,245.000000,1664.000000,496.965354,1490.896063,0.000000,t001_0_1
3A,1439658.000000,860.010753,4095.000000,28.000000,4067.000000,820.183249,2460.549748,2152942.000000,1286.106332,1855.000000,281.000000,1574.000000,437.346450,1312.039349,0.000000,t001_0_1
4A,1108435.000000,662.147551,4095.000000,28.000000,4067.000000,626.332554,1878.997663,2267137.000000,1354.323178,1854.000000,301.000000,1553.000000,386.281756,1158.845268,0.000000,t001_0_1
5A,669153.000000,399.732975,2921.000000,28.000000,2893.000000,355.816820,1067.450459,2206308.000000,1317.985663,1848.000000,269.000000,1579.000000,450.058197,1350.174592,0.000000,t001_0_1
6A,686170.000000,409.898447,4095.000000,28.000000,4067.000000,381.367284,1144.101852,2292401.000000,1369.415173,1909.000000,303.000000,1606.000000,407.803230,1223.409691,0.000000,t001_0_1
7A,527970.000000,315.394265,1761.000000,27.000000,1734.000000,236.017875,708.053624,2448123.000000,1462.439068,1896.000000,437.000000,1459.000000,338.207317,1014.621950,0.000000,t001_0_1
8A,522916.000000,312.375149,1272.000000,27.000000,1245.000000,180.861361,542.584082,2552679.000000,1524.897849,2001.000000,549.000000,1452.000000,241.618121,724.854363,0.000000,t001_0_1
9A,595678.000000,355.841099,1601.000000,29.000000,1572.000000,185.068901,555.206702,2797804.000000,1671.328554,2010.000000,1277.000000,733.000000,92.207260,276.621780,0.000000,t001_0_1
10A,616406.000000,368.223417,2047.000000,28.000000,2019.000000,220.935037,662.805111,2762963.000000,1650.515532,1953.000000,1346.000000,607.000000,84.087917,252.263752,0.000000,t001_0_1
11A,175491.000000,104.833333,444.000000,26.000000,418.000000,61.452085,184.356254,3098389.000000,1850.889486,1922.000000,1797.000000,125.000000,20.248199,60.744598,0.000000,t001_0_1
1A,1245811.000000,744.212067,4095.000000,27.000000,4068.000000,743.080051,2229.240152,2168335.000000,1295.301673,1854.000000,231.000000,1623.000000,459.484978,1378.454933,0.469376,t002_0_1
2A,1271088.000000,759.311828,3834.000000,28.000000,3806.000000,717.190345,2151.571035,2006670.000000,1198.727599,1904.000000,250.000000,1654.000000,494.270699,1482.812098,0.469376,t002_0_1
3A,1420126.000000,848.342891,4095.000000,29.000000,4066.000000,811.868565,2435.605695,2138155.000000,1277.272999,1849.000000,281.000000,1568.000000,415.163517,1245.490550,0.469376,t002_0_1
4A,1114540.000000,665.794504,4095.000000,27.000000,4068.000000,623.517999,1870.553997,2273485.000000,1358.115293,1852.000000,289.000000,1563.000000,382.622600,1147.867801,0.469376,t002_0_1
5A,674677.000000,403.032855,2769.000000,29.000000,2740.000000,360.297001,1080.891003,2221846.000000,1327.267622,1853.000000,262.000000,1591.000000,448.631475,1345.894426,0.469376,t002_0_1
6A,680915.000000,406.759259,4095.000000,27.000000,4068.000000,372.485903,1117.457709,2267530.000000,1354.557945,1913.000000,301.000000,1612.000000,385.805038,1157.415114,0.469376,t002_0_1
7A,534500.000000,319.295102,1590.000000,27.000000,1563.000000,239.950067,719.850202,2448644.000000,1462.750299,1896.000000,432.000000,1464.000000,332.816181,998.448543,0.469376,t002_0_1
8A,518843.000000,309.942055,1382.000000,28.000000,1354.000000,184.235233,552.705698,2537467.000000,1515.810633,1985.000000,558.000000,1427.000000,244.948088,734.844263,0.469376,t002_0_1
9A,592565.000000,353.981481,1378.000000,29.000000,1349.000000,184.175181,552.525543,2784160.000000,1663.178017,2012.000000,1272.000000,740.000000,92.046710,276.140129,0.469376,t002_0_1
10A,639391.000000,381.954002,2241.000000,27.000000,2214.000000,225.986220,677.958659,2753693.000000,1644.977897,1932.000000,1316.000000,616.000000,82.701050,248.103150,0.469376,t002_0_1
11A,172238.000000,102.890084,404.000000,26.000000,378.000000,60.261536,180.784607,3084541.000000,1842.617085,1921.000000,1784.000000,137.000000,20.384265,61.152794,0.469376,t002_0_1
1A,1222639.000000,730.369773,4095.000000,29.000000,4066.000000,733.810514,2201.431541,2162661.000000,1291.912186,1861.000000,241.000000,1620.000000,459.647747,1378.943241,0.938752,t003_0_1
2A,1294270.000000,773.160096,4095.000000,29.000000,4066.000000,732.413002,2197.239007,2013521.000000,1202.820191,1907.000000,252.000000,1655.000000,490.291877,1470.875631,0.938752,t003_0_1
3A,1417906.000000,847.016726,4095.000000,27.000000,4068.000000,798.668909,2396.006727,2157466.000000,1288.808841,1847.000000,281.000000,1566.000000,419.237634,1257.712903,0.938752,t003_0_1
4A,1124272.000000,671.608124,4095.000000,27.000000,4068.000000,630.296550,1890.889651,2273479.000000,1358.111708,1856.000000,298.000000,1558.000000,386.059550,1158.178650,0.938752,t003_0_1
5A,664514.000000,396.961768,3443.000000,26.000000,3417.000000,365.441025,1096.323076,2171872.000000,1297.414576,1843.000000,257.000000,1586.000000,451.944059,1355.832178,0.938752,t003_0_1
6A,692330.000000,413.578256,4095.000000,29.000000,4066.000000,384.956511,1154.869532,2309797.000000,1379.807049,1909.000000,298.000000,1611.000000,398.386317,1195.158951,0.938752,t003_0_1
7A,536276.000000,320.356033,1932.000000,26.000000,1906.000000,241.674072,725.022216,2442679.000000,1459.186977,1899.000000,437.000000,1462.000000,336.236839,1008.710516,0.938752,t003_0_1
8A,498723.000000,297.922939,1300.000000,25.000000,1275.000000,181.987046,545.961139,2525011.000000,1508.369773,1990.000000,549.000000,1441.000000,240.143921,720.431763,0.938752,t003_0_1
9A,592272.000000,353.806452,1204.000000,29.000000,1175.000000,183.525083,550.575248,2788444.000000,1665.737157,2026.000000,1284.000000,742.000000,90.342857,271.028570,0.938752,t003_0_1
10A,621495.000000,371.263441,1801.000000,28.000000,1773.000000,224.492749,673.478248,2760951.000000,1649.313620,1933.000000,1224.000000,709.000000,83.628161,250.884482,0.938752,t003_0_1
11A,175758.000000,104.992832,527.000000,25.000000,502.000000,60.456517,181.369550,3091131.000000,1846.553763,1928.000000,1776.000000,152.000000,20.781472,62.344415,0.938752,t003_0_1
1A,1215871.000000,726.326762,4095.000000,29.000000,4066.000000,746.602590,2239.807769,2136059.000000,1276.020908,1801.000000,241.000000,1560.000000,447.623539,1342.870618,1.408128,t004_0_1
2A,1270755.000000,759.112903,3738.000000,27.000000,3711.000000,723.237910,2169.713731,2011054.000000,1201.346476,1912.000000,254.000000,1658.000000,489.406495,1468.219485,1.408128,t004_0_1
3A,1416683.000000,846.286141,4095.000000,28.000000,4067.000000,804.134967,2412.404901,2141813.000000,1279.458184,1843.000000,288.000000,1555.000000,415.386315,1246.158945,1.408128,t004_0_1
4A,1095522.000000,654.433692,4095.000000,28.000000,4067.000000,619.528225,1858.584675,2291356.000000,1368.790920,1857.000000,292.000000,1565.000000,377.566281,1132.698844,1.408128,t004_0_1
5A,670475.000000,400.522700,3337.000000,29.000000,3308.000000,361.823148,1085.469443,2214082.000000,1322.629630,1841.000000,263.000000,1578.000000,449.298721,1347.896163,1.408128,t004_0_1
6A,700881.000000,418.686380,4095.000000,28.000000,4067.000000,389.973628,1169.920883,2326115.000000,1389.554958,1908.000000,302.000000,1606.000000,390.045907,1170.137722,1.408128,t004_0_1
7A,527304.000000,314.996416,1762.000000,26.000000,1736.000000,238.617704,715.853112,2382182.000000,1423.047790,1899.000000,432.000000,1467.000000,346.858072,1040.574216,1.408128,t004_0_1
8A,506647.000000,302.656511,1338.000000,25.000000,1313.000000,176.705185,530.115556,2592615.000000,1548.754480,1989.000000,542.000000,1447.000000,253.329938,759.989813,1.408128,t004_0_1
9A,583088.000000,348.320191,1312.000000,29.000000,1283.000000,177.557550,532.672650,2785489.000000,1663.971924,2005.000000,1317.000000,688.000000,90.357116,271.071348,1.408128,t004_0_1
10A,618702.000000,369.594982,1878.000000,28.000000,1850.000000,219.531141,658.593424,2757502.000000,1647.253286,1924.000000,1225.000000,699.000000,84.624120,253.872360,1.408128,t004_0_1
11A,175949.000000,105.106930,435.000000,27.000000,408.000000,60.072178,180.216534,3088216.000000,1844.812425,1920.000000,1785.000000,135.000000,20.263101,60.789302,1.408128,t004_0_1
1A,1241475.000000,741.621864,4095.000000,29.000000,4066.000000,749.329279,2247.987838,2171615.000000,1297.261051,1868.000000,240.000000,1628.000000,456.830612,1370.491837,1.877504,t005_0_1
2A,1288317.000000,769.603943,3794.000000,28.000000,3766.000000,723.822552,2171.467657,2017815.000000,1205.385305,1912.000000,255.000000,1657.000000,491.342332,1474.026995,1.877504,t005_0_1
3A,1421609.000000,849.228793,4095.000000,28.000000,4067.000000,807.391301,2422.173903,2175633.000000,1299.661290,1853.000000,280.000000,1573.000000,409.546041,1228.638124,1.877504,t005_0_1
4A,1122548.000000,670.578256,4095.000000,27.000000,4068.000000,621.353871,1864.061614,2311846.000000,1381.031063,1863.000000,300.000000,1563.000000,376.442729,1129.328186,1.877504,t005_0_1
5A,671520.000000,401.146953,2580.000000,29.000000,2551.000000,365.549142,1096.647427,2203415.000000,1316.257467,1853.000000,267.000000,1586.000000,447.001787,1341.005360,1.877504,t005_0_1
6A,693349.000000,414.186977,4095.000000,26.000000,4069.000000,386.174197,1158.522591,2316114.000000,1383.580645,1910.000000,304.000000,1606.000000,397.254801,1191.764404,1.877504,t005_0_1
