ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,908802.000000,542.892473,2317.000000,27.000000,2290.000000,454.882290,1364.646870,2666087.000000,1592.644564,2027.000000,767.000000,1260.000000,249.590979,748.772937,0.000000,t001_0_1
2A,2432167.000000,1452.907407,4095.000000,25.000000,4070.000000,1431.586987,4294.760961,2779691.000000,1660.508363,2185.000000,1037.000000,1148.000000,226.408785,679.226356,0.000000,t001_0_1
3A,2091023.000000,1249.117682,4095.000000,26.000000,4069.000000,1110.449532,3331.348597,2967524.000000,1772.714456,2342.000000,801.000000,1541.000000,276.908703,830.726109,0.000000,t001_0_1
4A,1064729.000000,636.038829,2291.000000,28.000000,2263.000000,507.921201,1523.763603,3063832.000000,1830.246117,2383.000000,652.000000,1731.000000,322.513407,967.540221,0.000000,t001_0_1
5A,745250.000000,445.191159,2134.000000,26.000000,2108.000000,294.662603,883.987808,2958238.000000,1767.167264,2388.000000,417.000000,1971.000000,481.912606,1445.737817,0.000000,t001_0_1
6A,1941342.000000,1159.702509,4095.000000,29.000000,4066.000000,1103.188788,3309.566365,3055859.000000,1825.483274,2383.000000,210.000000,2173.000000,548.762102,1646.286306,0.000000,t001_0_1
7A,1963954.000000,1173.210275,4095.000000,38.000000,4057.000000,1116.661100,3349.983300,3051992.000000,1823.173238,2384.000000,278.000000,2106.000000,571.124598,1713.373795,0.000000,t001_0_1
8A,1850799.000000,1105.614695,4095.000000,32.000000,4063.000000,1136.473268,3409.419804,2972166.000000,1775.487455,2398.000000,234.000000,2164.000000,625.979294,1877.937882,0.000000,t001_0_1
9A,2056728.000000,1228.630824,4095.000000,29.000000,4066.000000,1365.982767,4097.948300,3036629.000000,1813.995818,2406.000000,222.000000,2184.000000,616.310424,1848.931271,0.000000,t001_0_1
10A,2033902.000000,1214.995221,4095.000000,29.000000,4066.000000,1291.456444,3874.369332,3020273.000000,1804.225209,2400.000000,229.000000,2171.000000,681.265228,2043.795684,0.000000,t001_0_1
11A,1845900.000000,1102.688172,4095.000000,30.000000,4065.000000,1224.561419,3673.684258,3170510.000000,1893.972521,2406.000000,244.000000,2162.000000,625.329896,1875.989687,0.000000,t001_0_1
12A,1466589.000000,876.098566,4095.000000,30.000000,4065.000000,931.285524,2793.856573,3050169.000000,1822.084229,2423.000000,219.000000,2204.000000,688.375719,2065.127158,0.000000,t001_0_1
13A,1488567.000000,889.227599,4095.000000,30.000000,4065.000000,971.821092,2915.463275,3265735.000000,1950.857228,2433.000000,302.000000,2131.000000,538.423865,1615.271596,0.000000,t001_0_1
14A,1306508.000000,780.470729,3833.000000,32.000000,3801.000000,770.640204,2311.920613,3313281.000000,1979.259857,2444.000000,325.000000,2119.000000,534.205157,1602.615470,0.000000,t001_0_1
15A,958942.000000,572.844683,2733.000000,31.000000,2702.000000,530.339001,1591.017004,3318571.000000,1982.419952,2459.000000,240.000000,2219.000000,586.795312,1760.385936,0.000000,t001_0_1
16A,666062.000000,397.886499,1715.000000,30.000000,1685.000000,264.177584,792.532752,3441495.000000,2055.851254,2462.000000,416.000000,2046.000000,512.069687,1536.209061,0.000000,t001_0_1
17A,476465.000000,284.626643,1718.000000,27.000000,1691.000000,190.029545,570.088635,3596991.000000,2148.740143,2475.000000,515.000000,1960.000000,418.241341,1254.724024,0.000000,t001_0_1
18A,370994.000000,221.621266,919.000000,26.000000,893.000000,171.080357,513.241071,3725152.000000,2225.299881,2477.000000,1085.000000,1392.000000,263.219003,789.657008,0.000000,t001_0_1
19A,465010.000000,277.783751,1106.000000,27.000000,1079.000000,201.934012,605.802035,3753001.000000,2241.936081,2458.000000,1054.000000,1404.000000,161.073824,483.221471,0.000000,t001_0_1
20A,59138.000000,35.327360,165.000000,24.000000,141.000000,13.753301,41.259903,4015212.000000,2398.573477,2438.000000,2333.000000,105.000000,11.863507,35.590522,0.000000,t001_0_1
1A,989735.000000,591.239546,2625.000000,29.000000,2596.000000,516.515680,1549.547039,2656341.000000,1586.822581,2030.000000,777.000000,1253.000000,249.467517,748.402551,0.697268,t002_0_1
2A,2576451.000000,1539.098566,4095.000000,27.000000,4068.000000,1481.751959,4445.255876,2776930.000000,1658.859020,2187.000000,1019.000000,1168.000000,224.151919,672.455758,0.697268,t002_0_1
3A,1860937.000000,1111.670848,4095.000000,27.000000,4068.000000,1003.661673,3010.985019,2977533.000000,1778.693548,2335.000000,812.000000,1523.000000,261.137231,783.411693,0.697268,t002_0_1
4A,1004790.000000,600.232975,2361.000000,27.000000,2334.000000,487.333443,1462.000329,3087069.000000,1844.127240,2385.000000,653.000000,1732.000000,335.281761,1005.845282,0.697268,t002_0_1
5A,766559.000000,457.920550,2039.000000,27.000000,2012.000000,306.780595,920.341786,2995747.000000,1789.574074,2385.000000,416.000000,1969.000000,491.400101,1474.200303,0.697268,t002_0_1
