ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,962740.000000,575.113501,2723.000000,27.000000,2696.000000,463.290807,1389.872421,1481067.000000,884.747312,1593.000000,216.000000,1377.000000,454.253592,1362.760777,0.000000,t001_0_1
2A,1353692.000000,808.657109,4095.000000,30.000000,4065.000000,785.188212,2355.564635,1443550.000000,862.335723,1575.000000,197.000000,1378.000000,428.850174,1286.550521,0.000000,t001_0_1
3A,1153260.000000,688.924731,4095.000000,27.000000,4068.000000,615.369932,1846.109796,1601089.000000,956.445042,1666.000000,233.000000,1433.000000,450.404501,1351.213504,0.000000,t001_0_1
4A,1015078.000000,606.378734,3027.000000,28.000000,2999.000000,496.383237,1489.149710,1709361.000000,1021.123656,1653.000000,331.000000,1322.000000,382.777986,1148.333958,0.000000,t001_0_1
5A,1662496.000000,993.127838,4095.000000,26.000000,4069.000000,1084.834250,3254.502749,1685277.000000,1006.736559,1758.000000,275.000000,1483.000000,444.675890,1334.027669,0.000000,t001_0_1
6A,1298591.000000,775.741338,4095.000000,28.000000,4067.000000,896.347359,2689.042076,1808324.000000,1080.241338,1759.000000,263.000000,1496.000000,390.826284,1172.478852,0.000000,t001_0_1
7A,1119832.000000,668.955795,4095.000000,28.000000,4067.000000,635.443525,1906.330575,1734718.000000,1036.271207,1756.000000,209.000000,1547.000000,386.732482,1160.197445,0.000000,t001_0_1
8A,1039789.000000,621.140382,2510.000000,29.000000,2481.000000,350.172026,1050.516079,2231046.000000,1332.763441,1725.000000,647.000000,1078.000000,244.734611,734.203834,0.000000,t001_0_1
9A,1016426.000000,607.183990,1672.000000,31.000000,1641.000000,311.728314,935.184943,2579949.000000,1541.188172,1809.000000,1039.000000,770.000000,120.554379,361.663137,0.000000,t001_0_1
10A,872996.000000,521.502987,1862.000000,28.000000,1834.000000,277.962157,833.886472,2696127.000000,1610.589606,1857.000000,1224.000000,633.000000,91.185564,273.556692,0.000000,t001_0_1
11A,91520.000000,54.671446,382.000000,25.000000,357.000000,38.541954,115.625863,2790975.000000,1667.249104,1750.000000,1485.000000,265.000000,26.362661,79.087984,0.000000,t001_0_1
1A,952619.000000,569.067503,2804.000000,27.000000,2777.000000,461.286414,1383.859243,1480946.000000,884.675030,1578.000000,209.000000,1369.000000,449.656713,1348.970139,0.363660,t002_0_1
2A,1375027.000000,821.402031,4095.000000,35.000000,4060.000000,777.990243,2333.970730,1462605.000000,873.718638,1560.000000,197.000000,1363.000000,441.579230,1324.737691,0.363660,t002_0_1
3A,1152768.000000,688.630824,3339.000000,29.000000,3310.000000,614.906488,1844.719464,1580458.000000,944.120669,1634.000000,250.000000,1384.000000,436.148960,1308.446879,0.363660,t002_0_1
4A,1016746.000000,607.375149,2796.000000,29.000000,2767.000000,499.039097,1497.117292,1728450.000000,1032.526882,1679.000000,330.000000,1349.000000,376.319205,1128.957615,0.363660,t002_0_1
5A,1682219.000000,1004.909797,4095.000000,28.000000,4067.000000,1102.906449,3308.719347,1680341.000000,1003.787933,1756.000000,271.000000,1485.000000,439.262687,1317.788061,0.363660,t002_0_1
6A,1287715.000000,769.244325,4095.000000,29.000000,4066.000000,893.224883,2679.674650,1840323.000000,1099.356631,1748.000000,261.000000,1487.000000,392.369660,1177.108979,0.363660,t002_0_1
7A,1134056.000000,677.452808,4095.000000,28.000000,4067.000000,625.743739,1877.231218,1747944.000000,1044.172043,1741.000000,207.000000,1534.000000,382.186296,1146.558887,0.363660,t002_0_1
8A,1004660.000000,600.155317,2464.000000,35.000000,2429.000000,341.176457,1023.529371,2183802.000000,1304.541219,1722.000000,647.000000,1075.000000,229.608003,688.824008,0.363660,t002_0_1
9A,1027884.000000,614.028674,1866.000000,31.000000,1835.000000,316.209540,948.628621,2576244.000000,1538.974910,1825.000000,1003.000000,822.000000,116.596402,349.789206,0.363660,t002_0_1
10A,882534.000000,527.200717,1659.000000,30.000000,1629.000000,281.842047,845.526141,2692362.000000,1608.340502,1849.000000,1222.000000,627.000000,91.668895,275.006685,0.363660,t002_0_1
11A,91743.000000,54.804659,349.000000,26.000000,323.000000,39.079363,117.238089,2788228.000000,1665.608124,1757.000000,1483.000000,274.000000,26.466847,79.400541,0.363660,t002_0_1
1A,952873.000000,569.219235,2597.000000,27.000000,2570.000000,461.650086,1384.950258,1451344.000000,866.991637,1579.000000,210.000000,1369.000000,446.376679,1339.130038,0.727320,t003_0_1
2A,1357615.000000,811.000597,4095.000000,38.000000,4057.000000,779.787287,2339.361862,1463028.000000,873.971326,1557.000000,198.000000,1359.000000,439.871343,1319.614029,0.727320,t003_0_1
3A,1150210.000000,687.102748,3570.000000,27.000000,3543.000000,616.043077,1848.129232,1613377.000000,963.785544,1669.000000,244.000000,1425.000000,456.469053,1369.407159,0.727320,t003_0_1
4A,1023842.000000,611.614098,2995.000000,27.000000,2968.000000,507.021986,1521.065958,1738600.000000,1038.590203,1684.000000,321.000000,1363.000000,392.046550,1176.139651,0.727320,t003_0_1
5A,1668655.000000,996.807049,4095.000000,29.000000,4066.000000,1097.279397,3291.838192,1682414.000000,1005.026284,1755.000000,283.000000,1472.000000,441.951550,1325.854650,0.727320,t003_0_1
6A,1303905.000000,778.915771,4095.000000,29.000000,4066.000000,892.881657,2678.644970,1823547.000000,1089.335125,1757.000000,255.000000,1502.000000,381.077364,1143.232093,0.727320,t003_0_1
7A,1108950.000000,662.455197,4095.000000,30.000000,4065.000000,626.283369,1878.850108,1754971.000000,1048.369773,1756.000000,210.000000,1546.000000,384.329193,1152.987578,0.727320,t003_0_1
8A,1019949.000000,609.288530,2560.000000,32.000000,2528.000000,335.379699,1006.139096,2208610.000000,1319.360812,1721.000000,654.000000,1067.000000,237.756411,713.269234,0.727320,t003_0_1
9A,1025993.000000,612.899044,1664.000000,47.000000,1617.000000,301.032877,903.098632,2575703.000000,1538.651732,1834.000000,884.000000,950.000000,126.429754,379.289261,0.727320,t003_0_1
10A,882319.000000,527.072282,1561.000000,28.000000,1533.000000,282.778316,848.334948,2695900.000000,1610.454002,1865.000000,1212.000000,653.000000,92.240352,276.721056,0.727320,t003_0_1
11A,91764.000000,54.817204,358.000000,24.000000,334.000000,37.561181,112.683544,2790947.000000,1667.232378,1768.000000,1482.000000,286.000000,26.726843,80.180529,0.727320,t003_0_1
1A,965058.000000,576.498208,2598.000000,27.000000,2571.000000,466.591238,1399.773715,1477068.000000,882.358423,1577.000000,206.000000,1371.000000,453.037558,1359.112675,1.090980,t004_0_1
2A,1376215.000000,822.111708,4095.000000,27.000000,4068.000000,789.109626,2367.328877,1451008.000000,866.790920,1561.000000,195.000000,1366.000000,433.220987,1299.662960,1.090980,t004_0_1
3A,1144526.000000,683.707288,3347.000000,26.000000,3321.000000,616.752027,1850.256080,1610990.000000,962.359618,1663.000000,242.000000,1421.000000,456.605245,1369.815735,1.090980,t004_0_1
4A,1017612.000000,607.892473,2618.000000,27.000000,2591.000000,503.031114,1509.093341,1760534.000000,1051.692951,1696.000000,331.000000,1365.000000,376.305546,1128.916638,1.090980,t004_0_1
5A,1652661.000000,987.252688,4095.000000,29.000000,4066.000000,1082.964852,3248.894557,1678852.000000,1002.898447,1755.000000,289.000000,1466.000000,439.150451,1317.451353,1.090980,t004_0_1
6A,1302840.000000,778.279570,4095.000000,29.000000,4066.000000,897.174446,2691.523338,1852571.000000,1106.673238,1756.000000,261.000000,1495.000000,377.755886,1133.267657,1.090980,t004_0_1
7A,1131755.000000,676.078256,4095.000000,28.000000,4067.000000,636.676816,1910.030449,1739721.000000,1039.259857,1742.000000,209.000000,1533.000000,381.780792,1145.342377,1.090980,t004_0_1
8A,1006894.000000,601.489845,2260.000000,29.000000,2231.000000,335.648582,1006.945745,2210134.000000,1320.271207,1712.000000,643.000000,1069.000000,235.309746,705.929239,1.090980,t004_0_1
9A,1037203.000000,619.595579,1962.000000,61.000000,1901.000000,317.301717,951.905150,2563918.000000,1531.611708,1838.000000,1058.000000,780.000000,120.954185,362.862556,1.090980,t004_0_1
10A,874810.000000,522.586619,1483.000000,29.000000,1454.000000,277.566217,832.698651,2687730.000000,1605.573477,1846.000000,1235.000000,611.000000,92.613079,277.839238,1.090980,t004_0_1
11A,92315.000000,55.146356,356.000000,25.000000,331.000000,40.061401,120.184203,2781779.000000,1661.755675,1756.000000,1487.000000,269.000000,26.591932,79.775797,1.090980,t004_0_1
1A,967410.000000,577.903226,2815.000000,27.000000,2788.000000,472.719980,1418.159940,1435857.000000,857.740143,1586.000000,204.000000,1382.000000,440.266066,1320.798199,1.454640,t005_0_1
2A,1373300.000000,820.370370,4095.000000,43.000000,4052.000000,788.653798,2365.961393,1464209.000000,874.676822,1557.000000,192.000000,1365.000000,441.245003,1323.735010,1.454640,t005_0_1
3A,1163880.000000,695.268817,3475.000000,29.000000,3446.000000,631.466688,1894.400063,1589389.000000,949.455795,1637.000000,239.000000,1398.000000,444.206914,1332.620741,1.454640,t005_0_1
4A,1024712.000000,612.133811,2808.000000,27.000000,2781.000000,512.062626,1536.187877,1778518.000000,1062.436081,1687.000000,325.000000,1362.000000,399.961418,1199.884254,1.454640,t005_0_1
5A,1654397.000000,988.289725,4095.000000,29.000000,4066.000000,1101.375589,3304.126767,1716804.000000,1025.569892,1758.000000,288.000000,1470.000000,444.932782,1334.798346,1.454640,t005_0_1
6A,1297884.000000,775.318996,4095.000000,28.000000,4067.000000,897.228375,2691.685124,1836478.000000,1097.059737,1747.000000,264.000000,1483.000000,385.751203,1157.253608,1.454640,t005_0_1
7A,1145739.000000,684.431900,4095.000000,28.000000,4067.000000,639.783281,1919.349843,1793860.000000,1071.600956,1744.000000,216.000000,1528.000000,391.970479,1175.911437,1.454640,t005_0_1
8A,1015052.000000,606.363202,2251.000000,50.000000,2201.000000,352.549405,1057.648216,2184376.000000,1304.884110,1712.000000,628.000000,1084.000000,227.071783,681.215349,1.454640,t005_0_1
9A,1025501.000000,612.605137,1690.000000,29.000000,1661.000000,303.719513,911.158538,2602255.000000,1554.513142,1830.000000,1119.000000,711.000000,90.516796,271.550389,1.454640,t005_0_1
10A,882783.000000,527.349462,1492.000000,30.000000,1462.000000,281.297812,843.893436,2695732.000000,1610.353644,1858.000000,1252.000000,606.000000,93.774274,281.322822,1.454640,t005_0_1
11A,93042.000000,55.580645,283.000000,25.000000,258.000000,39.737547,119.212641,2786191.000000,1664.391278,1770.000000,1489.000000,281.000000,27.124307,81.372921,1.454640,t005_0_1
1A,973609.000000,581.606332,2635.000000,28.000000,2607.000000,465.260934,1395.782803,1423483.000000,850.348268,1584.000000,210.000000,1374.000000,430.716105,1292.148315,1.818300,t006_0_1
