ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,1979513.000000,1182.504779,4095.000000,33.000000,4062.000000,915.193280,2745.579840,2503040.000000,1495.244922,1896.000000,547.000000,1349.000000,347.501524,1042.504572,0.000000,t001_0_1
2A,2428205.000000,1450.540621,4095.000000,29.000000,4066.000000,1298.559509,3895.678528,2500576.000000,1493.772999,1918.000000,484.000000,1434.000000,340.215128,1020.645383,0.000000,t001_0_1
3A,2930395.000000,1750.534648,4095.000000,30.000000,4065.000000,1420.286477,4260.859432,2864521.000000,1711.183393,1972.000000,1111.000000,861.000000,216.876508,650.629524,0.000000,t001_0_1
4A,2227139.000000,1330.429510,3827.000000,31.000000,3796.000000,896.640587,2689.921760,2938215.000000,1755.206093,2049.000000,752.000000,1297.000000,279.663234,838.989702,0.000000,t001_0_1
5A,1842581.000000,1100.705496,3476.000000,32.000000,3444.000000,757.338505,2272.015516,3050125.000000,1822.057945,2095.000000,972.000000,1123.000000,240.588413,721.765240,0.000000,t001_0_1
6A,1646940.000000,983.835125,4095.000000,28.000000,4067.000000,843.966310,2531.898929,2783433.000000,1662.743728,2344.000000,214.000000,2130.000000,523.146422,1569.439265,0.000000,t001_0_1
7A,1458154.000000,871.059737,4095.000000,27.000000,4068.000000,865.681007,2597.043021,2668716.000000,1594.215054,2355.000000,208.000000,2147.000000,689.841205,2069.523615,0.000000,t001_0_1
8A,1807159.000000,1079.545400,4095.000000,38.000000,4057.000000,1080.174327,3240.522982,2625644.000000,1568.485066,2363.000000,234.000000,2129.000000,686.895197,2060.685592,0.000000,t001_0_1
9A,1425871.000000,851.774791,4095.000000,31.000000,4064.000000,945.699668,2837.099003,2635950.000000,1574.641577,2391.000000,219.000000,2172.000000,688.736428,2066.209283,0.000000,t001_0_1
10A,1943448.000000,1160.960573,4095.000000,31.000000,4064.000000,1220.052512,3660.157536,2630166.000000,1571.186380,2400.000000,210.000000,2190.000000,790.400904,2371.202712,0.000000,t001_0_1
11A,1534543.000000,916.692354,4095.000000,28.000000,4067.000000,1079.616443,3238.849328,2720032.000000,1624.869773,2423.000000,213.000000,2210.000000,746.187900,2238.563700,0.000000,t001_0_1
12A,2527037.000000,1509.580048,4095.000000,28.000000,4067.000000,1479.637011,4438.911034,2641805.000000,1578.139188,2441.000000,210.000000,2231.000000,754.906355,2264.719065,0.000000,t001_0_1
13A,2035925.000000,1216.203704,4095.000000,28.000000,4067.000000,1271.327984,3813.983951,2813260.000000,1680.561529,2446.000000,225.000000,2221.000000,720.794257,2162.382771,0.000000,t001_0_1
14A,1277456.000000,763.115890,4095.000000,25.000000,4070.000000,918.876503,2756.629508,2852337.000000,1703.905018,2478.000000,231.000000,2247.000000,759.573830,2278.721491,0.000000,t001_0_1
15A,1450729.000000,866.624253,4095.000000,27.000000,4068.000000,861.024217,2583.072652,2704861.000000,1615.807049,2492.000000,219.000000,2273.000000,821.762346,2465.287039,0.000000,t001_0_1
16A,1526350.000000,911.798088,4095.000000,26.000000,4069.000000,1006.656320,3019.968959,3065879.000000,1831.468937,2494.000000,246.000000,2248.000000,733.855878,2201.567634,0.000000,t001_0_1
17A,667148.000000,398.535245,2253.000000,28.000000,2225.000000,357.463765,1072.391294,2731073.000000,1631.465352,2487.000000,246.000000,2241.000000,792.373624,2377.120871,0.000000,t001_0_1
18A,592432.000000,353.902031,4095.000000,27.000000,4068.000000,318.954559,956.863677,3186569.000000,1903.565711,2480.000000,252.000000,2228.000000,671.889985,2015.669954,0.000000,t001_0_1
19A,583363.000000,348.484468,1311.000000,26.000000,1285.000000,245.593753,736.781259,3401238.000000,2031.802867,2465.000000,392.000000,2073.000000,400.905411,1202.716234,0.000000,t001_0_1
20A,56497.000000,33.749701,152.000000,25.000000,127.000000,11.435501,34.306503,3970508.000000,2371.868578,2403.000000,2339.000000,64.000000,8.314139,24.942416,0.000000,t001_0_1
1A,1972941.000000,1178.578853,4095.000000,32.000000,4063.000000,911.960474,2735.881423,2485838.000000,1484.968937,1883.000000,545.000000,1338.000000,342.641425,1027.924274,0.697268,t002_0_1
2A,2407663.000000,1438.269415,4095.000000,30.000000,4065.000000,1291.387976,3874.163929,2490351.000000,1487.664875,1915.000000,481.000000,1434.000000,337.263647,1011.790941,0.697268,t002_0_1
3A,2943424.000000,1758.317802,4095.000000,29.000000,4066.000000,1425.259353,4275.778060,2840108.000000,1696.599761,1966.000000,1118.000000,848.000000,224.782380,674.347139,0.697268,t002_0_1
4A,2217730.000000,1324.808841,4095.000000,33.000000,4062.000000,899.108616,2697.325847,2926823.000000,1748.400836,2057.000000,752.000000,1305.000000,288.820946,866.462838,0.697268,t002_0_1
5A,1855444.000000,1108.389486,3728.000000,30.000000,3698.000000,763.442898,2290.328694,3074692.000000,1836.733572,2099.000000,984.000000,1115.000000,236.173163,708.519489,0.697268,t002_0_1
6A,1659891.000000,991.571685,4095.000000,30.000000,4065.000000,832.042221,2496.126662,2792238.000000,1668.003584,2341.000000,218.000000,2123.000000,532.153778,1596.461335,0.697268,t002_0_1
7A,1463483.000000,874.243130,4095.000000,30.000000,4065.000000,885.929492,2657.788476,2667169.000000,1593.290920,2358.000000,206.000000,2152.000000,684.608323,2053.824970,0.697268,t002_0_1
8A,1820728.000000,1087.651135,4095.000000,28.000000,4067.000000,1084.502159,3253.506478,2614615.000000,1561.896655,2368.000000,232.000000,2136.000000,685.455676,2056.367027,0.697268,t002_0_1
9A,1442938.000000,861.970131,4095.000000,29.000000,4066.000000,958.472365,2875.417096,2650911.000000,1583.578853,2387.000000,223.000000,2164.000000,685.793371,2057.380112,0.697268,t002_0_1
10A,1984631.000000,1185.562127,4095.000000,33.000000,4062.000000,1233.936803,3701.810410,2628202.000000,1570.013142,2399.000000,208.000000,2191.000000,792.082066,2376.246197,0.697268,t002_0_1
11A,1551029.000000,926.540621,4095.000000,27.000000,4068.000000,1084.236735,3252.710205,2733911.000000,1633.160693,2417.000000,214.000000,2203.000000,742.768798,2228.306394,0.697268,t002_0_1
12A,2495124.000000,1490.516129,4095.000000,26.000000,4069.000000,1472.116440,4416.349321,2622849.000000,1566.815412,2446.000000,212.000000,2234.000000,751.125084,2253.375251,0.697268,t002_0_1
13A,2067932.000000,1235.323775,4095.000000,30.000000,4065.000000,1302.876904,3908.630711,2813442.000000,1680.670251,2443.000000,225.000000,2218.000000,720.882006,2162.646017,0.697268,t002_0_1
14A,1272470.000000,760.137395,4095.000000,26.000000,4069.000000,906.976424,2720.929271,2851587.000000,1703.456989,2473.000000,232.000000,2241.000000,758.819130,2276.457389,0.697268,t002_0_1
15A,1428434.000000,853.305854,4095.000000,28.000000,4067.000000,860.313674,2580.941021,2690079.000000,1606.976703,2477.000000,222.000000,2255.000000,819.637256,2458.911767,0.697268,t002_0_1
16A,1529811.000000,913.865591,4095.000000,28.000000,4067.000000,1010.589740,3031.769219,3073243.000000,1835.867981,2482.000000,248.000000,2234.000000,734.458965,2203.376895,0.697268,t002_0_1
17A,693754.000000,414.428913,2363.000000,27.000000,2336.000000,376.199572,1128.598717,2742903.000000,1638.532258,2477.000000,245.000000,2232.000000,785.808407,2357.425221,0.697268,t002_0_1
18A,588686.000000,351.664277,4095.000000,26.000000,4069.000000,327.180513,981.541539,3192074.000000,1906.854241,2478.000000,255.000000,2223.000000,671.427051,2014.281153,0.697268,t002_0_1
19A,598563.000000,357.564516,1531.000000,28.000000,1503.000000,253.978267,761.934802,3402629.000000,2032.633811,2457.000000,388.000000,2069.000000,396.174138,1188.522414,0.697268,t002_0_1
20A,56486.000000,33.743130,117.000000,25.000000,92.000000,10.587676,31.763029,3966372.000000,2369.397849,2398.000000,2343.000000,55.000000,8.940231,26.820694,0.697268,t002_0_1
1A,1974251.000000,1179.361410,4095.000000,30.000000,4065.000000,914.212850,2742.638550,2508428.000000,1498.463560,1911.000000,551.000000,1360.000000,349.025106,1047.075318,1.394536,t003_0_1
2A,2429328.000000,1451.211470,4095.000000,30.000000,4065.000000,1309.731466,3929.194398,2524936.000000,1508.324970,1926.000000,487.000000,1439.000000,340.378011,1021.134034,1.394536,t003_0_1
3A,2930316.000000,1750.487455,4095.000000,31.000000,4064.000000,1413.749154,4241.247461,2849202.000000,1702.032258,1984.000000,1126.000000,858.000000,229.105419,687.316256,1.394536,t003_0_1
4A,2221124.000000,1326.836320,3769.000000,30.000000,3739.000000,894.753379,2684.260136,2930532.000000,1750.616487,2065.000000,754.000000,1311.000000,288.236062,864.708186,1.394536,t003_0_1
5A,1843901.000000,1101.494026,3420.000000,28.000000,3392.000000,765.071923,2295.215768,3082182.000000,1841.207885,2098.000000,988.000000,1110.000000,230.956628,692.869884,1.394536,t003_0_1
6A,1642253.000000,981.035245,4095.000000,29.000000,4066.000000,829.893855,2489.681565,2791786.000000,1667.733572,2358.000000,219.000000,2139.000000,528.673577,1586.020731,1.394536,t003_0_1
7A,1455154.000000,869.267622,4095.000000,28.000000,4067.000000,878.767764,2636.303293,2648974.000000,1582.421744,2369.000000,206.000000,2163.000000,686.894816,2060.684447,1.394536,t003_0_1
8A,1822005.000000,1088.413978,4095.000000,33.000000,4062.000000,1089.153275,3267.459824,2625502.000000,1568.400239,2374.000000,237.000000,2137.000000,687.901411,2063.704233,1.394536,t003_0_1
9A,1426931.000000,852.408005,4095.000000,27.000000,4068.000000,943.858300,2831.574901,2683668.000000,1603.146953,2390.000000,223.000000,2167.000000,688.640043,2065.920129,1.394536,t003_0_1
10A,1956541.000000,1168.781959,4095.000000,32.000000,4063.000000,1214.984277,3644.952831,2613396.000000,1561.168459,2410.000000,204.000000,2206.000000,794.465910,2383.397731,1.394536,t003_0_1
11A,1551004.000000,926.525687,4095.000000,25.000000,4070.000000,1080.076979,3240.230938,2720561.000000,1625.185783,2426.000000,214.000000,2212.000000,746.956117,2240.868350,1.394536,t003_0_1
12A,2502600.000000,1494.982079,4095.000000,27.000000,4068.000000,1473.034762,4419.104287,2621347.000000,1565.918160,2445.000000,210.000000,2235.000000,752.687086,2258.061258,1.394536,t003_0_1
13A,2030486.000000,1212.954600,4095.000000,27.000000,4068.000000,1281.127532,3843.382596,2824368.000000,1687.197133,2453.000000,224.000000,2229.000000,723.088258,2169.264774,1.394536,t003_0_1
14A,1267824.000000,757.362007,4095.000000,27.000000,4068.000000,905.111764,2715.335292,2841427.000000,1697.387694,2483.000000,232.000000,2251.000000,755.400164,2266.200491,1.394536,t003_0_1
15A,1405089.000000,839.360215,4095.000000,28.000000,4067.000000,836.160442,2508.481325,2697404.000000,1611.352449,2490.000000,218.000000,2272.000000,821.199269,2463.597808,1.394536,t003_0_1
16A,1519335.000000,907.607527,4095.000000,27.000000,4068.000000,994.144307,2982.432922,3092683.000000,1847.480884,2507.000000,245.000000,2262.000000,734.702274,2204.106822,1.394536,t003_0_1
17A,704532.000000,420.867384,2688.000000,27.000000,2661.000000,388.722568,1166.167703,2754121.000000,1645.233572,2497.000000,247.000000,2250.000000,785.202018,2355.606054,1.394536,t003_0_1
