ROI ID,Total Intensity:CH1,Average:CH1,Max Intensity:CH1,Min Intensity:CH1,Range:CH1,SD:CH1,3SD:CH1,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Time,Frame Id
1A,2637522.000000,1575.580645,4095.000000,24.000000,4071.000000,1559.224861,4677.674584,2844325.000000,1699.118877,2473.000000,820.000000,1653.000000,395.665245,1186.995736,0.000000,t001_0_1
2A,3350752.000000,2001.643967,4095.000000,26.000000,4069.000000,1808.548399,5425.645197,2992229.000000,1787.472521,2455.000000,544.000000,1911.000000,418.454125,1255.362376,0.000000,t001_0_1
3A,2815449.000000,1681.869176,4095.000000,26.000000,4069.000000,1695.787943,5087.363829,3169920.000000,1893.620072,2482.000000,356.000000,2126.000000,524.162759,1572.488276,0.000000,t001_0_1
4A,2705006.000000,1615.893668,4095.000000,29.000000,4066.000000,1528.863049,4586.589146,3226722.000000,1927.551971,2487.000000,411.000000,2076.000000,555.147157,1665.441470,0.000000,t001_0_1
5A,2117126.000000,1264.710872,4095.000000,30.000000,4065.000000,1233.307504,3699.922512,3315598.000000,1980.643967,2483.000000,239.000000,2244.000000,608.335917,1825.007750,0.000000,t001_0_1
6A,1897041.000000,1133.238351,4095.000000,26.000000,4069.000000,1243.907682,3731.723046,2904304.000000,1734.948626,2485.000000,212.000000,2273.000000,796.634819,2389.904456,0.000000,t001_0_1
7A,2185608.000000,1305.620072,4095.000000,29.000000,4066.000000,1275.930534,3827.791602,2631015.000000,1571.693548,2488.000000,221.000000,2267.000000,814.665989,2443.997967,0.000000,t001_0_1
8A,1441777.000000,861.276583,4095.000000,27.000000,4068.000000,1024.986431,3074.959294,2919910.000000,1744.271207,2491.000000,221.000000,2270.000000,821.041610,2463.124830,0.000000,t001_0_1
9A,1984896.000000,1185.720430,4095.000000,33.000000,4062.000000,1147.131668,3441.395004,2806174.000000,1676.328554,2494.000000,217.000000,2277.000000,846.159683,2538.479050,0.000000,t001_0_1
10A,1816060.000000,1084.862605,4095.000000,28.000000,4067.000000,1251.139696,3753.419087,2858630.000000,1707.664277,2498.000000,218.000000,2280.000000,786.050990,2358.152969,0.000000,t001_0_1
11A,2361020.000000,1410.406213,4095.000000,28.000000,4067.000000,1511.495346,4534.486038,3036987.000000,1814.209677,2514.000000,220.000000,2294.000000,758.713451,2276.140354,0.000000,t001_0_1
12A,2563898.000000,1531.599761,4095.000000,28.000000,4067.000000,1521.786786,4565.360357,3206695.000000,1915.588411,2527.000000,233.000000,2294.000000,668.508009,2005.524026,0.000000,t001_0_1
13A,2021019.000000,1207.299283,4095.000000,29.000000,4066.000000,1356.009767,4068.029300,3236639.000000,1933.476105,2533.000000,225.000000,2308.000000,691.460956,2074.382869,0.000000,t001_0_1
14A,2101167.000000,1255.177419,4095.000000,26.000000,4069.000000,1520.645678,4561.937035,3108843.000000,1857.134409,2552.000000,213.000000,2339.000000,746.120378,2238.361133,0.000000,t001_0_1
15A,2000780.000000,1195.209080,4095.000000,28.000000,4067.000000,1374.187097,4122.561292,3168133.000000,1892.552569,2560.000000,217.000000,2343.000000,769.150405,2307.451214,0.000000,t001_0_1
16A,957182.000000,571.793309,4095.000000,27.000000,4068.000000,686.540487,2059.621461,3431434.000000,2049.841099,2566.000000,224.000000,2342.000000,682.457739,2047.373216,0.000000,t001_0_1
17A,737341.000000,440.466547,4095.000000,27.000000,4068.000000,483.446046,1450.338137,3539730.000000,2114.534050,2563.000000,224.000000,2339.000000,648.607391,1945.822173,0.000000,t001_0_1
18A,619583.000000,370.121266,3095.000000,27.000000,3068.000000,368.173484,1104.520453,3548940.000000,2120.035842,2576.000000,255.000000,2321.000000,597.593040,1792.779121,0.000000,t001_0_1
19A,788185.000000,470.839307,2220.000000,28.000000,2192.000000,426.369250,1279.107749,3981039.000000,2378.159498,2552.000000,1640.000000,912.000000,128.922569,386.767708,0.000000,t001_0_1
20A,60900.000000,36.379928,145.000000,26.000000,119.000000,15.224061,45.672182,4172339.000000,2492.436679,2521.000000,2464.000000,57.000000,8.790465,26.371395,0.000000,t001_0_1
1A,2650676.000000,1583.438471,4095.000000,27.000000,4068.000000,1560.292265,4680.876794,2835974.000000,1694.130227,2465.000000,764.000000,1701.000000,401.821468,1205.464403,0.678656,t002_0_1
2A,3372318.000000,2014.526882,4095.000000,27.000000,4068.000000,1809.460500,5428.381500,3022751.000000,1805.705496,2456.000000,616.000000,1840.000000,392.243834,1176.731503,0.678656,t002_0_1
3A,2785744.000000,1664.124253,4095.000000,27.000000,4068.000000,1688.878574,5066.635723,3196929.000000,1909.754480,2481.000000,356.000000,2125.000000,505.366924,1516.100771,0.678656,t002_0_1
4A,2713018.000000,1620.679809,4095.000000,28.000000,4067.000000,1526.948668,4580.846005,3239142.000000,1934.971326,2494.000000,416.000000,2078.000000,553.310768,1659.932303,0.678656,t002_0_1
5A,2114288.000000,1263.015532,4095.000000,31.000000,4064.000000,1236.553218,3709.659653,3337310.000000,1993.614098,2491.000000,233.000000,2258.000000,604.041814,1812.125442,0.678656,t002_0_1
6A,1890567.000000,1129.370968,4095.000000,28.000000,4067.000000,1240.421443,3721.264328,2917740.000000,1742.974910,2508.000000,212.000000,2296.000000,800.353418,2401.060253,0.678656,t002_0_1
7A,2197613.000000,1312.791517,4095.000000,29.000000,4066.000000,1297.629688,3892.889063,2637322.000000,1575.461171,2496.000000,220.000000,2276.000000,817.546173,2452.638520,0.678656,t002_0_1
8A,1461519.000000,873.069892,4095.000000,29.000000,4066.000000,1030.145200,3090.435600,2928628.000000,1749.479092,2494.000000,225.000000,2269.000000,823.726220,2471.178659,0.678656,t002_0_1
9A,1980138.000000,1182.878136,4095.000000,38.000000,4057.000000,1140.859212,3422.577636,2821539.000000,1685.507168,2507.000000,218.000000,2289.000000,849.307942,2547.923827,0.678656,t002_0_1
