ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,1167255.000000,2120242.000000,0.000000,t001_0_1
2A,1295957.000000,2095743.000000,0.000000,t001_0_1
3A,1333951.000000,2414905.000000,0.000000,t001_0_1
4A,1246476.000000,2508165.000000,0.000000,t001_0_1
5A,554425.000000,2980584.000000,0.000000,t001_0_1
6A,459964.000000,3151852.000000,0.000000,t001_0_1
7A,398365.000000,3042553.000000,0.000000,t001_0_1
8A,714113.000000,3015611.000000,0.000000,t001_0_1
9A,1031836.000000,3267877.000000,0.000000,t001_0_1
10A,1433204.000000,3208110.000000,0.000000,t001_0_1
11A,1817374.000000,3273031.000000,0.000000,t001_0_1
12A,1899202.000000,3236471.000000,0.000000,t001_0_1
13A,1678568.000000,3423255.000000,0.000000,t001_0_1
14A,1644274.000000,3486409.000000,0.000000,t001_0_1
15A,1072941.000000,3534178.000000,0.000000,t001_0_1
16A,521798.000000,3560308.000000,0.000000,t001_0_1
17A,290188.000000,3531588.000000,0.000000,t001_0_1
18A,231938.000000,3650851.000000,0.000000,t001_0_1
19A,173212.000000,3435775.000000,0.000000,t001_0_1
20A,63056.000000,3929387.000000,0.000000,t001_0_1
1A,1160377.000000,2125785.000000,0.698900,t002_0_1
2A,1313657.000000,2094291.000000,0.698900,t002_0_1
3A,1324071.000000,2402403.000000,0.698900,t002_0_1
4A,1245024.000000,2492254.000000,0.698900,t002_0_1
5A,546864.000000,2956680.000000,0.698900,t002_0_1
6A,460576.000000,3127338.000000,0.698900,t002_0_1
7A,397105.000000,3021077.000000,0.698900,t002_0_1
8A,717130.000000,2970726.000000,0.698900,t002_0_1
9A,998416.000000,3240853.000000,0.698900,t002_0_1
10A,1416103.000000,3197392.000000,0.698900,t002_0_1
11A,1821849.000000,3280546.000000,0.698900,t002_0_1
12A,1909287.000000,3218452.000000,0.698900,t002_0_1
13A,1675532.000000,3413825.000000,0.698900,t002_0_1
14A,1656367.000000,3478771.000000,0.698900,t002_0_1
15A,1073924.000000,3532962.000000,0.698900,t002_0_1
16A,518003.000000,3551135.000000,0.698900,t002_0_1
17A,283986.000000,3554067.000000,0.698900,t002_0_1
18A,222330.000000,3655322.000000,0.698900,t002_0_1
19A,163739.000000,3434129.000000,0.698900,t002_0_1
20A,61786.000000,3919791.000000,0.698900,t002_0_1
1A,1164232.000000,2128188.000000,1.397800,t003_0_1
2A,1323722.000000,2100144.000000,1.397800,t003_0_1
3A,1324658.000000,2397162.000000,1.397800,t003_0_1
4A,1239232.000000,2485486.000000,1.397800,t003_0_1
5A,514286.000000,2967552.000000,1.397800,t003_0_1
6A,463410.000000,3128255.000000,1.397800,t003_0_1
7A,387394.000000,3036074.000000,1.397800,t003_0_1
8A,708813.000000,2975087.000000,1.397800,t003_0_1
9A,1007276.000000,3259023.000000,1.397800,t003_0_1
10A,1426159.000000,3206959.000000,1.397800,t003_0_1
11A,1829676.000000,3285356.000000,1.397800,t003_0_1
12A,1911921.000000,3225184.000000,1.397800,t003_0_1
13A,1675936.000000,3414049.000000,1.397800,t003_0_1
14A,1670938.000000,3479890.000000,1.397800,t003_0_1
15A,1064639.000000,3540794.000000,1.397800,t003_0_1
16A,527436.000000,3550525.000000,1.397800,t003_0_1
17A,277952.000000,3541783.000000,1.397800,t003_0_1
18A,225350.000000,3635509.000000,1.397800,t003_0_1
19A,165495.000000,3440806.000000,1.397800,t003_0_1
20A,60573.000000,3920608.000000,1.397800,t003_0_1
1A,1165494.000000,2124037.000000,2.096700,t004_0_1
2A,1297615.000000,2085801.000000,2.096700,t004_0_1
3A,1333347.000000,2381837.000000,2.096700,t004_0_1
4A,1254439.000000,2483056.000000,2.096700,t004_0_1
5A,505547.000000,2983219.000000,2.096700,t004_0_1
6A,466068.000000,3108651.000000,2.096700,t004_0_1
