ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,2277169.000000,2000907.000000,0.000000,t001_0_1
2A,2342036.000000,2261562.000000,0.000000,t001_0_1
3A,1782685.000000,2236442.000000,0.000000,t001_0_1
4A,2077891.000000,2605531.000000,0.000000,t001_0_1
5A,1779043.000000,2678336.000000,0.000000,t001_0_1
6A,588622.000000,2755058.000000,0.000000,t001_0_1
7A,365815.000000,2867934.000000,0.000000,t001_0_1
8A,321351.000000,2782815.000000,0.000000,t001_0_1
9A,275300.000000,2867976.000000,0.000000,t001_0_1
10A,544604.000000,2792836.000000,0.000000,t001_0_1
11A,696618.000000,2847802.000000,0.000000,t001_0_1
12A,1281997.000000,2940366.000000,0.000000,t001_0_1
13A,1893082.000000,2938269.000000,0.000000,t001_0_1
14A,2323969.000000,2708774.000000,0.000000,t001_0_1
15A,1809948.000000,2797399.000000,0.000000,t001_0_1
16A,1016238.000000,2705761.000000,0.000000,t001_0_1
17A,339831.000000,2632463.000000,0.000000,t001_0_1
18A,304014.000000,2958756.000000,0.000000,t001_0_1
19A,312864.000000,3174979.000000,0.000000,t001_0_1
20A,73504.000000,3797264.000000,0.000000,t001_0_1
1A,2242519.000000,2002861.000000,0.737748,t002_0_1
2A,2364327.000000,2284188.000000,0.737748,t002_0_1
3A,1801579.000000,2229259.000000,0.737748,t002_0_1
4A,2190046.000000,2613273.000000,0.737748,t002_0_1
5A,1928764.000000,2694702.000000,0.737748,t002_0_1
6A,607429.000000,2729915.000000,0.737748,t002_0_1
7A,335489.000000,2879894.000000,0.737748,t002_0_1
8A,321424.000000,2772488.000000,0.737748,t002_0_1
9A,280558.000000,2878985.000000,0.737748,t002_0_1
10A,542260.000000,2803353.000000,0.737748,t002_0_1
11A,687898.000000,2829570.000000,0.737748,t002_0_1
12A,1293588.000000,2940572.000000,0.737748,t002_0_1
13A,1886875.000000,2934788.000000,0.737748,t002_0_1
14A,2317158.000000,2707356.000000,0.737748,t002_0_1
15A,1766120.000000,2786941.000000,0.737748,t002_0_1
16A,999723.000000,2705700.000000,0.737748,t002_0_1
17A,328359.000000,2623595.000000,0.737748,t002_0_1
18A,301348.000000,2954899.000000,0.737748,t002_0_1
19A,299669.000000,3170719.000000,0.737748,t002_0_1
20A,73616.000000,3795374.000000,0.737748,t002_0_1
1A,2217321.000000,2004012.000000,1.475496,t003_0_1
2A,2336789.000000,2282190.000000,1.475496,t003_0_1
3A,1832515.000000,2251068.000000,1.475496,t003_0_1
4A,2260875.000000,2616971.000000,1.475496,t003_0_1
5A,2068697.000000,2711049.000000,1.475496,t003_0_1
6A,649118.000000,2733833.000000,1.475496,t003_0_1
7A,306121.000000,2889966.000000,1.475496,t003_0_1
8A,334979.000000,2755746.000000,1.475496,t003_0_1
9A,276816.000000,2888953.000000,1.475496,t003_0_1
10A,538687.000000,2814648.000000,1.475496,t003_0_1
11A,681003.000000,2824367.000000,1.475496,t003_0_1
12A,1295237.000000,2948969.000000,1.475496,t003_0_1
