ROI ID,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Total Intensity:CH3,Average:CH3,Max Intensity:CH3,Min Intensity:CH3,Time,Frame Id
1A,239815.000000,108.957292,244.000000,32.000000,1062173.000000,482.586552,581.000000,197.000000,0.000000,t001_0_1
2A,511847.000000,232.552022,716.000000,28.000000,1255638.000000,570.485234,707.000000,416.000000,0.000000,t001_0_1
3A,1048615.000000,476.426624,1174.000000,29.000000,1356108.000000,616.132667,802.000000,429.000000,0.000000,t001_0_1
4A,719531.000000,326.910950,1543.000000,31.000000,1354102.000000,615.221263,934.000000,187.000000,0.000000,t001_0_1
5A,970602.000000,440.982281,1901.000000,32.000000,1454661.000000,660.909132,944.000000,191.000000,0.000000,t001_0_1
6A,860273.000000,390.855520,2022.000000,33.000000,1318474.000000,599.034075,1021.000000,224.000000,0.000000,t001_0_1
7A,524522.000000,238.310768,1419.000000,31.000000,1437129.000000,652.943662,1030.000000,218.000000,0.000000,t001_0_1
8A,478490.000000,217.396638,1137.000000,29.000000,1362381.000000,618.982735,1013.000000,174.000000,0.000000,t001_0_1
9A,344476.000000,156.508860,4095.000000,32.000000,1388143.000000,630.687415,986.000000,186.000000,0.000000,t001_0_1
10A,266591.000000,121.122672,940.000000,32.000000,1445570.000000,656.778737,1045.000000,174.000000,0.000000,t001_0_1
11A,293137.000000,133.183553,607.000000,29.000000,1657331.000000,752.990005,1042.000000,268.000000,0.000000,t001_0_1
12A,388590.000000,176.551567,884.000000,32.000000,1487786.000000,675.959109,1039.000000,230.000000,0.000000,t001_0_1
13A,360733.000000,163.895048,765.000000,30.000000,1579334.000000,717.552930,1041.000000,187.000000,0.000000,t001_0_1
14A,388630.000000,176.569741,798.000000,30.000000,1463989.000000,665.147206,1031.000000,172.000000,0.000000,t001_0_1
15A,336098.000000,152.702408,537.000000,31.000000,1616992.000000,734.662426,1026.000000,185.000000,0.000000,t001_0_1
16A,327285.000000,148.698319,1659.000000,31.000000,1615761.000000,734.103135,1003.000000,173.000000,0.000000,t001_0_1
17A,251500.000000,114.266243,858.000000,30.000000,1615848.000000,734.142662,992.000000,171.000000,0.000000,t001_0_1
18A,239324.000000,108.734212,1577.000000,27.000000,1611711.000000,732.263062,987.000000,181.000000,0.000000,t001_0_1
