ROI ID,Total Intensity,Time,Frame Id
1A,2117304,0,t001_0_1
2A,2826968,0,t001_0_1
3A,3047459,0,t001_0_1
4A,2383223,0,t001_0_1
5A,1928825,0,t001_0_1
6A,1383094,0,t001_0_1
7A,843644,0,t001_0_1
8A,561408,0,t001_0_1
9A,265031,0,t001_0_1
10A,222148,0,t001_0_1
11A,249162,0,t001_0_1
12A,226228,0,t001_0_1
13A,211136,0,t001_0_1
14A,231715,0,t001_0_1
15A,230530,0,t001_0_1
16A,205824,0,t001_0_1
17A,218766,0,t001_0_1
18A,236033,0,t001_0_1
19A,274954,0,t001_0_1
20A,71940,0,t001_0_1
1A,2153708,0.576352,t002_0_1
2A,2804611,0.576352,t002_0_1
3A,3020520,0.576352,t002_0_1
4A,2375753,0.576352,t002_0_1
5A,1928515,0.576352,t002_0_1
6A,1380756,0.576352,t002_0_1
7A,848640,0.576352,t002_0_1
8A,567089,0.576352,t002_0_1
9A,272884,0.576352,t002_0_1
10A,219098,0.576352,t002_0_1
11A,252518,0.576352,t002_0_1
12A,224184,0.576352,t002_0_1
13A,211164,0.576352,t002_0_1
14A,232635,0.576352,t002_0_1
15A,234149,0.576352,t002_0_1
16A,206965,0.576352,t002_0_1
17A,219339,0.576352,t002_0_1
18A,234887,0.576352,t002_0_1
19A,277546,0.576352,t002_0_1
20A,72097,0.576352,t002_0_1
1A,2113680,1.152704,t003_0_1
2A,2788412,1.152704,t003_0_1
3A,2973731,1.152704,t003_0_1
4A,2363739,1.152704,t003_0_1
5A,1944973,1.152704,t003_0_1
6A,1392011,1.152704,t003_0_1
7A,846380,1.152704,t003_0_1
8A,571581,1.152704,t003_0_1
9A,279817,1.152704,t003_0_1
10A,220668,1.152704,t003_0_1
11A,256081,1.152704,t003_0_1
12A,229302,1.152704,t003_0_1
13A,212260,1.152704,t003_0_1
14A,231456,1.152704,t003_0_1
15A,233599,1.152704,t003_0_1
16A,206850,1.152704,t003_0_1
17A,218937,1.152704,t003_0_1
18A,235532,1.152704,t003_0_1
19A,276286,1.152704,t003_0_1
20A,72326,1.152704,t003_0_1
1A,2086058,1.729056,t004_0_1
2A,2764306,1.729056,t004_0_1
3A,3040180,1.729056,t004_0_1
4A,2358524,1.729056,t004_0_1
5A,1944350,1.729056,t004_0_1
6A,1393158,1.729056,t004_0_1
7A,850528,1.729056,t004_0_1
8A,576134,1.729056,t004_0_1
9A,287591,1.729056,t004_0_1
10A,217153,1.729056,t004_0_1
11A,259627,1.729056,t004_0_1
12A,227109,1.729056,t004_0_1
13A,213082,1.729056,t004_0_1
14A,229371,1.729056,t004_0_1
15A,228215,1.729056,t004_0_1
16A,205152,1.729056,t004_0_1
17A,218178,1.729056,t004_0_1
18A,234592,1.729056,t004_0_1
19A,278205,1.729056,t004_0_1
20A,72002,1.729056,t004_0_1
1A,2128393,2.305408,t005_0_1
2A,2790389,2.305408,t005_0_1
3A,3042721,2.305408,t005_0_1
4A,2360551,2.305408,t005_0_1
5A,1935333,2.305408,t005_0_1
6A,1380378,2.305408,t005_0_1
7A,849143,2.305408,t005_0_1
8A,585285,2.305408,t005_0_1
9A,289138,2.305408,t005_0_1
10A,220385,2.305408,t005_0_1
11A,261862,2.305408,t005_0_1
12A,228271,2.305408,t005_0_1
13A,211248,2.305408,t005_0_1
14A,229785,2.305408,t005_0_1
15A,229691,2.305408,t005_0_1
16A,206129,2.305408,t005_0_1
17A,215627,2.305408,t005_0_1
18A,236875,2.305408,t005_0_1
19A,275633,2.305408,t005_0_1
20A,72644,2.305408,t005_0_1
1A,2160850,2.88176,t006_0_1
2A,2812237,2.88176,t006_0_1
3A,3028116,2.88176,t006_0_1
4A,2351437,2.88176,t006_0_1
5A,1938672,2.88176,t006_0_1
6A,1380395,2.88176,t006_0_1
7A,847882,2.88176,t006_0_1
8A,582859,2.88176,t006_0_1
9A,294033,2.88176,t006_0_1
10A,218512,2.88176,t006_0_1
11A,261013,2.88176,t006_0_1
12A,227680,2.88176,t006_0_1
13A,210156,2.88176,t006_0_1
14A,229318,2.88176,t006_0_1
15A,230969,2.88176,t006_0_1
16A,206202,2.88176,t006_0_1
17A,217225,2.88176,t006_0_1
18A,240709,2.88176,t006_0_1
19A,273444,2.88176,t006_0_1
20A,72466,2.88176,t006_0_1
1A,2143681,3.458112,t007_0_1
2A,2792023,3.458112,t007_0_1
3A,3004894,3.458112,t007_0_1
4A,2348189,3.458112,t007_0_1
5A,1926582,3.458112,t007_0_1
6A,1365712,3.458112,t007_0_1
7A,839178,3.458112,t007_0_1
8A,574861,3.458112,t007_0_1
9A,290461,3.458112,t007_0_1
10A,215807,3.458112,t007_0_1
11A,263675,3.458112,t007_0_1
12A,227216,3.458112,t007_0_1
13A,211317,3.458112,t007_0_1
14A,227857,3.458112,t007_0_1
15A,226278,3.458112,t007_0_1
16A,206582,3.458112,t007_0_1
17A,217229,3.458112,t007_0_1
18A,240084,3.458112,t007_0_1
19A,273802,3.458112,t007_0_1
20A,71973,3.458112,t007_0_1
1A,2140755,4.034464,t008_0_1
2A,2778050,4.034464,t008_0_1
3A,2981113,4.034464,t008_0_1
4A,2351200,4.034464,t008_0_1
5A,1925782,4.034464,t008_0_1
6A,1376155,4.034464,t008_0_1
7A,838268,4.034464,t008_0_1
8A,570300,4.034464,t008_0_1
9A,290039,4.034464,t008_0_1
10A,217993,4.034464,t008_0_1
11A,261125,4.034464,t008_0_1
12A,230314,4.034464,t008_0_1
13A,211530,4.034464,t008_0_1
14A,227450,4.034464,t008_0_1
15A,229364,4.034464,t008_0_1
16A,205754,4.034464,t008_0_1
17A,218097,4.034464,t008_0_1
18A,241198,4.034464,t008_0_1
19A,275359,4.034464,t008_0_1
20A,72153,4.034464,t008_0_1
1A,2103595,4.610816,t009_0_1
2A,2808911,4.610816,t009_0_1
3A,3023113,4.610816,t009_0_1
4A,2362706,4.610816,t009_0_1
5A,1920764,4.610816,t009_0_1
6A,1365384,4.610816,t009_0_1
7A,833429,4.610816,t009_0_1
8A,567997,4.610816,t009_0_1
9A,289272,4.610816,t009_0_1
10A,217980,4.610816,t009_0_1
11A,259736,4.610816,t009_0_1
12A,229741,4.610816,t009_0_1
13A,210448,4.610816,t009_0_1
14A,229077,4.610816,t009_0_1
15A,230519,4.610816,t009_0_1
16A,204904,4.610816,t009_0_1
17A,217693,4.610816,t009_0_1
18A,240173,4.610816,t009_0_1
19A,275873,4.610816,t009_0_1
20A,72410,4.610816,t009_0_1
1A,2124159,5.187168,t010_0_1
2A,2809638,5.187168,t010_0_1
3A,2992626,5.187168,t010_0_1
4A,2357092,5.187168,t010_0_1
5A,1920456,5.187168,t010_0_1
6A,1358966,5.187168,t010_0_1
7A,833823,5.187168,t010_0_1
8A,568970,5.187168,t010_0_1
9A,288496,5.187168,t010_0_1
10A,214342,5.187168,t010_0_1
11A,257960,5.187168,t010_0_1
12A,230067,5.187168,t010_0_1
13A,212570,5.187168,t010_0_1
14A,229635,5.187168,t010_0_1
15A,233087,5.187168,t010_0_1
16A,207484,5.187168,t010_0_1
17A,215839,5.187168,t010_0_1
18A,241200,5.187168,t010_0_1
19A,276956,5.187168,t010_0_1
20A,71995,5.187168,t010_0_1
1A,2122981,5.76352,t011_0_1
2A,2784298,5.76352,t011_0_1
3A,2992144,5.76352,t011_0_1
4A,2361485,5.76352,t011_0_1
5A,1924861,5.76352,t011_0_1
6A,1350876,5.76352,t011_0_1
7A,832071,5.76352,t011_0_1
8A,565270,5.76352,t011_0_1
9A,288753,5.76352,t011_0_1
10A,216900,5.76352,t011_0_1
11A,256849,5.76352,t011_0_1
12A,230977,5.76352,t011_0_1
13A,212089,5.76352,t011_0_1
14A,231839,5.76352,t011_0_1
15A,230420,5.76352,t011_0_1
16A,206774,5.76352,t011_0_1
17A,216166,5.76352,t011_0_1
18A,239809,5.76352,t011_0_1
19A,271634,5.76352,t011_0_1
20A,72181,5.76352,t011_0_1
1A,2082565,6.339872,t012_0_1
2A,2779765,6.339872,t012_0_1
3A,3016657,6.339872,t012_0_1
4A,2344746,6.339872,t012_0_1
