ROI ID,Total Intensity,Time,Frame Id
1A,1163180,0,t001_0_1
2A,1374531,0,t001_0_1
3A,894501,0,t001_0_1
4A,564142,0,t001_0_1
5A,956302,0,t001_0_1
6A,830732,0,t001_0_1
7A,632651,0,t001_0_1
8A,764362,0,t001_0_1
9A,891751,0,t001_0_1
10A,915930,0,t001_0_1
11A,1032907,0,t001_0_1
12A,973781,0,t001_0_1
13A,954311,0,t001_0_1
14A,860008,0,t001_0_1
15A,675972,0,t001_0_1
16A,589997,0,t001_0_1
17A,487078,0,t001_0_1
18A,493845,0,t001_0_1
19A,518127,0,t001_0_1
20A,264314,0,t001_0_1
1A,1160894,0.592548,t002_0_1
2A,1378430,0.592548,t002_0_1
3A,910266,0.592548,t002_0_1
4A,554689,0.592548,t002_0_1
5A,925708,0.592548,t002_0_1
6A,832000,0.592548,t002_0_1
7A,637326,0.592548,t002_0_1
8A,759984,0.592548,t002_0_1
9A,870948,0.592548,t002_0_1
10A,907369,0.592548,t002_0_1
11A,1020111,0.592548,t002_0_1
12A,963464,0.592548,t002_0_1
13A,940247,0.592548,t002_0_1
14A,862186,0.592548,t002_0_1
15A,692209,0.592548,t002_0_1
16A,592751,0.592548,t002_0_1
17A,490846,0.592548,t002_0_1
18A,468396,0.592548,t002_0_1
19A,533418,0.592548,t002_0_1
20A,263788,0.592548,t002_0_1
1A,1190504,1.185096,t003_0_1
2A,1392757,1.185096,t003_0_1
3A,929245,1.185096,t003_0_1
4A,553031,1.185096,t003_0_1
5A,904637,1.185096,t003_0_1
6A,829756,1.185096,t003_0_1
7A,630209,1.185096,t003_0_1
8A,752593,1.185096,t003_0_1
9A,870523,1.185096,t003_0_1
10A,917140,1.185096,t003_0_1
11A,1030093,1.185096,t003_0_1
12A,965429,1.185096,t003_0_1
13A,938809,1.185096,t003_0_1
14A,856248,1.185096,t003_0_1
15A,685046,1.185096,t003_0_1
16A,594578,1.185096,t003_0_1
17A,489300,1.185096,t003_0_1
18A,444526,1.185096,t003_0_1
19A,548412,1.185096,t003_0_1
20A,263862,1.185096,t003_0_1
1A,1224401,1.777644,t004_0_1
2A,1406252,1.777644,t004_0_1
3A,947436,1.777644,t004_0_1
4A,551303,1.777644,t004_0_1
5A,893580,1.777644,t004_0_1
6A,828873,1.777644,t004_0_1
7A,644375,1.777644,t004_0_1
8A,759892,1.777644,t004_0_1
9A,863329,1.777644,t004_0_1
10A,910195,1.777644,t004_0_1
11A,1029833,1.777644,t004_0_1
12A,958068,1.777644,t004_0_1
13A,944620,1.777644,t004_0_1
14A,865603,1.777644,t004_0_1
15A,685086,1.777644,t004_0_1
16A,589689,1.777644,t004_0_1
17A,487416,1.777644,t004_0_1
18A,446311,1.777644,t004_0_1
19A,560969,1.777644,t004_0_1
20A,264128,1.777644,t004_0_1
1A,1242621,2.370192,t005_0_1
2A,1421990,2.370192,t005_0_1
3A,958338,2.370192,t005_0_1
4A,539690,2.370192,t005_0_1
5A,879326,2.370192,t005_0_1
6A,826019,2.370192,t005_0_1
7A,638678,2.370192,t005_0_1
8A,758237,2.370192,t005_0_1
9A,863478,2.370192,t005_0_1
10A,912882,2.370192,t005_0_1
11A,1018815,2.370192,t005_0_1
12A,969763,2.370192,t005_0_1
13A,933776,2.370192,t005_0_1
14A,861259,2.370192,t005_0_1
15A,693407,2.370192,t005_0_1
16A,601105,2.370192,t005_0_1
17A,482151,2.370192,t005_0_1
18A,445685,2.370192,t005_0_1
19A,556734,2.370192,t005_0_1
20A,264110,2.370192,t005_0_1
1A,1259312,2.96274,t006_0_1
2A,1431418,2.96274,t006_0_1
3A,949054,2.96274,t006_0_1
4A,530256,2.96274,t006_0_1
5A,886559,2.96274,t006_0_1
6A,820360,2.96274,t006_0_1
7A,634638,2.96274,t006_0_1
8A,759907,2.96274,t006_0_1
9A,868045,2.96274,t006_0_1
10A,904151,2.96274,t006_0_1
11A,1024593,2.96274,t006_0_1
12A,962222,2.96274,t006_0_1
13A,932538,2.96274,t006_0_1
14A,869043,2.96274,t006_0_1
15A,697662,2.96274,t006_0_1
16A,595719,2.96274,t006_0_1
17A,478845,2.96274,t006_0_1
18A,455551,2.96274,t006_0_1
19A,546100,2.96274,t006_0_1
20A,263678,2.96274,t006_0_1
1A,1267672,3.555288,t007_0_1
2A,1427479,3.555288,t007_0_1
3A,947789,3.555288,t007_0_1
4A,532089,3.555288,t007_0_1
5A,879899,3.555288,t007_0_1
6A,817664,3.555288,t007_0_1
7A,621120,3.555288,t007_0_1
8A,764104,3.555288,t007_0_1
9A,869154,3.555288,t007_0_1
10A,895478,3.555288,t007_0_1
11A,1018248,3.555288,t007_0_1
12A,958595,3.555288,t007_0_1
13A,932514,3.555288,t007_0_1
14A,865348,3.555288,t007_0_1
15A,703658,3.555288,t007_0_1
16A,589907,3.555288,t007_0_1
17A,470904,3.555288,t007_0_1
18A,461714,3.555288,t007_0_1
19A,521839,3.555288,t007_0_1
20A,264398,3.555288,t007_0_1
