ROI ID,Total Intensity,Time,Frame Id
1A,1216281,0,t001_0_1
2A,1208973,0,t001_0_1
3A,972683,0,t001_0_1
4A,901334,0,t001_0_1
5A,1093765,0,t001_0_1
6A,1409951,0,t001_0_1
7A,802088,0,t001_0_1
8A,983298,0,t001_0_1
9A,944657,0,t001_0_1
10A,850290,0,t001_0_1
11A,798886,0,t001_0_1
12A,1204728,0,t001_0_1
13A,1333270,0,t001_0_1
14A,1100123,0,t001_0_1
15A,995764,0,t001_0_1
16A,1062152,0,t001_0_1
17A,688233,0,t001_0_1
18A,874295,0,t001_0_1
19A,1024172,0,t001_0_1
20A,262365,0,t001_0_1
1A,1232627,0.592548,t002_0_1
2A,1121909,0.592548,t002_0_1
3A,960383,0.592548,t002_0_1
4A,900486,0.592548,t002_0_1
5A,1091328,0.592548,t002_0_1
6A,1424253,0.592548,t002_0_1
7A,803379,0.592548,t002_0_1
8A,969884,0.592548,t002_0_1
9A,934950,0.592548,t002_0_1
10A,863973,0.592548,t002_0_1
11A,789000,0.592548,t002_0_1
12A,1179268,0.592548,t002_0_1
13A,1361828,0.592548,t002_0_1
14A,1128649,0.592548,t002_0_1
15A,999289,0.592548,t002_0_1
16A,1053831,0.592548,t002_0_1
17A,695803,0.592548,t002_0_1
18A,871137,0.592548,t002_0_1
19A,1018323,0.592548,t002_0_1
20A,262589,0.592548,t002_0_1
1A,1253002,1.185096,t003_0_1
2A,1015169,1.185096,t003_0_1
3A,970125,1.185096,t003_0_1
4A,914156,1.185096,t003_0_1
5A,1097832,1.185096,t003_0_1
6A,1430606,1.185096,t003_0_1
7A,807035,1.185096,t003_0_1
8A,1001831,1.185096,t003_0_1
9A,940608,1.185096,t003_0_1
10A,874838,1.185096,t003_0_1
11A,792103,1.185096,t003_0_1
12A,1156735,1.185096,t003_0_1
13A,1359978,1.185096,t003_0_1
14A,1140089,1.185096,t003_0_1
15A,1020647,1.185096,t003_0_1
16A,1052094,1.185096,t003_0_1
17A,699944,1.185096,t003_0_1
18A,857863,1.185096,t003_0_1
19A,1013576,1.185096,t003_0_1
20A,263648,1.185096,t003_0_1
1A,1206231,1.777644,t004_0_1
2A,946624,1.777644,t004_0_1
3A,980984,1.777644,t004_0_1
4A,934160,1.777644,t004_0_1
5A,1096326,1.777644,t004_0_1
6A,1410599,1.777644,t004_0_1
7A,811665,1.777644,t004_0_1
8A,991968,1.777644,t004_0_1
9A,920557,1.777644,t004_0_1
10A,866583,1.777644,t004_0_1
11A,790427,1.777644,t004_0_1
12A,1141613,1.777644,t004_0_1
13A,1312839,1.777644,t004_0_1
14A,1168108,1.777644,t004_0_1
15A,1014728,1.777644,t004_0_1
16A,1070316,1.777644,t004_0_1
17A,696045,1.777644,t004_0_1
18A,854016,1.777644,t004_0_1
19A,1015554,1.777644,t004_0_1
20A,262828,1.777644,t004_0_1
1A,1127701,2.370192,t005_0_1
2A,930051,2.370192,t005_0_1
3A,989059,2.370192,t005_0_1
4A,954422,2.370192,t005_0_1
5A,1097043,2.370192,t005_0_1
6A,1377249,2.370192,t005_0_1
7A,792546,2.370192,t005_0_1
8A,1006988,2.370192,t005_0_1
9A,928329,2.370192,t005_0_1
10A,884258,2.370192,t005_0_1
11A,802398,2.370192,t005_0_1
12A,1125141,2.370192,t005_0_1
13A,1262115,2.370192,t005_0_1
14A,1182442,2.370192,t005_0_1
15A,1026811,2.370192,t005_0_1
16A,1052732,2.370192,t005_0_1
17A,695565,2.370192,t005_0_1
18A,859829,2.370192,t005_0_1
19A,1016955,2.370192,t005_0_1
20A,262825,2.370192,t005_0_1
1A,1007711,2.96274,t006_0_1
2A,935693,2.96274,t006_0_1
3A,1003021,2.96274,t006_0_1
4A,962583,2.96274,t006_0_1
5A,1100918,2.96274,t006_0_1
6A,1359672,2.96274,t006_0_1
7A,782402,2.96274,t006_0_1
8A,994928,2.96274,t006_0_1
9A,914138,2.96274,t006_0_1
10A,871022,2.96274,t006_0_1
11A,787290,2.96274,t006_0_1
12A,1113050,2.96274,t006_0_1
13A,1235918,2.96274,t006_0_1
14A,1169018,2.96274,t006_0_1
15A,1008799,2.96274,t006_0_1
16A,1072460,2.96274,t006_0_1
17A,702788,2.96274,t006_0_1
18A,846823,2.96274,t006_0_1
19A,1009193,2.96274,t006_0_1
20A,262664,2.96274,t006_0_1
1A,939643,3.555288,t007_0_1
2A,979523,3.555288,t007_0_1
3A,1034038,3.555288,t007_0_1
4A,994869,3.555288,t007_0_1
5A,1115233,3.555288,t007_0_1
6A,1372819,3.555288,t007_0_1
7A,778005,3.555288,t007_0_1
8A,1005940,3.555288,t007_0_1
