ROI ID,Total Intensity:CH2,Average:CH2,Max Intensity:CH2,Min Intensity:CH2,Range:CH2,SD:CH2,3SD:CH2,Total Intensity:CH3,Average:CH3,Max Intensity:CH3,Min Intensity:CH3,Range:CH3,SD:CH3,3SD:CH3,Time,Frame Id
1A,1216281.000000,726.571685,4095.000000,149.000000,3946.000000,724.802022,2174.406066,512715.000000,306.281362,581.000000,155.000000,426.000000,94.438935,283.316804,0.000000,t001_0_1
2A,1208973.000000,722.206093,4095.000000,150.000000,3945.000000,631.785586,1895.356757,637713.000000,380.951613,557.000000,191.000000,366.000000,67.790153,203.370459,0.000000,t001_0_1
3A,972683.000000,581.053166,3081.000000,150.000000,2931.000000,512.823623,1538.470869,673077.000000,402.077061,592.000000,185.000000,407.000000,100.469047,301.407140,0.000000,t001_0_1
4A,901334.000000,538.431302,2719.000000,150.000000,2569.000000,424.903869,1274.711607,690232.000000,412.324970,588.000000,169.000000,419.000000,115.974988,347.924964,0.000000,t001_0_1
5A,1093765.000000,653.384110,3473.000000,149.000000,3324.000000,594.625927,1783.877780,681498.000000,407.107527,591.000000,160.000000,431.000000,113.889592,341.668775,0.000000,t001_0_1
6A,1409951.000000,842.264636,4095.000000,150.000000,3945.000000,715.060647,2145.181941,541314.000000,323.365591,600.000000,129.000000,471.000000,146.608265,439.824796,0.000000,t001_0_1
7A,802088.000000,479.144564,2210.000000,152.000000,2058.000000,266.601821,799.805464,611384.000000,365.223417,605.000000,135.000000,470.000000,136.911919,410.735758,0.000000,t001_0_1
8A,983298.000000,587.394265,3400.000000,154.000000,3246.000000,423.713585,1271.140754,612819.000000,366.080645,595.000000,157.000000,438.000000,114.671892,344.015676,0.000000,t001_0_1
9A,944657.000000,564.311231,3134.000000,156.000000,2978.000000,347.216726,1041.650177,637124.000000,380.599761,592.000000,150.000000,442.000000,113.083257,339.249772,0.000000,t001_0_1
10A,850290.000000,507.939068,3321.000000,151.000000,3170.000000,312.381674,937.145023,660516.000000,394.573477,602.000000,130.000000,472.000000,131.206185,393.618555,0.000000,t001_0_1
11A,798886.000000,477.231780,3054.000000,162.000000,2892.000000,262.444860,787.334581,649945.000000,388.258662,599.000000,127.000000,472.000000,132.199333,396.597999,0.000000,t001_0_1
12A,1204728.000000,719.670251,4095.000000,153.000000,3942.000000,592.820132,1778.460395,575088.000000,343.541219,585.000000,116.000000,469.000000,132.635363,397.906090,0.000000,t001_0_1
13A,1333270.000000,796.457587,4095.000000,151.000000,3944.000000,699.891061,2099.673182,704909.000000,421.092593,607.000000,129.000000,478.000000,114.330665,342.991995,0.000000,t001_0_1
14A,1100123.000000,657.182198,4095.000000,153.000000,3942.000000,594.365668,1783.097003,623084.000000,372.212664,607.000000,129.000000,478.000000,149.452978,448.358933,0.000000,t001_0_1
15A,995764.000000,594.841099,4095.000000,149.000000,3946.000000,523.005948,1569.017845,718830.000000,429.408602,609.000000,130.000000,479.000000,129.877349,389.632047,0.000000,t001_0_1
16A,1062152.000000,634.499403,4095.000000,151.000000,3944.000000,529.689939,1589.069817,725516.000000,433.402628,612.000000,132.000000,480.000000,153.213068,459.639203,0.000000,t001_0_1
17A,688233.000000,411.130824,2858.000000,151.000000,2707.000000,304.648196,913.944589,689409.000000,411.833333,612.000000,141.000000,471.000000,138.030048,414.090145,0.000000,t001_0_1
18A,874295.000000,522.278973,3885.000000,152.000000,3733.000000,478.375693,1435.127080,729386.000000,435.714456,610.000000,141.000000,469.000000,128.742678,386.228034,0.000000,t001_0_1
19A,1024172.000000,611.811231,3786.000000,152.000000,3634.000000,629.683183,1889.049548,753752.000000,450.270012,606.000000,159.000000,447.000000,121.466954,364.400863,0.000000,t001_0_1
20A,262365.000000,156.729391,241.000000,148.000000,93.000000,8.948359,26.845077,1003254.000000,599.315412,617.000000,585.000000,32.000000,4.852881,14.558643,0.000000,t001_0_1
1A,1232627.000000,736.336320,4095.000000,148.000000,3947.000000,722.870583,2168.611748,509369.000000,304.282557,585.000000,148.000000,437.000000,93.331955,279.995865,0.592548,t002_0_1
2A,1121909.000000,670.196535,4095.000000,149.000000,3946.000000,583.641221,1750.923662,643174.000000,384.213859,561.000000,194.000000,367.000000,67.970579,203.911738,0.592548,t002_0_1
3A,960383.000000,573.705496,3432.000000,148.000000,3284.000000,507.754991,1523.264974,674830.000000,403.124253,594.000000,183.000000,411.000000,100.755569,302.266707,0.592548,t002_0_1
4A,900486.000000,537.924731,2511.000000,150.000000,2361.000000,417.616000,1252.848000,687693.000000,410.808244,585.000000,170.000000,415.000000,116.107676,348.323029,0.592548,t002_0_1
5A,1091328.000000,651.928315,3558.000000,152.000000,3406.000000,592.290872,1776.872617,679990.000000,406.206691,591.000000,157.000000,434.000000,113.813857,341.441571,0.592548,t002_0_1
6A,1424253.000000,850.808244,4095.000000,150.000000,3945.000000,738.050216,2214.150648,539666.000000,322.381123,601.000000,131.000000,470.000000,145.553385,436.660155,0.592548,t002_0_1
7A,803379.000000,479.915771,1819.000000,151.000000,1668.000000,263.181072,789.543216,609851.000000,364.307646,609.000000,134.000000,475.000000,136.190701,408.572104,0.592548,t002_0_1
8A,969884.000000,579.381123,3529.000000,152.000000,3377.000000,427.279912,1281.839737,609071.000000,363.841697,591.000000,154.000000,437.000000,112.748324,338.244973,0.592548,t002_0_1
9A,934950.000000,558.512545,2784.000000,153.000000,2631.000000,345.667906,1037.003718,631315.000000,377.129630,594.000000,143.000000,451.000000,111.967622,335.902867,0.592548,t002_0_1
10A,863973.000000,516.112903,2610.000000,153.000000,2457.000000,321.290347,963.871042,656924.000000,392.427718,595.000000,128.000000,467.000000,130.885236,392.655707,0.592548,t002_0_1
11A,789000.000000,471.326165,3718.000000,152.000000,3566.000000,265.555829,796.667487,649022.000000,387.707288,602.000000,128.000000,474.000000,132.491195,397.473585,0.592548,t002_0_1
12A,1179268.000000,704.461171,4095.000000,154.000000,3941.000000,584.343962,1753.031887,577791.000000,345.155914,586.000000,121.000000,465.000000,134.228247,402.684742,0.592548,t002_0_1
13A,1361828.000000,813.517324,3945.000000,153.000000,3792.000000,705.486396,2116.459188,702020.000000,419.366786,606.000000,127.000000,479.000000,114.149143,342.447428,0.592548,t002_0_1
14A,1128649.000000,674.222820,4095.000000,153.000000,3942.000000,613.151414,1839.454243,620159.000000,370.465352,607.000000,128.000000,479.000000,148.256886,444.770658,0.592548,t002_0_1
15A,999289.000000,596.946834,4095.000000,152.000000,3943.000000,517.336472,1552.009416,717872.000000,428.836320,607.000000,133.000000,474.000000,129.249574,387.748721,0.592548,t002_0_1
16A,1053831.000000,629.528674,4095.000000,154.000000,3941.000000,517.112798,1551.338394,723511.000000,432.204898,608.000000,130.000000,478.000000,151.835864,455.507591,0.592548,t002_0_1
17A,695803.000000,415.652927,3229.000000,153.000000,3076.000000,301.610864,904.832591,687532.000000,410.712067,614.000000,146.000000,468.000000,138.162492,414.487475,0.592548,t002_0_1
18A,871137.000000,520.392473,4095.000000,151.000000,3944.000000,480.628354,1441.885062,726753.000000,434.141577,609.000000,140.000000,469.000000,128.154685,384.464055,0.592548,t002_0_1
19A,1018323.000000,608.317204,3784.000000,150.000000,3634.000000,626.220383,1878.661149,754770.000000,450.878136,606.000000,161.000000,445.000000,119.497927,358.493781,0.592548,t002_0_1
20A,262589.000000,156.863202,246.000000,148.000000,98.000000,9.862667,29.588002,1001010.000000,597.974910,612.000000,583.000000,29.000000,4.650570,13.951711,0.592548,t002_0_1
1A,1253002.000000,748.507766,4095.000000,150.000000,3945.000000,742.448817,2227.346450,511419.000000,305.507168,593.000000,138.000000,455.000000,93.626621,280.879862,1.185096,t003_0_1
2A,1015169.000000,606.433094,4095.000000,150.000000,3945.000000,512.947016,1538.841047,653758.000000,390.536440,561.000000,192.000000,369.000000,69.477845,208.433536,1.185096,t003_0_1
3A,970125.000000,579.525090,3233.000000,150.000000,3083.000000,511.943747,1535.831240,677541.000000,404.743728,600.000000,187.000000,413.000000,101.361110,304.083331,1.185096,t003_0_1
4A,914156.000000,546.090800,2609.000000,149.000000,2460.000000,424.493930,1273.481791,691287.000000,412.955197,602.000000,175.000000,427.000000,116.504648,349.513945,1.185096,t003_0_1
5A,1097832.000000,655.813620,3551.000000,150.000000,3401.000000,595.424126,1786.272378,684184.000000,408.712067,597.000000,157.000000,440.000000,114.983437,344.950310,1.185096,t003_0_1
6A,1430606.000000,854.603345,4095.000000,151.000000,3944.000000,744.006579,2232.019736,541894.000000,323.712067,600.000000,134.000000,466.000000,146.520131,439.560394,1.185096,t003_0_1
7A,807035.000000,482.099761,2064.000000,151.000000,1913.000000,261.303403,783.910210,612550.000000,365.919952,607.000000,135.000000,472.000000,136.658369,409.975106,1.185096,t003_0_1
8A,1001831.000000,598.465352,3439.000000,152.000000,3287.000000,441.548937,1324.646811,612220.000000,365.722820,602.000000,155.000000,447.000000,113.067666,339.202998,1.185096,t003_0_1
9A,940608.000000,561.892473,2530.000000,152.000000,2378.000000,342.738616,1028.215849,637200.000000,380.645161,599.000000,150.000000,449.000000,114.970323,344.910969,1.185096,t003_0_1
10A,874838.000000,522.603345,3452.000000,153.000000,3299.000000,324.423032,973.269097,661717.000000,395.290920,597.000000,129.000000,468.000000,133.187531,399.562592,1.185096,t003_0_1
11A,792103.000000,473.179809,3011.000000,153.000000,2858.000000,262.426276,787.278827,653536.000000,390.403823,599.000000,126.000000,473.000000,133.916514,401.749541,1.185096,t003_0_1
12A,1156735.000000,691.000597,4090.000000,153.000000,3937.000000,563.159715,1689.479144,580675.000000,346.878734,589.000000,120.000000,469.000000,134.786211,404.358634,1.185096,t003_0_1
13A,1359978.000000,812.412186,4054.000000,153.000000,3901.000000,678.521822,2035.565465,702235.000000,419.495221,604.000000,128.000000,476.000000,115.631104,346.893312,1.185096,t003_0_1
14A,1140089.000000,681.056750,4095.000000,154.000000,3941.000000,600.317963,1800.953889,617136.000000,368.659498,606.000000,128.000000,478.000000,147.689210,443.067629,1.185096,t003_0_1
15A,1020647.000000,609.705496,4095.000000,152.000000,3943.000000,527.922316,1583.766947,721591.000000,431.057945,606.000000,134.000000,472.000000,130.542063,391.626189,1.185096,t003_0_1
16A,1052094.000000,628.491039,4095.000000,154.000000,3941.000000,499.588867,1498.766601,726318.000000,433.881720,608.000000,129.000000,479.000000,152.700233,458.100699,1.185096,t003_0_1
17A,699944.000000,418.126643,2977.000000,150.000000,2827.000000,310.596204,931.788612,688245.000000,411.137993,609.000000,143.000000,466.000000,139.007867,417.023601,1.185096,t003_0_1
18A,857863.000000,512.462963,4079.000000,152.000000,3927.000000,465.284209,1395.852628,727904.000000,434.829152,608.000000,142.000000,466.000000,128.377717,385.133151,1.185096,t003_0_1
19A,1013576.000000,605.481481,3460.000000,152.000000,3308.000000,616.210531,1848.631592,754420.000000,450.669056,603.000000,167.000000,436.000000,119.755911,359.267734,1.185096,t003_0_1
20A,263648.000000,157.495818,253.000000,148.000000,105.000000,10.801579,32.404738,1000788.000000,597.842294,612.000000,583.000000,29.000000,4.539904,13.619713,1.185096,t003_0_1
1A,1206231.000000,720.568100,4095.000000,149.000000,3946.000000,704.977196,2114.931589,511919.000000,305.805854,583.000000,145.000000,438.000000,93.290645,279.871936,1.777644,t004_0_1
2A,946624.000000,565.486260,4095.000000,150.000000,3945.000000,476.942286,1430.826857,654211.000000,390.807049,573.000000,193.000000,380.000000,69.746266,209.238798,1.777644,t004_0_1
3A,980984.000000,586.011947,3354.000000,150.000000,3204.000000,511.825324,1535.475972,672258.000000,401.587814,593.000000,185.000000,408.000000,99.316029,297.948087,1.777644,t004_0_1
4A,934160.000000,558.040621,2760.000000,150.000000,2610.000000,447.766955,1343.300864,688014.000000,411.000000,591.000000,179.000000,412.000000,115.544056,346.632168,1.777644,t004_0_1
5A,1096326.000000,654.913978,3440.000000,149.000000,3291.000000,604.622848,1813.868544,680461.000000,406.488053,590.000000,159.000000,431.000000,114.109555,342.328666,1.777644,t004_0_1
6A,1410599.000000,842.651732,4095.000000,150.000000,3945.000000,738.151827,2214.455480,539142.000000,322.068100,600.000000,131.000000,469.000000,145.366357,436.099070,1.777644,t004_0_1
7A,811665.000000,484.865591,1863.000000,152.000000,1711.000000,268.145604,804.436812,609346.000000,364.005974,603.000000,133.000000,470.000000,135.670189,407.010567,1.777644,t004_0_1
8A,991968.000000,592.573477,3638.000000,154.000000,3484.000000,438.816137,1316.448410,605941.000000,361.971924,597.000000,156.000000,441.000000,110.530278,331.590835,1.777644,t004_0_1
9A,920557.000000,549.914576,2263.000000,152.000000,2111.000000,323.228236,969.684709,632900.000000,378.076464,589.000000,145.000000,444.000000,114.108157,342.324472,1.777644,t004_0_1
10A,866583.000000,517.672043,3059.000000,153.000000,2906.000000,322.934283,968.802850,655036.000000,391.299881,604.000000,126.000000,478.000000,131.732136,395.196409,1.777644,t004_0_1
11A,790427.000000,472.178614,3759.000000,153.000000,3606.000000,267.165990,801.497971,648655.000000,387.488053,603.000000,125.000000,478.000000,132.346478,397.039435,1.777644,t004_0_1
12A,1141613.000000,681.967145,4095.000000,155.000000,3940.000000,550.949968,1652.849903,581716.000000,347.500597,592.000000,120.000000,472.000000,136.260281,408.780842,1.777644,t004_0_1
13A,1312839.000000,784.252688,3870.000000,153.000000,3717.000000,647.482087,1942.446260,699319.000000,417.753286,605.000000,128.000000,477.000000,114.802347,344.407042,1.777644,t004_0_1
14A,1168108.000000,697.794504,4095.000000,150.000000,3945.000000,618.419522,1855.258567,618412.000000,369.421744,607.000000,129.000000,478.000000,148.527456,445.582368,1.777644,t004_0_1
15A,1014728.000000,606.169654,4095.000000,151.000000,3944.000000,531.125441,1593.376323,719302.000000,429.690562,610.000000,133.000000,477.000000,130.541524,391.624571,1.777644,t004_0_1
16A,1070316.000000,639.376344,4095.000000,152.000000,3943.000000,529.606855,1588.820566,725846.000000,433.599761,610.000000,130.000000,480.000000,152.863871,458.591613,1.777644,t004_0_1
17A,696045.000000,415.797491,2793.000000,151.000000,2642.000000,291.379546,874.138637,689777.000000,412.053166,613.000000,142.000000,471.000000,138.226530,414.679590,1.777644,t004_0_1
18A,854016.000000,510.164875,3871.000000,150.000000,3721.000000,456.419873,1369.259620,730442.000000,436.345281,610.000000,139.000000,471.000000,128.983848,386.951543,1.777644,t004_0_1
19A,1015554.000000,606.663082,3512.000000,147.000000,3365.000000,626.756036,1880.268109,754966.000000,450.995221,607.000000,159.000000,448.000000,120.489746,361.469239,1.777644,t004_0_1
20A,262828.000000,157.005974,236.000000,148.000000,88.000000,9.748937,29.246812,1004070.000000,599.802867,615.000000,586.000000,29.000000,4.556361,13.669082,1.777644,t004_0_1
1A,1127701.000000,673.656511,4095.000000,150.000000,3945.000000,669.924287,2009.772861,517991.000000,309.433094,585.000000,149.000000,436.000000,93.502174,280.506522,2.370192,t005_0_1
2A,930051.000000,555.586022,4095.000000,150.000000,3945.000000,456.757186,1370.271557,657091.000000,392.527479,569.000000,195.000000,374.000000,70.011141,210.033423,2.370192,t005_0_1
3A,989059.000000,590.835723,3130.000000,150.000000,2980.000000,506.442941,1519.328824,672251.000000,401.583632,597.000000,186.000000,411.000000,99.002253,297.006759,2.370192,t005_0_1
4A,954422.000000,570.144564,2578.000000,150.000000,2428.000000,451.563939,1354.691817,690851.000000,412.694743,594.000000,180.000000,414.000000,115.758361,347.275084,2.370192,t005_0_1
5A,1097043.000000,655.342294,3823.000000,150.000000,3673.000000,600.197080,1800.591239,682367.000000,407.626643,602.000000,163.000000,439.000000,115.084198,345.252593,2.370192,t005_0_1
6A,1377249.000000,822.729391,4095.000000,150.000000,3945.000000,708.941649,2126.824947,540224.000000,322.714456,602.000000,131.000000,471.000000,145.685857,437.057571,2.370192,t005_0_1
7A,792546.000000,473.444444,1790.000000,153.000000,1637.000000,251.084226,753.252679,613045.000000,366.215651,604.000000,134.000000,470.000000,136.758028,410.274083,2.370192,t005_0_1
8A,1006988.000000,601.545998,3492.000000,150.000000,3342.000000,446.178029,1338.534086,609444.000000,364.064516,605.000000,157.000000,448.000000,112.052277,336.156830,2.370192,t005_0_1
9A,928329.000000,554.557348,2607.000000,152.000000,2455.000000,333.792913,1001.378740,635396.000000,379.567503,593.000000,150.000000,443.000000,114.758015,344.274044,2.370192,t005_0_1
10A,884258.000000,528.230585,3266.000000,155.000000,3111.000000,325.953062,977.859185,659766.000000,394.125448,603.000000,129.000000,474.000000,133.189231,399.567694,2.370192,t005_0_1
11A,802398.000000,479.329749,3044.000000,154.000000,2890.000000,276.973738,830.921214,649512.000000,388.000000,604.000000,127.000000,477.000000,131.580740,394.742219,2.370192,t005_0_1
12A,1125141.000000,672.127240,4095.000000,152.000000,3943.000000,540.852866,1622.558599,580092.000000,346.530466,590.000000,121.000000,469.000000,135.183885,405.551655,2.370192,t005_0_1
