ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,3026705.000000,1912521.000000,0.000000,t001_0_1
2A,2871926.000000,2200831.000000,0.000000,t001_0_1
3A,3666308.000000,2316788.000000,0.000000,t001_0_1
4A,3280508.000000,2668978.000000,0.000000,t001_0_1
5A,3225582.000000,2835081.000000,0.000000,t001_0_1
6A,2641695.000000,3142055.000000,0.000000,t001_0_1
7A,782825.000000,3104085.000000,0.000000,t001_0_1
8A,810206.000000,3234410.000000,0.000000,t001_0_1
9A,466268.000000,3190981.000000,0.000000,t001_0_1
10A,825711.000000,3131779.000000,0.000000,t001_0_1
11A,994295.000000,3283078.000000,0.000000,t001_0_1
12A,1584761.000000,3152590.000000,0.000000,t001_0_1
13A,1458142.000000,3085731.000000,0.000000,t001_0_1
14A,1724564.000000,3192214.000000,0.000000,t001_0_1
15A,1687067.000000,3079139.000000,0.000000,t001_0_1
16A,1264246.000000,3338903.000000,0.000000,t001_0_1
17A,1406160.000000,3447359.000000,0.000000,t001_0_1
18A,1582252.000000,3598587.000000,0.000000,t001_0_1
19A,1456061.000000,3829465.000000,0.000000,t001_0_1
20A,57456.000000,3989378.000000,0.000000,t001_0_1
1A,3060195.000000,1907338.000000,0.746856,t002_0_1
2A,2864681.000000,2194032.000000,0.746856,t002_0_1
3A,3670038.000000,2306730.000000,0.746856,t002_0_1
4A,3300988.000000,2660445.000000,0.746856,t002_0_1
5A,3076786.000000,2841188.000000,0.746856,t002_0_1
6A,2660433.000000,3137383.000000,0.746856,t002_0_1
7A,774594.000000,3087323.000000,0.746856,t002_0_1
8A,810906.000000,3207318.000000,0.746856,t002_0_1
9A,473839.000000,3175532.000000,0.746856,t002_0_1
10A,820147.000000,3122746.000000,0.746856,t002_0_1
11A,986944.000000,3273626.000000,0.746856,t002_0_1
12A,1597238.000000,3141757.000000,0.746856,t002_0_1
13A,1478471.000000,3081681.000000,0.746856,t002_0_1
14A,1735494.000000,3176044.000000,0.746856,t002_0_1
15A,1682904.000000,3067667.000000,0.746856,t002_0_1
16A,1229059.000000,3325270.000000,0.746856,t002_0_1
17A,1406605.000000,3430265.000000,0.746856,t002_0_1
18A,1578426.000000,3578628.000000,0.746856,t002_0_1
19A,1484563.000000,3817498.000000,0.746856,t002_0_1
20A,57332.000000,3979146.000000,0.746856,t002_0_1
1A,3083853.000000,1904600.000000,1.493712,t003_0_1
2A,2875643.000000,2192074.000000,1.493712,t003_0_1
3A,3660005.000000,2307194.000000,1.493712,t003_0_1
4A,3320729.000000,2647302.000000,1.493712,t003_0_1
5A,2938646.000000,2815681.000000,1.493712,t003_0_1
6A,2670766.000000,3122180.000000,1.493712,t003_0_1
7A,777344.000000,3060216.000000,1.493712,t003_0_1
8A,769795.000000,3213674.000000,1.493712,t003_0_1
9A,480855.000000,3168005.000000,1.493712,t003_0_1
10A,796585.000000,3116770.000000,1.493712,t003_0_1
11A,992147.000000,3263313.000000,1.493712,t003_0_1
12A,1601613.000000,3129970.000000,1.493712,t003_0_1
13A,1471388.000000,3067606.000000,1.493712,t003_0_1
14A,1757322.000000,3170906.000000,1.493712,t003_0_1
15A,1690888.000000,3060812.000000,1.493712,t003_0_1
16A,1218947.000000,3315352.000000,1.493712,t003_0_1
17A,1403362.000000,3413366.000000,1.493712,t003_0_1
18A,1570358.000000,3590520.000000,1.493712,t003_0_1
19A,1457686.000000,3805869.000000,1.493712,t003_0_1
20A,57780.000000,3972268.000000,1.493712,t003_0_1
1A,3070228.000000,1889195.000000,2.240568,t004_0_1
2A,2868172.000000,2162466.000000,2.240568,t004_0_1
3A,3653851.000000,2296839.000000,2.240568,t004_0_1
4A,3311859.000000,2639701.000000,2.240568,t004_0_1
5A,2791931.000000,2822412.000000,2.240568,t004_0_1
6A,2679101.000000,3127297.000000,2.240568,t004_0_1
7A,780644.000000,3071412.000000,2.240568,t004_0_1
8A,749699.000000,3203998.000000,2.240568,t004_0_1
9A,471231.000000,3156549.000000,2.240568,t004_0_1
10A,795756.000000,3113088.000000,2.240568,t004_0_1
11A,982286.000000,3257624.000000,2.240568,t004_0_1
12A,1603227.000000,3126856.000000,2.240568,t004_0_1
13A,1463051.000000,3072578.000000,2.240568,t004_0_1
14A,1753096.000000,3166843.000000,2.240568,t004_0_1
15A,1663811.000000,3052348.000000,2.240568,t004_0_1
16A,1213695.000000,3312774.000000,2.240568,t004_0_1
17A,1389497.000000,3418526.000000,2.240568,t004_0_1
18A,1549557.000000,3577414.000000,2.240568,t004_0_1
19A,1392131.000000,3803057.000000,2.240568,t004_0_1
20A,57828.000000,3957002.000000,2.240568,t004_0_1
1A,3059992.000000,1887825.000000,2.987424,t005_0_1
2A,2867403.000000,2178356.000000,2.987424,t005_0_1
3A,3650350.000000,2293921.000000,2.987424,t005_0_1
4A,3325001.000000,2643124.000000,2.987424,t005_0_1
5A,2703626.000000,2824984.000000,2.987424,t005_0_1
6A,2637801.000000,3112656.000000,2.987424,t005_0_1
7A,795759.000000,3061206.000000,2.987424,t005_0_1
8A,738073.000000,3211900.000000,2.987424,t005_0_1
9A,475814.000000,3147377.000000,2.987424,t005_0_1
10A,783627.000000,3115325.000000,2.987424,t005_0_1
11A,1001240.000000,3254666.000000,2.987424,t005_0_1
12A,1608995.000000,3126120.000000,2.987424,t005_0_1
13A,1461420.000000,3064577.000000,2.987424,t005_0_1
14A,1757647.000000,3161038.000000,2.987424,t005_0_1
15A,1679391.000000,3046293.000000,2.987424,t005_0_1
16A,1227933.000000,3311811.000000,2.987424,t005_0_1
17A,1380779.000000,3426603.000000,2.987424,t005_0_1
18A,1531397.000000,3576533.000000,2.987424,t005_0_1
19A,1326651.000000,3804247.000000,2.987424,t005_0_1
20A,57095.000000,3969196.000000,2.987424,t005_0_1
1A,3097624.000000,1889402.000000,3.734280,t006_0_1
2A,2880459.000000,2163812.000000,3.734280,t006_0_1
3A,3643047.000000,2285630.000000,3.734280,t006_0_1
4A,3341006.000000,2634919.000000,3.734280,t006_0_1
5A,2673472.000000,2804207.000000,3.734280,t006_0_1
6A,2573313.000000,3104982.000000,3.734280,t006_0_1
7A,808531.000000,3044557.000000,3.734280,t006_0_1
8A,755653.000000,3192079.000000,3.734280,t006_0_1
9A,464218.000000,3132359.000000,3.734280,t006_0_1
10A,803531.000000,3096696.000000,3.734280,t006_0_1
11A,1013698.000000,3240842.000000,3.734280,t006_0_1
12A,1603582.000000,3114092.000000,3.734280,t006_0_1
13A,1460458.000000,3049596.000000,3.734280,t006_0_1
14A,1746898.000000,3144987.000000,3.734280,t006_0_1
15A,1648426.000000,3041296.000000,3.734280,t006_0_1
16A,1235576.000000,3281209.000000,3.734280,t006_0_1
17A,1373369.000000,3401539.000000,3.734280,t006_0_1
18A,1517946.000000,3568553.000000,3.734280,t006_0_1
19A,1350363.000000,3789287.000000,3.734280,t006_0_1
20A,57361.000000,3947193.000000,3.734280,t006_0_1
1A,3116407.000000,1888638.000000,4.481136,t007_0_1
2A,2887065.000000,2176741.000000,4.481136,t007_0_1
3A,3659363.000000,2294820.000000,4.481136,t007_0_1
4A,3355432.000000,2644587.000000,4.481136,t007_0_1
5A,2716379.000000,2801892.000000,4.481136,t007_0_1
6A,2473160.000000,3124307.000000,4.481136,t007_0_1
7A,826242.000000,3059686.000000,4.481136,t007_0_1
8A,775124.000000,3194855.000000,4.481136,t007_0_1
9A,475758.000000,3139318.000000,4.481136,t007_0_1
10A,781359.000000,3105983.000000,4.481136,t007_0_1
11A,1004266.000000,3251003.000000,4.481136,t007_0_1
12A,1623894.000000,3119011.000000,4.481136,t007_0_1
13A,1454500.000000,3054130.000000,4.481136,t007_0_1
14A,1738370.000000,3157370.000000,4.481136,t007_0_1
15A,1633983.000000,3050818.000000,4.481136,t007_0_1
