ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,689995.000000,1700248.000000,0.000000,t001_0_1
2A,1059655.000000,2164647.000000,0.000000,t001_0_1
3A,1334536.000000,2212761.000000,0.000000,t001_0_1
4A,1302296.000000,2541147.000000,0.000000,t001_0_1
5A,1351765.000000,2720399.000000,0.000000,t001_0_1
6A,604325.000000,2669416.000000,0.000000,t001_0_1
7A,417115.000000,2618554.000000,0.000000,t001_0_1
8A,336480.000000,2713677.000000,0.000000,t001_0_1
9A,372705.000000,2529025.000000,0.000000,t001_0_1
10A,361952.000000,2521409.000000,0.000000,t001_0_1
11A,624453.000000,2475883.000000,0.000000,t001_0_1
12A,715332.000000,2414107.000000,0.000000,t001_0_1
13A,419365.000000,2504658.000000,0.000000,t001_0_1
14A,389929.000000,2347168.000000,0.000000,t001_0_1
15A,464925.000000,2557167.000000,0.000000,t001_0_1
16A,304688.000000,2623998.000000,0.000000,t001_0_1
17A,228236.000000,2799087.000000,0.000000,t001_0_1
18A,218363.000000,2979304.000000,0.000000,t001_0_1
19A,198922.000000,3335349.000000,0.000000,t001_0_1
20A,59468.000000,3799923.000000,0.000000,t001_0_1
1A,685335.000000,1696711.000000,0.709104,t002_0_1
2A,1067539.000000,2164015.000000,0.709104,t002_0_1
3A,1338193.000000,2211047.000000,0.709104,t002_0_1
4A,1306402.000000,2538016.000000,0.709104,t002_0_1
5A,1341004.000000,2729985.000000,0.709104,t002_0_1
6A,612966.000000,2672172.000000,0.709104,t002_0_1
7A,422654.000000,2621809.000000,0.709104,t002_0_1
8A,329575.000000,2723615.000000,0.709104,t002_0_1
9A,365061.000000,2533526.000000,0.709104,t002_0_1
10A,370146.000000,2523975.000000,0.709104,t002_0_1
11A,623273.000000,2479829.000000,0.709104,t002_0_1
12A,704385.000000,2416605.000000,0.709104,t002_0_1
13A,422280.000000,2511299.000000,0.709104,t002_0_1
14A,390828.000000,2354096.000000,0.709104,t002_0_1
15A,463019.000000,2560449.000000,0.709104,t002_0_1
16A,306945.000000,2630991.000000,0.709104,t002_0_1
17A,227789.000000,2800001.000000,0.709104,t002_0_1
18A,210644.000000,2976679.000000,0.709104,t002_0_1
19A,205602.000000,3340054.000000,0.709104,t002_0_1
20A,59652.000000,3791012.000000,0.709104,t002_0_1
1A,692507.000000,1699756.000000,1.418208,t003_0_1
2A,1067424.000000,2163561.000000,1.418208,t003_0_1
3A,1324142.000000,2207826.000000,1.418208,t003_0_1
4A,1306674.000000,2540760.000000,1.418208,t003_0_1
5A,1348713.000000,2723267.000000,1.418208,t003_0_1
6A,610122.000000,2662853.000000,1.418208,t003_0_1
7A,429531.000000,2612993.000000,1.418208,t003_0_1
8A,335001.000000,2719412.000000,1.418208,t003_0_1
9A,370430.000000,2529098.000000,1.418208,t003_0_1
10A,371812.000000,2517335.000000,1.418208,t003_0_1
11A,614645.000000,2475355.000000,1.418208,t003_0_1
12A,699624.000000,2406527.000000,1.418208,t003_0_1
13A,437375.000000,2506189.000000,1.418208,t003_0_1
14A,392678.000000,2348448.000000,1.418208,t003_0_1
15A,454801.000000,2552208.000000,1.418208,t003_0_1
16A,300545.000000,2619276.000000,1.418208,t003_0_1
17A,222704.000000,2793393.000000,1.418208,t003_0_1
18A,210735.000000,2978826.000000,1.418208,t003_0_1
19A,202258.000000,3329211.000000,1.418208,t003_0_1
20A,58980.000000,3791008.000000,1.418208,t003_0_1
1A,689706.000000,1700227.000000,2.127312,t004_0_1
2A,1073105.000000,2161889.000000,2.127312,t004_0_1
3A,1333572.000000,2212816.000000,2.127312,t004_0_1
4A,1307015.000000,2543001.000000,2.127312,t004_0_1
5A,1353476.000000,2727853.000000,2.127312,t004_0_1
6A,605424.000000,2666684.000000,2.127312,t004_0_1
7A,423786.000000,2617115.000000,2.127312,t004_0_1
8A,340310.000000,2727360.000000,2.127312,t004_0_1
9A,363404.000000,2533890.000000,2.127312,t004_0_1
10A,377371.000000,2522586.000000,2.127312,t004_0_1
11A,623000.000000,2478677.000000,2.127312,t004_0_1
12A,696299.000000,2406154.000000,2.127312,t004_0_1
13A,433408.000000,2510470.000000,2.127312,t004_0_1
14A,395616.000000,2358039.000000,2.127312,t004_0_1
15A,453466.000000,2555540.000000,2.127312,t004_0_1
16A,296313.000000,2629494.000000,2.127312,t004_0_1
17A,233965.000000,2801072.000000,2.127312,t004_0_1
18A,208728.000000,2974393.000000,2.127312,t004_0_1
19A,199049.000000,3333699.000000,2.127312,t004_0_1
20A,59200.000000,3786704.000000,2.127312,t004_0_1
1A,679505.000000,1690559.000000,2.836416,t005_0_1
2A,1060939.000000,2160806.000000,2.836416,t005_0_1
3A,1344133.000000,2208235.000000,2.836416,t005_0_1
4A,1280518.000000,2537938.000000,2.836416,t005_0_1
5A,1349969.000000,2720666.000000,2.836416,t005_0_1
6A,609133.000000,2658667.000000,2.836416,t005_0_1
7A,422603.000000,2609898.000000,2.836416,t005_0_1
8A,337362.000000,2720025.000000,2.836416,t005_0_1
9A,365580.000000,2526762.000000,2.836416,t005_0_1
