ROI ID,Total Intensity:CH1,Total Intensity:CH2,Time,Frame Id
1A,1216846.000000,2040528.000000,0.000000,t001_0_1
2A,1212815.000000,2112008.000000,0.000000,t001_0_1
3A,1118594.000000,2316094.000000,0.000000,t001_0_1
4A,932865.000000,2583969.000000,0.000000,t001_0_1
5A,1058043.000000,2875746.000000,0.000000,t001_0_1
6A,796537.000000,2869963.000000,0.000000,t001_0_1
7A,363229.000000,3048495.000000,0.000000,t001_0_1
8A,365323.000000,3144431.000000,0.000000,t001_0_1
9A,417706.000000,2867297.000000,0.000000,t001_0_1
10A,287570.000000,3176989.000000,0.000000,t001_0_1
11A,625168.000000,3043579.000000,0.000000,t001_0_1
12A,1120670.000000,2975268.000000,0.000000,t001_0_1
13A,1676266.000000,2920456.000000,0.000000,t001_0_1
14A,1518056.000000,2780268.000000,0.000000,t001_0_1
15A,1456688.000000,2674627.000000,0.000000,t001_0_1
16A,1161146.000000,2892499.000000,0.000000,t001_0_1
17A,1032074.000000,2602166.000000,0.000000,t001_0_1
18A,2109837.000000,2928500.000000,0.000000,t001_0_1
19A,724469.000000,3467347.000000,0.000000,t001_0_1
20A,57173.000000,3945006.000000,0.000000,t001_0_1
1A,1232955.000000,2034503.000000,0.714420,t002_0_1
2A,1216047.000000,2101571.000000,0.714420,t002_0_1
3A,1142440.000000,2305131.000000,0.714420,t002_0_1
4A,857398.000000,2576701.000000,0.714420,t002_0_1
5A,953147.000000,2865669.000000,0.714420,t002_0_1
6A,800346.000000,2864179.000000,0.714420,t002_0_1
7A,376214.000000,3040613.000000,0.714420,t002_0_1
8A,371112.000000,3142806.000000,0.714420,t002_0_1
9A,421376.000000,2856441.000000,0.714420,t002_0_1
10A,290961.000000,3147517.000000,0.714420,t002_0_1
11A,627189.000000,3040349.000000,0.714420,t002_0_1
12A,1117821.000000,2966775.000000,0.714420,t002_0_1
13A,1662002.000000,2909390.000000,0.714420,t002_0_1
14A,1501203.000000,2767729.000000,0.714420,t002_0_1
15A,1451116.000000,2653077.000000,0.714420,t002_0_1
16A,1124841.000000,2870814.000000,0.714420,t002_0_1
17A,962131.000000,2606772.000000,0.714420,t002_0_1
18A,2199354.000000,2937841.000000,0.714420,t002_0_1
19A,690046.000000,3476096.000000,0.714420,t002_0_1
20A,56668.000000,3923069.000000,0.714420,t002_0_1
1A,1235914.000000,2040650.000000,1.428840,t003_0_1
2A,1236985.000000,2107970.000000,1.428840,t003_0_1
3A,1176784.000000,2308761.000000,1.428840,t003_0_1
4A,826453.000000,2576057.000000,1.428840,t003_0_1
5A,826675.000000,2853845.000000,1.428840,t003_0_1
6A,817135.000000,2857466.000000,1.428840,t003_0_1
7A,380236.000000,3034763.000000,1.428840,t003_0_1
8A,378026.000000,3140161.000000,1.428840,t003_0_1
9A,421418.000000,2860197.000000,1.428840,t003_0_1
10A,290649.000000,3150734.000000,1.428840,t003_0_1
11A,621185.000000,3045142.000000,1.428840,t003_0_1
12A,1115672.000000,2966011.000000,1.428840,t003_0_1
13A,1677062.000000,2913381.000000,1.428840,t003_0_1
14A,1515153.000000,2771393.000000,1.428840,t003_0_1
15A,1449157.000000,2660876.000000,1.428840,t003_0_1
16A,1142121.000000,2893121.000000,1.428840,t003_0_1
17A,865683.000000,2612531.000000,1.428840,t003_0_1
18A,2211560.000000,2922529.000000,1.428840,t003_0_1
19A,781632.000000,3487275.000000,1.428840,t003_0_1
20A,57096.000000,3931431.000000,1.428840,t003_0_1
1A,1243618.000000,2048424.000000,2.143260,t004_0_1
2A,1259447.000000,2111717.000000,2.143260,t004_0_1
3A,1200260.000000,2312521.000000,2.143260,t004_0_1
4A,790113.000000,2577999.000000,2.143260,t004_0_1
5A,735235.000000,2852594.000000,2.143260,t004_0_1
6A,792750.000000,2858566.000000,2.143260,t004_0_1
7A,386799.000000,3033213.000000,2.143260,t004_0_1
8A,378917.000000,3136701.000000,2.143260,t004_0_1
9A,422742.000000,2858615.000000,2.143260,t004_0_1
10A,289994.000000,3154891.000000,2.143260,t004_0_1
11A,615106.000000,3049478.000000,2.143260,t004_0_1
12A,1112641.000000,2966260.000000,2.143260,t004_0_1
13A,1668863.000000,2910706.000000,2.143260,t004_0_1
14A,1500406.000000,2770449.000000,2.143260,t004_0_1
15A,1441549.000000,2636745.000000,2.143260,t004_0_1
16A,1161098.000000,2902289.000000,2.143260,t004_0_1
17A,785502.000000,2622131.000000,2.143260,t004_0_1
18A,2242259.000000,2949901.000000,2.143260,t004_0_1
19A,901872.000000,3472616.000000,2.143260,t004_0_1
20A,57072.000000,3947251.000000,2.143260,t004_0_1
1A,1224486.000000,2048850.000000,2.857680,t005_0_1
2A,1247011.000000,2115893.000000,2.857680,t005_0_1
3A,1212455.000000,2322269.000000,2.857680,t005_0_1
4A,791130.000000,2578920.000000,2.857680,t005_0_1
5A,697879.000000,2849045.000000,2.857680,t005_0_1
6A,782953.000000,2857918.000000,2.857680,t005_0_1
7A,366263.000000,3033628.000000,2.857680,t005_0_1
8A,372447.000000,3143347.000000,2.857680,t005_0_1
9A,429436.000000,2864918.000000,2.857680,t005_0_1
10A,283970.000000,3176328.000000,2.857680,t005_0_1
11A,625101.000000,3053654.000000,2.857680,t005_0_1
12A,1121929.000000,2968332.000000,2.857680,t005_0_1
13A,1664837.000000,2911603.000000,2.857680,t005_0_1
14A,1486203.000000,2772929.000000,2.857680,t005_0_1
15A,1434595.000000,2640968.000000,2.857680,t005_0_1
16A,1182942.000000,2867687.000000,2.857680,t005_0_1
17A,768102.000000,2620636.000000,2.857680,t005_0_1
18A,2222863.000000,2939431.000000,2.857680,t005_0_1
19A,1104698.000000,3475197.000000,2.857680,t005_0_1
20A,56594.000000,3945283.000000,2.857680,t005_0_1
1A,1231379.000000,2047669.000000,3.572100,t006_0_1
2A,1261555.000000,2120198.000000,3.572100,t006_0_1
3A,1235553.000000,2324268.000000,3.572100,t006_0_1
4A,823043.000000,2576895.000000,3.572100,t006_0_1
5A,673648.000000,2846433.000000,3.572100,t006_0_1
6A,760894.000000,2847777.000000,3.572100,t006_0_1
7A,373892.000000,3031956.000000,3.572100,t006_0_1
8A,381989.000000,3125660.000000,3.572100,t006_0_1
9A,425411.000000,2855975.000000,3.572100,t006_0_1
10A,281056.000000,3187635.000000,3.572100,t006_0_1
11A,613032.000000,3054109.000000,3.572100,t006_0_1
12A,1120976.000000,2960820.000000,3.572100,t006_0_1
13A,1693655.000000,2913825.000000,3.572100,t006_0_1
14A,1497384.000000,2770506.000000,3.572100,t006_0_1
15A,1438271.000000,2661072.000000,3.572100,t006_0_1
16A,1177809.000000,2878006.000000,3.572100,t006_0_1
17A,732299.000000,2619675.000000,3.572100,t006_0_1
18A,2184563.000000,2938974.000000,3.572100,t006_0_1
19A,1327056.000000,3447173.000000,3.572100,t006_0_1
20A,56145.000000,3943247.000000,3.572100,t006_0_1
1A,1226814.000000,2045206.000000,4.286520,t007_0_1
2A,1281181.000000,2117962.000000,4.286520,t007_0_1
3A,1293717.000000,2325870.000000,4.286520,t007_0_1
4A,839294.000000,2572538.000000,4.286520,t007_0_1
5A,637893.000000,2851830.000000,4.286520,t007_0_1
6A,763496.000000,2849094.000000,4.286520,t007_0_1
7A,371929.000000,3031216.000000,4.286520,t007_0_1
8A,377938.000000,3140753.000000,4.286520,t007_0_1
9A,431166.000000,2854942.000000,4.286520,t007_0_1
10A,278859.000000,3184990.000000,4.286520,t007_0_1
11A,625749.000000,3050915.000000,4.286520,t007_0_1
12A,1085088.000000,2969015.000000,4.286520,t007_0_1
13A,1701537.000000,2916621.000000,4.286520,t007_0_1
14A,1503694.000000,2768330.000000,4.286520,t007_0_1
15A,1438761.000000,2639938.000000,4.286520,t007_0_1
16A,1173003.000000,2858899.000000,4.286520,t007_0_1
17A,735108.000000,2628210.000000,4.286520,t007_0_1
18A,2131922.000000,2938249.000000,4.286520,t007_0_1
19A,1484348.000000,3444932.000000,4.286520,t007_0_1
20A,56640.000000,3935866.000000,4.286520,t007_0_1
1A,1232032.000000,2038101.000000,5.000940,t008_0_1
2A,1292348.000000,2118249.000000,5.000940,t008_0_1
3A,1309617.000000,2323571.000000,5.000940,t008_0_1
4A,853934.000000,2579275.000000,5.000940,t008_0_1
5A,615673.000000,2857954.000000,5.000940,t008_0_1
6A,736233.000000,2844452.000000,5.000940,t008_0_1
7A,365638.000000,3034922.000000,5.000940,t008_0_1
8A,387911.000000,3140015.000000,5.000940,t008_0_1
9A,435130.000000,2860537.000000,5.000940,t008_0_1
10A,273410.000000,3197368.000000,5.000940,t008_0_1
11A,631196.000000,3058545.000000,5.000940,t008_0_1
12A,1083600.000000,2972947.000000,5.000940,t008_0_1
13A,1685155.000000,2917518.000000,5.000940,t008_0_1
14A,1505940.000000,2770905.000000,5.000940,t008_0_1
15A,1448889.000000,2670978.000000,5.000940,t008_0_1
16A,1184154.000000,2878652.000000,5.000940,t008_0_1
17A,749173.000000,2618867.000000,5.000940,t008_0_1
18A,2123504.000000,2941069.000000,5.000940,t008_0_1
19A,1400045.000000,3449062.000000,5.000940,t008_0_1
20A,56702.000000,3930232.000000,5.000940,t008_0_1
1A,1240581.000000,2047875.000000,5.715360,t009_0_1
2A,1275927.000000,2124057.000000,5.715360,t009_0_1
3A,1304239.000000,2324431.000000,5.715360,t009_0_1
4A,861654.000000,2573991.000000,5.715360,t009_0_1
5A,597866.000000,2851130.000000,5.715360,t009_0_1
6A,714458.000000,2838797.000000,5.715360,t009_0_1
7A,370329.000000,3025083.000000,5.715360,t009_0_1
8A,385732.000000,3136528.000000,5.715360,t009_0_1
9A,433454.000000,2841595.000000,5.715360,t009_0_1
10A,279309.000000,3173815.000000,5.715360,t009_0_1
11A,624396.000000,3047820.000000,5.715360,t009_0_1
12A,1080461.000000,2963713.000000,5.715360,t009_0_1
13A,1694696.000000,2903536.000000,5.715360,t009_0_1
14A,1510205.000000,2758139.000000,5.715360,t009_0_1
15A,1445689.000000,2640022.000000,5.715360,t009_0_1
16A,1203815.000000,2866159.000000,5.715360,t009_0_1
17A,758219.000000,2613942.000000,5.715360,t009_0_1
18A,2137857.000000,2930755.000000,5.715360,t009_0_1
19A,1148776.000000,3445926.000000,5.715360,t009_0_1
20A,56693.000000,3937829.000000,5.715360,t009_0_1
1A,1224698.000000,2047451.000000,6.429780,t010_0_1
2A,1280610.000000,2125708.000000,6.429780,t010_0_1
3A,1321062.000000,2333173.000000,6.429780,t010_0_1
4A,877367.000000,2581418.000000,6.429780,t010_0_1
5A,589446.000000,2849009.000000,6.429780,t010_0_1
6A,676787.000000,2843644.000000,6.429780,t010_0_1
7A,362246.000000,3019103.000000,6.429780,t010_0_1
8A,379458.000000,3136825.000000,6.429780,t010_0_1
9A,434338.000000,2854671.000000,6.429780,t010_0_1
10A,280055.000000,3169125.000000,6.429780,t010_0_1
11A,620323.000000,3048156.000000,6.429780,t010_0_1
12A,1092336.000000,2975912.000000,6.429780,t010_0_1
13A,1676108.000000,2909713.000000,6.429780,t010_0_1
14A,1496317.000000,2771409.000000,6.429780,t010_0_1
15A,1418348.000000,2656240.000000,6.429780,t010_0_1
16A,1169423.000000,2865095.000000,6.429780,t010_0_1
17A,749456.000000,2621640.000000,6.429780,t010_0_1
18A,2156580.000000,2939985.000000,6.429780,t010_0_1
19A,892523.000000,3473500.000000,6.429780,t010_0_1
20A,57419.000000,3941780.000000,6.429780,t010_0_1
1A,1239524.000000,2051013.000000,7.144200,t011_0_1
2A,1297128.000000,2130794.000000,7.144200,t011_0_1
3A,1343732.000000,2338043.000000,7.144200,t011_0_1
4A,926797.000000,2589141.000000,7.144200,t011_0_1
5A,621674.000000,2862648.000000,7.144200,t011_0_1
6A,593891.000000,2859180.000000,7.144200,t011_0_1
7A,363112.000000,3037477.000000,7.144200,t011_0_1
8A,389258.000000,3142605.000000,7.144200,t011_0_1
9A,432876.000000,2859777.000000,7.144200,t011_0_1
10A,277915.000000,3170460.000000,7.144200,t011_0_1
11A,618370.000000,3061721.000000,7.144200,t011_0_1
12A,1071698.000000,2978316.000000,7.144200,t011_0_1
13A,1673968.000000,2924270.000000,7.144200,t011_0_1
14A,1504729.000000,2772601.000000,7.144200,t011_0_1
15A,1431159.000000,2662406.000000,7.144200,t011_0_1
16A,1187566.000000,2869830.000000,7.144200,t011_0_1
17A,751179.000000,2609568.000000,7.144200,t011_0_1
18A,2194317.000000,2953185.000000,7.144200,t011_0_1
19A,752932.000000,3459755.000000,7.144200,t011_0_1
20A,57371.000000,3946838.000000,7.144200,t011_0_1
1A,1224771.000000,2049169.000000,7.858620,t012_0_1
2A,1290622.000000,2127057.000000,7.858620,t012_0_1
3A,1361398.000000,2332208.000000,7.858620,t012_0_1
4A,953546.000000,2585629.000000,7.858620,t012_0_1
5A,611993.000000,2856175.000000,7.858620,t012_0_1
6A,468392.000000,2877095.000000,7.858620,t012_0_1
7A,368418.000000,3039043.000000,7.858620,t012_0_1
8A,396192.000000,3146234.000000,7.858620,t012_0_1
9A,429786.000000,2860868.000000,7.858620,t012_0_1
10A,278072.000000,3145514.000000,7.858620,t012_0_1
11A,617661.000000,3049415.000000,7.858620,t012_0_1
12A,1091604.000000,2973643.000000,7.858620,t012_0_1
13A,1679238.000000,2910934.000000,7.858620,t012_0_1
14A,1526911.000000,2768597.000000,7.858620,t012_0_1
15A,1445437.000000,2660766.000000,7.858620,t012_0_1
16A,1170415.000000,2860791.000000,7.858620,t012_0_1
17A,725317.000000,2626710.000000,7.858620,t012_0_1
18A,2197904.000000,2926047.000000,7.858620,t012_0_1
19A,770713.000000,3461774.000000,7.858620,t012_0_1
20A,57220.000000,3945167.000000,7.858620,t012_0_1
1A,1240889.000000,2046183.000000,8.573040,t013_0_1
2A,1307285.000000,2133497.000000,8.573040,t013_0_1
3A,1364727.000000,2342032.000000,8.573040,t013_0_1
4A,949906.000000,2588856.000000,8.573040,t013_0_1
5A,616331.000000,2859037.000000,8.573040,t013_0_1
6A,414905.000000,2891780.000000,8.573040,t013_0_1
7A,368453.000000,3043033.000000,8.573040,t013_0_1
8A,396090.000000,3138976.000000,8.573040,t013_0_1
9A,428150.000000,2854960.000000,8.573040,t013_0_1
10A,287790.000000,3151795.000000,8.573040,t013_0_1
11A,631636.000000,3056721.000000,8.573040,t013_0_1
12A,1090196.000000,2975157.000000,8.573040,t013_0_1
13A,1684280.000000,2920706.000000,8.573040,t013_0_1
14A,1503348.000000,2773835.000000,8.573040,t013_0_1
15A,1437867.000000,2675704.000000,8.573040,t013_0_1
16A,1180876.000000,2857707.000000,8.573040,t013_0_1
17A,680537.000000,2641275.000000,8.573040,t013_0_1
18A,2162622.000000,2931116.000000,8.573040,t013_0_1
19A,904288.000000,3467154.000000,8.573040,t013_0_1
20A,56422.000000,3942997.000000,8.573040,t013_0_1
1A,1231433.000000,2046878.000000,9.287460,t014_0_1
2A,1307333.000000,2136151.000000,9.287460,t014_0_1
3A,1376572.000000,2341746.000000,9.287460,t014_0_1
4A,975278.000000,2594807.000000,9.287460,t014_0_1
5A,649743.000000,2859870.000000,9.287460,t014_0_1
6A,377942.000000,2896957.000000,9.287460,t014_0_1
7A,355340.000000,3039908.000000,9.287460,t014_0_1
8A,392379.000000,3136574.000000,9.287460,t014_0_1
9A,436731.000000,2854494.000000,9.287460,t014_0_1
10A,281379.000000,3152324.000000,9.287460,t014_0_1
11A,623207.000000,3056911.000000,9.287460,t014_0_1
12A,1105489.000000,2974644.000000,9.287460,t014_0_1
13A,1667792.000000,2915827.000000,9.287460,t014_0_1
14A,1511263.000000,2771984.000000,9.287460,t014_0_1
15A,1424519.000000,2662018.000000,9.287460,t014_0_1
16A,1148940.000000,2885818.000000,9.287460,t014_0_1
17A,640795.000000,2638809.000000,9.287460,t014_0_1
18A,2113480.000000,2932539.000000,9.287460,t014_0_1
19A,1085301.000000,3461049.000000,9.287460,t014_0_1
20A,56797.000000,3940696.000000,9.287460,t014_0_1
1A,1234753.000000,2050513.000000,10.001880,t015_0_1
2A,1307427.000000,2136970.000000,10.001880,t015_0_1
