ROI ID,Total Intensity,Time,Frame Id
1A,239815,0,t001_0_1
2A,511847,0,t001_0_1
3A,1048615,0,t001_0_1
4A,719531,0,t001_0_1
5A,970602,0,t001_0_1
6A,860273,0,t001_0_1
7A,524522,0,t001_0_1
8A,478490,0,t001_0_1
9A,344476,0,t001_0_1
10A,266591,0,t001_0_1
11A,293137,0,t001_0_1
12A,388590,0,t001_0_1
13A,360733,0,t001_0_1
14A,388630,0,t001_0_1
15A,336098,0,t001_0_1
16A,327285,0,t001_0_1
17A,251500,0,t001_0_1
18A,239324,0,t001_0_1
19A,224224,0,t001_0_1
20A,90285,0,t001_0_1
1A,231284,0.69286,t002_0_1
2A,531497,0.69286,t002_0_1
3A,1058629,0.69286,t002_0_1
4A,738036,0.69286,t002_0_1
5A,1003677,0.69286,t002_0_1
6A,866278,0.69286,t002_0_1
7A,527974,0.69286,t002_0_1
8A,477436,0.69286,t002_0_1
9A,342667,0.69286,t002_0_1
10A,264592,0.69286,t002_0_1
11A,295970,0.69286,t002_0_1
12A,392930,0.69286,t002_0_1
13A,361257,0.69286,t002_0_1
14A,371103,0.69286,t002_0_1
15A,336339,0.69286,t002_0_1
16A,331609,0.69286,t002_0_1
17A,252137,0.69286,t002_0_1
18A,241238,0.69286,t002_0_1
19A,221013,0.69286,t002_0_1
20A,91237,0.69286,t002_0_1
1A,219184,1.38572,t003_0_1
2A,548893,1.38572,t003_0_1
3A,1068254,1.38572,t003_0_1
4A,774067,1.38572,t003_0_1
5A,1042323,1.38572,t003_0_1
6A,866077,1.38572,t003_0_1
7A,528055,1.38572,t003_0_1
8A,473033,1.38572,t003_0_1
9A,339055,1.38572,t003_0_1
10A,260549,1.38572,t003_0_1
11A,296064,1.38572,t003_0_1
12A,391878,1.38572,t003_0_1
13A,362999,1.38572,t003_0_1
14A,361485,1.38572,t003_0_1
15A,325463,1.38572,t003_0_1
16A,346654,1.38572,t003_0_1
17A,252490,1.38572,t003_0_1
18A,234693,1.38572,t003_0_1
19A,221048,1.38572,t003_0_1
20A,90228,1.38572,t003_0_1
1A,215227,2.07858,t004_0_1
2A,559836,2.07858,t004_0_1
3A,1103303,2.07858,t004_0_1
4A,849471,2.07858,t004_0_1
5A,1077296,2.07858,t004_0_1
6A,898004,2.07858,t004_0_1
7A,531496,2.07858,t004_0_1
8A,474139,2.07858,t004_0_1
9A,340404,2.07858,t004_0_1
10A,264030,2.07858,t004_0_1
11A,299728,2.07858,t004_0_1
12A,395998,2.07858,t004_0_1
13A,362674,2.07858,t004_0_1
14A,354046,2.07858,t004_0_1
15A,325072,2.07858,t004_0_1
16A,357566,2.07858,t004_0_1
17A,253282,2.07858,t004_0_1
18A,238729,2.07858,t004_0_1
19A,223545,2.07858,t004_0_1
20A,91088,2.07858,t004_0_1
1A,215604,2.77144,t005_0_1
2A,565842,2.77144,t005_0_1
3A,1123334,2.77144,t005_0_1
4A,912482,2.77144,t005_0_1
5A,1088671,2.77144,t005_0_1
6A,922414,2.77144,t005_0_1
7A,536304,2.77144,t005_0_1
8A,475354,2.77144,t005_0_1
9A,341455,2.77144,t005_0_1
10A,267876,2.77144,t005_0_1
11A,303559,2.77144,t005_0_1
12A,392562,2.77144,t005_0_1
13A,362588,2.77144,t005_0_1
14A,359685,2.77144,t005_0_1
15A,323205,2.77144,t005_0_1
16A,369770,2.77144,t005_0_1
17A,259896,2.77144,t005_0_1
18A,247551,2.77144,t005_0_1
19A,226009,2.77144,t005_0_1
20A,89910,2.77144,t005_0_1
1A,221921,3.4643,t006_0_1
2A,570373,3.4643,t006_0_1
3A,1146423,3.4643,t006_0_1
4A,967534,3.4643,t006_0_1
5A,1119737,3.4643,t006_0_1
6A,941639,3.4643,t006_0_1
7A,544183,3.4643,t006_0_1
8A,478359,3.4643,t006_0_1
9A,341471,3.4643,t006_0_1
10A,262597,3.4643,t006_0_1
11A,301960,3.4643,t006_0_1
12A,392087,3.4643,t006_0_1
13A,359162,3.4643,t006_0_1
14A,353280,3.4643,t006_0_1
15A,324956,3.4643,t006_0_1
16A,365070,3.4643,t006_0_1
17A,260053,3.4643,t006_0_1
18A,246981,3.4643,t006_0_1
19A,224037,3.4643,t006_0_1
20A,88343,3.4643,t006_0_1
1A,227177,4.15716,t007_0_1
2A,570579,4.15716,t007_0_1
3A,1164545,4.15716,t007_0_1
4A,1008472,4.15716,t007_0_1
5A,1134725,4.15716,t007_0_1
6A,964392,4.15716,t007_0_1
7A,545431,4.15716,t007_0_1
8A,475692,4.15716,t007_0_1
9A,338311,4.15716,t007_0_1
10A,259522,4.15716,t007_0_1
11A,302274,4.15716,t007_0_1
12A,384085,4.15716,t007_0_1
13A,353612,4.15716,t007_0_1
14A,349163,4.15716,t007_0_1
15A,324067,4.15716,t007_0_1
16A,349566,4.15716,t007_0_1
17A,259931,4.15716,t007_0_1
18A,243542,4.15716,t007_0_1
19A,221560,4.15716,t007_0_1
20A,88970,4.15716,t007_0_1
