ROI ID,Total Intensity,Time,Frame Id
1A,2373874,0,t001_0_1
2A,4302198,0,t001_0_1
3A,3869620,0,t001_0_1
4A,3127479,0,t001_0_1
5A,3405828,0,t001_0_1
6A,3159736,0,t001_0_1
7A,2211331,0,t001_0_1
8A,1377703,0,t001_0_1
9A,972217,0,t001_0_1
10A,979131,0,t001_0_1
11A,1434204,0,t001_0_1
12A,1402330,0,t001_0_1
13A,1267663,0,t001_0_1
14A,1138846,0,t001_0_1
15A,1464841,0,t001_0_1
16A,1520615,0,t001_0_1
17A,1274262,0,t001_0_1
18A,1201836,0,t001_0_1
19A,963253,0,t001_0_1
20A,328968,0,t001_0_1
1A,2383613,0.659448,t002_0_1
2A,4325168,0.659448,t002_0_1
3A,3666410,0.659448,t002_0_1
4A,3175752,0.659448,t002_0_1
5A,3540244,0.659448,t002_0_1
6A,3147655,0.659448,t002_0_1
7A,2219382,0.659448,t002_0_1
8A,1370656,0.659448,t002_0_1
9A,979005,0.659448,t002_0_1
10A,980537,0.659448,t002_0_1
11A,1416398,0.659448,t002_0_1
12A,1424560,0.659448,t002_0_1
13A,1289001,0.659448,t002_0_1
14A,1132986,0.659448,t002_0_1
15A,1467699,0.659448,t002_0_1
16A,1459647,0.659448,t002_0_1
17A,1286435,0.659448,t002_0_1
18A,1221842,0.659448,t002_0_1
19A,1016881,0.659448,t002_0_1
20A,328066,0.659448,t002_0_1
1A,2435634,1.318896,t003_0_1
2A,4322122,1.318896,t003_0_1
3A,3361153,1.318896,t003_0_1
4A,3312122,1.318896,t003_0_1
5A,3627800,1.318896,t003_0_1
6A,3120359,1.318896,t003_0_1
7A,2231182,1.318896,t003_0_1
8A,1395838,1.318896,t003_0_1
9A,1002276,1.318896,t003_0_1
10A,956894,1.318896,t003_0_1
11A,1424981,1.318896,t003_0_1
12A,1435804,1.318896,t003_0_1
13A,1293958,1.318896,t003_0_1
14A,1143058,1.318896,t003_0_1
15A,1455491,1.318896,t003_0_1
16A,1441292,1.318896,t003_0_1
17A,1285912,1.318896,t003_0_1
18A,1253147,1.318896,t003_0_1
19A,1051860,1.318896,t003_0_1
20A,329667,1.318896,t003_0_1
1A,2487851,1.978344,t004_0_1
2A,4321681,1.978344,t004_0_1
3A,3054640,1.978344,t004_0_1
4A,3323224,1.978344,t004_0_1
5A,3686774,1.978344,t004_0_1
6A,3122327,1.978344,t004_0_1
7A,2230923,1.978344,t004_0_1
8A,1376079,1.978344,t004_0_1
9A,1015928,1.978344,t004_0_1
10A,965269,1.978344,t004_0_1
11A,1411877,1.978344,t004_0_1
12A,1442763,1.978344,t004_0_1
13A,1287027,1.978344,t004_0_1
14A,1167878,1.978344,t004_0_1
15A,1429549,1.978344,t004_0_1
16A,1411948,1.978344,t004_0_1
17A,1288295,1.978344,t004_0_1
18A,1247985,1.978344,t004_0_1
19A,1069142,1.978344,t004_0_1
20A,328213,1.978344,t004_0_1
1A,2495223,2.637792,t005_0_1
2A,4285711,2.637792,t005_0_1
3A,2814680,2.637792,t005_0_1
4A,3390087,2.637792,t005_0_1
5A,3714643,2.637792,t005_0_1
6A,3120290,2.637792,t005_0_1
7A,2198492,2.637792,t005_0_1
8A,1370626,2.637792,t005_0_1
9A,1012436,2.637792,t005_0_1
10A,961072,2.637792,t005_0_1
11A,1371792,2.637792,t005_0_1
12A,1413399,2.637792,t005_0_1
13A,1258646,2.637792,t005_0_1
14A,1171666,2.637792,t005_0_1
15A,1431610,2.637792,t005_0_1
16A,1371490,2.637792,t005_0_1
17A,1275137,2.637792,t005_0_1
18A,1241453,2.637792,t005_0_1
19A,1076066,2.637792,t005_0_1
20A,329259,2.637792,t005_0_1
1A,2519495,3.29724,t006_0_1
2A,4230265,3.29724,t006_0_1
3A,2919045,3.29724,t006_0_1
4A,3437903,3.29724,t006_0_1
5A,3800728,3.29724,t006_0_1
6A,3120110,3.29724,t006_0_1
