ROI ID,Total Intensity,Time,Frame Id
1A,3055794,0,t001_0_1
2A,3640533,0,t001_0_1
3A,4652981,0,t001_0_1
4A,4109129,0,t001_0_1
5A,3646839,0,t001_0_1
6A,2357972,0,t001_0_1
7A,1782936,0,t001_0_1
8A,1805145,0,t001_0_1
9A,1073779,0,t001_0_1
10A,1005083,0,t001_0_1
11A,1073989,0,t001_0_1
12A,1181562,0,t001_0_1
13A,1021662,0,t001_0_1
14A,992130,0,t001_0_1
15A,856529,0,t001_0_1
16A,725369,0,t001_0_1
17A,634816,0,t001_0_1
18A,672033,0,t001_0_1
19A,712437,0,t001_0_1
20A,261441,0,t001_0_1
1A,3051080,0.659448,t002_0_1
2A,3590189,0.659448,t002_0_1
3A,4639238,0.659448,t002_0_1
4A,4114405,0.659448,t002_0_1
5A,3618227,0.659448,t002_0_1
6A,2337846,0.659448,t002_0_1
7A,1780535,0.659448,t002_0_1
8A,1799466,0.659448,t002_0_1
9A,1069241,0.659448,t002_0_1
10A,996354,0.659448,t002_0_1
11A,1067012,0.659448,t002_0_1
12A,1205032,0.659448,t002_0_1
13A,1036718,0.659448,t002_0_1
14A,996101,0.659448,t002_0_1
15A,858069,0.659448,t002_0_1
16A,728489,0.659448,t002_0_1
17A,645098,0.659448,t002_0_1
18A,675111,0.659448,t002_0_1
19A,720103,0.659448,t002_0_1
20A,261074,0.659448,t002_0_1
1A,3017087,1.318896,t003_0_1
2A,3543590,1.318896,t003_0_1
3A,4627216,1.318896,t003_0_1
4A,4124887,1.318896,t003_0_1
5A,3609336,1.318896,t003_0_1
6A,2325513,1.318896,t003_0_1
7A,1790286,1.318896,t003_0_1
8A,1810199,1.318896,t003_0_1
9A,1071051,1.318896,t003_0_1
10A,996681,1.318896,t003_0_1
11A,1056771,1.318896,t003_0_1
12A,1239706,1.318896,t003_0_1
13A,1069486,1.318896,t003_0_1
14A,999365,1.318896,t003_0_1
15A,855029,1.318896,t003_0_1
16A,725238,1.318896,t003_0_1
17A,631303,1.318896,t003_0_1
18A,674368,1.318896,t003_0_1
19A,717689,1.318896,t003_0_1
20A,261606,1.318896,t003_0_1
1A,2961444,1.978344,t004_0_1
