ROI ID,Total Intensity,Time,Frame Id
1A,2480761,0,t001_0_1
2A,2317198,0,t001_0_1
3A,1439565,0,t001_0_1
4A,1082117,0,t001_0_1
5A,862842,0,t001_0_1
6A,951611,0,t001_0_1
7A,1060357,0,t001_0_1
8A,998256,0,t001_0_1
9A,1184023,0,t001_0_1
10A,1520085,0,t001_0_1
11A,1441386,0,t001_0_1
12A,1422042,0,t001_0_1
13A,1631009,0,t001_0_1
14A,1435067,0,t001_0_1
15A,1383770,0,t001_0_1
16A,1308530,0,t001_0_1
17A,1209846,0,t001_0_1
18A,951939,0,t001_0_1
19A,992927,0,t001_0_1
20A,261688,0,t001_0_1
1A,2468284,0.659448,t002_0_1
2A,2322937,0.659448,t002_0_1
3A,1454667,0.659448,t002_0_1
4A,1082983,0.659448,t002_0_1
5A,863164,0.659448,t002_0_1
6A,951764,0.659448,t002_0_1
7A,1074297,0.659448,t002_0_1
8A,1002272,0.659448,t002_0_1
9A,1193094,0.659448,t002_0_1
10A,1516294,0.659448,t002_0_1
11A,1450503,0.659448,t002_0_1
12A,1457757,0.659448,t002_0_1
13A,1647250,0.659448,t002_0_1
14A,1445741,0.659448,t002_0_1
15A,1383567,0.659448,t002_0_1
16A,1319832,0.659448,t002_0_1
17A,1211498,0.659448,t002_0_1
18A,953675,0.659448,t002_0_1
19A,1013929,0.659448,t002_0_1
20A,261156,0.659448,t002_0_1
1A,2467943,1.318896,t003_0_1
2A,2308143,1.318896,t003_0_1
3A,1463595,1.318896,t003_0_1
4A,1076957,1.318896,t003_0_1
5A,854210,1.318896,t003_0_1
6A,955501,1.318896,t003_0_1
7A,1065731,1.318896,t003_0_1
8A,998068,1.318896,t003_0_1
9A,1192787,1.318896,t003_0_1
10A,1521229,1.318896,t003_0_1
11A,1450585,1.318896,t003_0_1
12A,1438264,1.318896,t003_0_1
13A,1635095,1.318896,t003_0_1
14A,1452098,1.318896,t003_0_1
15A,1375872,1.318896,t003_0_1
16A,1304286,1.318896,t003_0_1
17A,1221257,1.318896,t003_0_1
18A,968085,1.318896,t003_0_1
19A,1016261,1.318896,t003_0_1
20A,260631,1.318896,t003_0_1
1A,2466653,1.978344,t004_0_1
2A,2311659,1.978344,t004_0_1
3A,1483615,1.978344,t004_0_1
4A,1083387,1.978344,t004_0_1
5A,854811,1.978344,t004_0_1
6A,936420,1.978344,t004_0_1
7A,1049493,1.978344,t004_0_1
8A,976474,1.978344,t004_0_1
9A,1175728,1.978344,t004_0_1
10A,1519520,1.978344,t004_0_1
11A,1446260,1.978344,t004_0_1
12A,1432888,1.978344,t004_0_1
13A,1647661,1.978344,t004_0_1
14A,1439492,1.978344,t004_0_1
15A,1382640,1.978344,t004_0_1
16A,1314563,1.978344,t004_0_1
17A,1223574,1.978344,t004_0_1
18A,965007,1.978344,t004_0_1
19A,1028904,1.978344,t004_0_1
20A,261916,1.978344,t004_0_1
1A,2487086,2.637792,t005_0_1
2A,2314743,2.637792,t005_0_1
3A,1504819,2.637792,t005_0_1
4A,1119491,2.637792,t005_0_1
5A,856251,2.637792,t005_0_1
6A,936686,2.637792,t005_0_1
7A,1053302,2.637792,t005_0_1
8A,993190,2.637792,t005_0_1
9A,1190021,2.637792,t005_0_1
10A,1523110,2.637792,t005_0_1
11A,1460850,2.637792,t005_0_1
12A,1436281,2.637792,t005_0_1
13A,1646191,2.637792,t005_0_1
14A,1473177,2.637792,t005_0_1
15A,1396008,2.637792,t005_0_1
16A,1323460,2.637792,t005_0_1
17A,1228392,2.637792,t005_0_1
18A,971871,2.637792,t005_0_1
19A,1021610,2.637792,t005_0_1
20A,260540,2.637792,t005_0_1
1A,2479789,3.29724,t006_0_1
2A,2318217,3.29724,t006_0_1
3A,1532669,3.29724,t006_0_1
4A,1132709,3.29724,t006_0_1
5A,861924,3.29724,t006_0_1
6A,916275,3.29724,t006_0_1
7A,1052109,3.29724,t006_0_1
8A,981646,3.29724,t006_0_1
9A,1175848,3.29724,t006_0_1
10A,1510209,3.29724,t006_0_1
11A,1454289,3.29724,t006_0_1
12A,1428964,3.29724,t006_0_1
13A,1639827,3.29724,t006_0_1
14A,1443993,3.29724,t006_0_1
15A,1376638,3.29724,t006_0_1
16A,1303417,3.29724,t006_0_1
17A,1210211,3.29724,t006_0_1
18A,971808,3.29724,t006_0_1
19A,1031823,3.29724,t006_0_1
20A,261192,3.29724,t006_0_1
1A,2487407,3.956688,t007_0_1
2A,2334003,3.956688,t007_0_1
3A,1527097,3.956688,t007_0_1
4A,1136012,3.956688,t007_0_1
5A,861014,3.956688,t007_0_1
6A,897467,3.956688,t007_0_1
7A,1050763,3.956688,t007_0_1
8A,976091,3.956688,t007_0_1
9A,1182764,3.956688,t007_0_1
10A,1526261,3.956688,t007_0_1
11A,1453142,3.956688,t007_0_1
12A,1437766,3.956688,t007_0_1
13A,1652380,3.956688,t007_0_1
14A,1441128,3.956688,t007_0_1
15A,1383256,3.956688,t007_0_1
16A,1299850,3.956688,t007_0_1
17A,1219592,3.956688,t007_0_1
