ROI ID,Total Intensity,Time,Frame Id
1A,2398934,0,t001_0_1
2A,2423508,0,t001_0_1
3A,2028818,0,t001_0_1
4A,1998223,0,t001_0_1
5A,1229407,0,t001_0_1
6A,687820,0,t001_0_1
7A,439090,0,t001_0_1
8A,348429,0,t001_0_1
9A,215298,0,t001_0_1
10A,178587,0,t001_0_1
11A,177630,0,t001_0_1
12A,201170,0,t001_0_1
13A,356362,0,t001_0_1
14A,163424,0,t001_0_1
15A,175902,0,t001_0_1
16A,176455,0,t001_0_1
17A,192894,0,t001_0_1
18A,151974,0,t001_0_1
19A,120530,0,t001_0_1
20A,119120,0,t001_0_1
1A,2402902,0.491452,t002_0_1
2A,2400970,0.491452,t002_0_1
3A,2024684,0.491452,t002_0_1
4A,1997881,0.491452,t002_0_1
5A,1230790,0.491452,t002_0_1
6A,680102,0.491452,t002_0_1
7A,437787,0.491452,t002_0_1
8A,351410,0.491452,t002_0_1
9A,215865,0.491452,t002_0_1
10A,178696,0.491452,t002_0_1
11A,177115,0.491452,t002_0_1
12A,198225,0.491452,t002_0_1
13A,354468,0.491452,t002_0_1
14A,164831,0.491452,t002_0_1
15A,174990,0.491452,t002_0_1
16A,178593,0.491452,t002_0_1
17A,191954,0.491452,t002_0_1
18A,148250,0.491452,t002_0_1
19A,121006,0.491452,t002_0_1
20A,119763,0.491452,t002_0_1
1A,2411557,0.982904,t003_0_1
2A,2415417,0.982904,t003_0_1
3A,2020548,0.982904,t003_0_1
4A,2009871,0.982904,t003_0_1
5A,1217756,0.982904,t003_0_1
6A,680050,0.982904,t003_0_1
7A,441512,0.982904,t003_0_1
8A,348978,0.982904,t003_0_1
9A,214628,0.982904,t003_0_1
10A,178153,0.982904,t003_0_1
11A,176395,0.982904,t003_0_1
12A,197425,0.982904,t003_0_1
13A,352955,0.982904,t003_0_1
14A,164127,0.982904,t003_0_1
15A,174028,0.982904,t003_0_1
16A,176477,0.982904,t003_0_1
17A,188891,0.982904,t003_0_1
18A,150519,0.982904,t003_0_1
19A,120493,0.982904,t003_0_1
20A,119492,0.982904,t003_0_1
1A,2403984,1.474356,t004_0_1
2A,2437128,1.474356,t004_0_1
3A,2034671,1.474356,t004_0_1
4A,2005276,1.474356,t004_0_1
5A,1209732,1.474356,t004_0_1
6A,682816,1.474356,t004_0_1
7A,442697,1.474356,t004_0_1
8A,348401,1.474356,t004_0_1
9A,215010,1.474356,t004_0_1
10A,177549,1.474356,t004_0_1
11A,177639,1.474356,t004_0_1
12A,202851,1.474356,t004_0_1
13A,352029,1.474356,t004_0_1
14A,163402,1.474356,t004_0_1
15A,176499,1.474356,t004_0_1
16A,177766,1.474356,t004_0_1
17A,188228,1.474356,t004_0_1
18A,151080,1.474356,t004_0_1
19A,122469,1.474356,t004_0_1
20A,119891,1.474356,t004_0_1
1A,2398949,1.965808,t005_0_1
2A,2418402,1.965808,t005_0_1
3A,2016046,1.965808,t005_0_1
4A,2011665,1.965808,t005_0_1
5A,1188894,1.965808,t005_0_1
6A,691535,1.965808,t005_0_1
7A,449268,1.965808,t005_0_1
8A,345917,1.965808,t005_0_1
9A,214831,1.965808,t005_0_1
10A,179476,1.965808,t005_0_1
11A,176077,1.965808,t005_0_1
12A,201700,1.965808,t005_0_1
13A,351596,1.965808,t005_0_1
14A,166002,1.965808,t005_0_1
15A,178280,1.965808,t005_0_1
16A,177824,1.965808,t005_0_1
17A,189117,1.965808,t005_0_1
18A,151859,1.965808,t005_0_1
19A,121793,1.965808,t005_0_1
20A,119781,1.965808,t005_0_1
1A,2408143,2.45726,t006_0_1
2A,2420385,2.45726,t006_0_1
3A,2023899,2.45726,t006_0_1
4A,2006018,2.45726,t006_0_1
5A,1179066,2.45726,t006_0_1
6A,702999,2.45726,t006_0_1
7A,446574,2.45726,t006_0_1
8A,341249,2.45726,t006_0_1
9A,214587,2.45726,t006_0_1
10A,179072,2.45726,t006_0_1
11A,176868,2.45726,t006_0_1
12A,199658,2.45726,t006_0_1
13A,354109,2.45726,t006_0_1
14A,166410,2.45726,t006_0_1
15A,176068,2.45726,t006_0_1
16A,180189,2.45726,t006_0_1
17A,187154,2.45726,t006_0_1
18A,153064,2.45726,t006_0_1
19A,122823,2.45726,t006_0_1
20A,119527,2.45726,t006_0_1
1A,2410008,2.948712,t007_0_1
2A,2421097,2.948712,t007_0_1
3A,2043834,2.948712,t007_0_1
4A,2021301,2.948712,t007_0_1
5A,1178797,2.948712,t007_0_1
6A,715860,2.948712,t007_0_1
7A,451365,2.948712,t007_0_1
8A,341664,2.948712,t007_0_1
9A,214110,2.948712,t007_0_1
10A,179326,2.948712,t007_0_1
11A,176670,2.948712,t007_0_1
12A,202572,2.948712,t007_0_1
13A,354213,2.948712,t007_0_1
14A,164393,2.948712,t007_0_1
15A,179462,2.948712,t007_0_1
16A,180320,2.948712,t007_0_1
17A,192581,2.948712,t007_0_1
18A,153771,2.948712,t007_0_1
19A,122590,2.948712,t007_0_1
20A,118139,2.948712,t007_0_1
1A,2405362,3.440164,t008_0_1
2A,2412515,3.440164,t008_0_1
3A,2038191,3.440164,t008_0_1
4A,2010650,3.440164,t008_0_1
5A,1179296,3.440164,t008_0_1
6A,731856,3.440164,t008_0_1
7A,448462,3.440164,t008_0_1
8A,346000,3.440164,t008_0_1
9A,211877,3.440164,t008_0_1
10A,180138,3.440164,t008_0_1
11A,177843,3.440164,t008_0_1
12A,199164,3.440164,t008_0_1
13A,357614,3.440164,t008_0_1
14A,165521,3.440164,t008_0_1
15A,180698,3.440164,t008_0_1
16A,180333,3.440164,t008_0_1
17A,186379,3.440164,t008_0_1
18A,152827,3.440164,t008_0_1
19A,123276,3.440164,t008_0_1
20A,118564,3.440164,t008_0_1
1A,2404891,3.931616,t009_0_1
2A,2424270,3.931616,t009_0_1
3A,2037962,3.931616,t009_0_1
4A,2019771,3.931616,t009_0_1
5A,1190248,3.931616,t009_0_1
6A,746761,3.931616,t009_0_1
7A,452422,3.931616,t009_0_1
8A,344939,3.931616,t009_0_1
9A,212703,3.931616,t009_0_1
10A,179629,3.931616,t009_0_1
11A,176787,3.931616,t009_0_1
12A,198871,3.931616,t009_0_1
13A,360592,3.931616,t009_0_1
14A,168126,3.931616,t009_0_1
15A,180259,3.931616,t009_0_1
16A,179491,3.931616,t009_0_1
17A,183820,3.931616,t009_0_1
18A,154815,3.931616,t009_0_1
19A,123167,3.931616,t009_0_1
20A,119940,3.931616,t009_0_1
1A,2396831,4.423068,t010_0_1
2A,2412214,4.423068,t010_0_1
3A,2033098,4.423068,t010_0_1
4A,2009525,4.423068,t010_0_1
5A,1214823,4.423068,t010_0_1
6A,759107,4.423068,t010_0_1
7A,456468,4.423068,t010_0_1
8A,355884,4.423068,t010_0_1
9A,216870,4.423068,t010_0_1
10A,180317,4.423068,t010_0_1
11A,180372,4.423068,t010_0_1
12A,205061,4.423068,t010_0_1
13A,360453,4.423068,t010_0_1
14A,168605,4.423068,t010_0_1
15A,178392,4.423068,t010_0_1
16A,178474,4.423068,t010_0_1
17A,184121,4.423068,t010_0_1
18A,156209,4.423068,t010_0_1
19A,123000,4.423068,t010_0_1
20A,122178,4.423068,t010_0_1
1A,2400265,4.91452,t011_0_1
2A,2404557,4.91452,t011_0_1
3A,2035046,4.91452,t011_0_1
4A,2005682,4.91452,t011_0_1
5A,1214997,4.91452,t011_0_1
6A,763337,4.91452,t011_0_1
7A,456816,4.91452,t011_0_1
8A,350479,4.91452,t011_0_1
9A,214728,4.91452,t011_0_1
10A,177629,4.91452,t011_0_1
11A,178691,4.91452,t011_0_1
12A,200520,4.91452,t011_0_1
13A,347627,4.91452,t011_0_1
14A,167219,4.91452,t011_0_1
15A,175204,4.91452,t011_0_1
16A,175340,4.91452,t011_0_1
17A,179911,4.91452,t011_0_1
18A,154224,4.91452,t011_0_1
19A,121063,4.91452,t011_0_1
20A,120261,4.91452,t011_0_1
1A,2391742,5.405972,t012_0_1
2A,2401441,5.405972,t012_0_1
3A,2026663,5.405972,t012_0_1
4A,1998388,5.405972,t012_0_1
5A,1226193,5.405972,t012_0_1
6A,767247,5.405972,t012_0_1
7A,454352,5.405972,t012_0_1
8A,347544,5.405972,t012_0_1
9A,213828,5.405972,t012_0_1
10A,177363,5.405972,t012_0_1
11A,177116,5.405972,t012_0_1
12A,201298,5.405972,t012_0_1
13A,340892,5.405972,t012_0_1
14A,164243,5.405972,t012_0_1
15A,173512,5.405972,t012_0_1
16A,176021,5.405972,t012_0_1
17A,182395,5.405972,t012_0_1
18A,149592,5.405972,t012_0_1
19A,120504,5.405972,t012_0_1
20A,119079,5.405972,t012_0_1
1A,2399131,5.897424,t013_0_1
2A,2406054,5.897424,t013_0_1
3A,2034005,5.897424,t013_0_1
4A,2017366,5.897424,t013_0_1
5A,1225546,5.897424,t013_0_1
6A,772466,5.897424,t013_0_1
7A,458505,5.897424,t013_0_1
8A,349756,5.897424,t013_0_1
9A,213542,5.897424,t013_0_1
10A,179827,5.897424,t013_0_1
11A,178368,5.897424,t013_0_1
12A,200054,5.897424,t013_0_1
13A,334614,5.897424,t013_0_1
14A,165220,5.897424,t013_0_1
15A,177116,5.897424,t013_0_1
16A,177556,5.897424,t013_0_1
17A,181284,5.897424,t013_0_1
18A,150059,5.897424,t013_0_1
19A,121669,5.897424,t013_0_1
20A,118768,5.897424,t013_0_1
1A,2417280,6.388876,t014_0_1
2A,2418877,6.388876,t014_0_1
3A,2028634,6.388876,t014_0_1
4A,2019642,6.388876,t014_0_1
5A,1242162,6.388876,t014_0_1
6A,781576,6.388876,t014_0_1
7A,465058,6.388876,t014_0_1
8A,344460,6.388876,t014_0_1
9A,213434,6.388876,t014_0_1
10A,180867,6.388876,t014_0_1
11A,179837,6.388876,t014_0_1
12A,200668,6.388876,t014_0_1
13A,331670,6.388876,t014_0_1
14A,169435,6.388876,t014_0_1
15A,180805,6.388876,t014_0_1
16A,183857,6.388876,t014_0_1
17A,184058,6.388876,t014_0_1
18A,156442,6.388876,t014_0_1
19A,124057,6.388876,t014_0_1
20A,121178,6.388876,t014_0_1
1A,2407345,6.880328,t015_0_1
2A,2391427,6.880328,t015_0_1
3A,2037519,6.880328,t015_0_1
4A,2010278,6.880328,t015_0_1
5A,1248378,6.880328,t015_0_1
6A,786550,6.880328,t015_0_1
7A,476535,6.880328,t015_0_1
8A,351466,6.880328,t015_0_1
9A,216656,6.880328,t015_0_1
10A,181727,6.880328,t015_0_1
11A,181183,6.880328,t015_0_1
12A,208693,6.880328,t015_0_1
13A,324588,6.880328,t015_0_1
14A,168711,6.880328,t015_0_1
15A,181235,6.880328,t015_0_1
16A,184451,6.880328,t015_0_1
17A,184632,6.880328,t015_0_1
18A,158032,6.880328,t015_0_1
19A,125172,6.880328,t015_0_1
20A,123440,6.880328,t015_0_1
1A,2396336,7.37178,t016_0_1
2A,2391670,7.37178,t016_0_1
3A,2029717,7.37178,t016_0_1
4A,2003666,7.37178,t016_0_1
5A,1250564,7.37178,t016_0_1
6A,790726,7.37178,t016_0_1
7A,477351,7.37178,t016_0_1
8A,349807,7.37178,t016_0_1
9A,216514,7.37178,t016_0_1
10A,181821,7.37178,t016_0_1
11A,180185,7.37178,t016_0_1
12A,204542,7.37178,t016_0_1
13A,315159,7.37178,t016_0_1
14A,165623,7.37178,t016_0_1
15A,177667,7.37178,t016_0_1
16A,177431,7.37178,t016_0_1
17A,181699,7.37178,t016_0_1
18A,157321,7.37178,t016_0_1
19A,123439,7.37178,t016_0_1
20A,122843,7.37178,t016_0_1
1A,2406419,7.863232,t017_0_1
2A,2409132,7.863232,t017_0_1
3A,2034165,7.863232,t017_0_1
4A,2010917,7.863232,t017_0_1
5A,1252983,7.863232,t017_0_1
6A,800646,7.863232,t017_0_1
7A,474883,7.863232,t017_0_1
8A,350554,7.863232,t017_0_1
9A,216297,7.863232,t017_0_1
10A,180882,7.863232,t017_0_1
11A,181795,7.863232,t017_0_1
12A,203698,7.863232,t017_0_1
13A,305382,7.863232,t017_0_1
14A,166196,7.863232,t017_0_1
15A,177594,7.863232,t017_0_1
16A,180498,7.863232,t017_0_1
17A,181800,7.863232,t017_0_1
18A,155890,7.863232,t017_0_1
19A,124885,7.863232,t017_0_1
20A,122341,7.863232,t017_0_1
1A,2400434,8.354684,t018_0_1
2A,2407955,8.354684,t018_0_1
3A,2042884,8.354684,t018_0_1
4A,2022073,8.354684,t018_0_1
5A,1259464,8.354684,t018_0_1
6A,814031,8.354684,t018_0_1
7A,463036,8.354684,t018_0_1
8A,353395,8.354684,t018_0_1
9A,215816,8.354684,t018_0_1
10A,178963,8.354684,t018_0_1
11A,180242,8.354684,t018_0_1
