ROI ID,Total Intensity,Time,Frame Id
1A,974370,0,t001_0_1
2A,1090445,0,t001_0_1
3A,2786269,0,t001_0_1
4A,3634395,0,t001_0_1
5A,3447023,0,t001_0_1
6A,2663702,0,t001_0_1
7A,2238598,0,t001_0_1
8A,1806516,0,t001_0_1
9A,1886595,0,t001_0_1
10A,1508246,0,t001_0_1
11A,1288519,0,t001_0_1
12A,1276635,0,t001_0_1
13A,1368650,0,t001_0_1
14A,1181624,0,t001_0_1
15A,1106318,0,t001_0_1
16A,907135,0,t001_0_1
17A,761605,0,t001_0_1
18A,960839,0,t001_0_1
19A,1020964,0,t001_0_1
20A,268388,0,t001_0_1
1A,977337,0.659448,t002_0_1
2A,1095477,0.659448,t002_0_1
3A,2812195,0.659448,t002_0_1
4A,3632276,0.659448,t002_0_1
5A,3443442,0.659448,t002_0_1
6A,2676591,0.659448,t002_0_1
7A,2243180,0.659448,t002_0_1
8A,1823618,0.659448,t002_0_1
9A,1908450,0.659448,t002_0_1
10A,1513794,0.659448,t002_0_1
11A,1288951,0.659448,t002_0_1
12A,1279225,0.659448,t002_0_1
13A,1369516,0.659448,t002_0_1
14A,1163271,0.659448,t002_0_1
15A,1117797,0.659448,t002_0_1
16A,902866,0.659448,t002_0_1
17A,765956,0.659448,t002_0_1
18A,961230,0.659448,t002_0_1
19A,1015477,0.659448,t002_0_1
20A,269665,0.659448,t002_0_1
1A,976381,1.318896,t003_0_1
2A,1103454,1.318896,t003_0_1
3A,2835485,1.318896,t003_0_1
4A,3644857,1.318896,t003_0_1
5A,3444502,1.318896,t003_0_1
6A,2673038,1.318896,t003_0_1
7A,2236236,1.318896,t003_0_1
8A,1828278,1.318896,t003_0_1
9A,1920015,1.318896,t003_0_1
10A,1519576,1.318896,t003_0_1
11A,1295360,1.318896,t003_0_1
12A,1292506,1.318896,t003_0_1
13A,1387283,1.318896,t003_0_1
14A,1181943,1.318896,t003_0_1
15A,1126501,1.318896,t003_0_1
16A,910699,1.318896,t003_0_1
17A,775579,1.318896,t003_0_1
18A,949625,1.318896,t003_0_1
19A,1024405,1.318896,t003_0_1
20A,270623,1.318896,t003_0_1
1A,978526,1.978344,t004_0_1
2A,1109140,1.978344,t004_0_1
3A,2826897,1.978344,t004_0_1
4A,3649651,1.978344,t004_0_1
5A,3412230,1.978344,t004_0_1
6A,2654701,1.978344,t004_0_1
7A,2238079,1.978344,t004_0_1
8A,1824005,1.978344,t004_0_1
9A,1903309,1.978344,t004_0_1
10A,1520324,1.978344,t004_0_1
11A,1305042,1.978344,t004_0_1
12A,1279749,1.978344,t004_0_1
13A,1389405,1.978344,t004_0_1
14A,1186691,1.978344,t004_0_1
15A,1122219,1.978344,t004_0_1
16A,910366,1.978344,t004_0_1
17A,765498,1.978344,t004_0_1
18A,961922,1.978344,t004_0_1
19A,1026127,1.978344,t004_0_1
20A,269919,1.978344,t004_0_1
1A,978367,2.637792,t005_0_1
2A,1097379,2.637792,t005_0_1
3A,2819365,2.637792,t005_0_1
4A,3634279,2.637792,t005_0_1
5A,3404527,2.637792,t005_0_1
6A,2617690,2.637792,t005_0_1
7A,2235662,2.637792,t005_0_1
8A,1831965,2.637792,t005_0_1
9A,1898450,2.637792,t005_0_1
10A,1522889,2.637792,t005_0_1
11A,1285050,2.637792,t005_0_1
12A,1282481,2.637792,t005_0_1
13A,1359905,2.637792,t005_0_1
14A,1165546,2.637792,t005_0_1
15A,1116961,2.637792,t005_0_1
16A,903484,2.637792,t005_0_1
17A,770175,2.637792,t005_0_1
18A,951017,2.637792,t005_0_1
19A,1020795,2.637792,t005_0_1
20A,269840,2.637792,t005_0_1
1A,975707,3.29724,t006_0_1
2A,1107902,3.29724,t006_0_1
3A,2842271,3.29724,t006_0_1
4A,3640034,3.29724,t006_0_1
5A,3401835,3.29724,t006_0_1
6A,2626218,3.29724,t006_0_1
7A,2242289,3.29724,t006_0_1
8A,1841202,3.29724,t006_0_1
9A,1903886,3.29724,t006_0_1
10A,1519549,3.29724,t006_0_1
